رقم,اسم_المدرسة,المنطقة_التربوية,نوع_التعليم,طبيعة,جنس_الطلاب,العنوان,الهاتف,المالك,اللغة_الأجنبية
5015,سيدة ميفوق,جبيل,خاص مجاني,خاص,مختلطة,ميفوق - شارع العام مختمطة,60556790,خاص,فرنسية+فرنسية
8015,دون بوسكو لارىبات مريم المجانية,جبيل,خاص مجاني,خاص,مختلطة,قرطبا - شارع السيدة الحرزمانية مختمطة,,,
3105,مدرسة االمام عمي,كسروان,خاص مجاني,خاص,مختلطة,المعيصرة - العام - شارع البمدية مختمطة,,,
5115,سيدة لبنان لارىبات القمبين االقدسين,كسروان,خاص مجاني,خاص,مختلطة,,77588630,خاص,فرنسية+فرنسية
8115,سيدة الحبل ببل دنس,كسروان,خاص مجاني,خاص,مختلطة,,,,
0745,مدرسة قديس يوسف المجانية لارىبات القمبين االقدسين,كسروان,خاص مجاني,خاص,مختلطة,كفردبيان - جبال - شارع العام مختمطة,,,
1745,مدرسة الكممة-سيدة لبنان-حريصا,كسروان,خاص مجاني,خاص,مختلطة,درعون - جبل حريصا - شارع ميتم مار شربل / حريصا مختمطة 6,,,
1215,السيدة لارىبات القمبين االقدسين,المتن,خاص مجاني,خاص,مختلطة,,,,
4215,القديس بطرس,المتن,خاص مجاني,خاص,مختلطة,بسكنتا - مار بطرس مختمطة,,,
6215,ام المشورة الصالحة,المتن,خاص مجاني,خاص,مختلطة,,,,
0315,مار منصور دي بول لارىبات المحبة,المتن,خاص مجاني,خاص,مختلطة,برمانا - شارع الكنائس مختمطة,,,
3315,ارىبات مار يوسف دي ليون,بعبدا,خاص مجاني,خاص,مختلطة,ديارلحرف - الرئيسي - شارع العام مختمطة,,,
5305,مار قرياقوس المجانية,عاليه,خاص مجاني,خاص,مختلطة,رشميا - الارىبات - شارع السنتارل مختمطة,62308250,خاص,
2415,مار جرجس المارونية المجانية,عاليه,خاص مجاني,خاص,مختلطة,عين داره - مار جرجس - شارع الطريق العام مختمطة,,,
4415,التوحيد الثقافية,عاليه,خاص مجاني,خاص,مختلطة,,,,
6415,العرفان,الشوف,خاص مجاني,خاص,مختلطة,السمقانية - شارع العام مختمطة,,,
7255,السمطان صبلح الدين االبتدائية,الشوف,خاص مجاني,خاص,مختلطة,برجا - الروس - شارع الروس مختمطة,06432670,خاص,
8415,طاربمس المارونية المختمطة,طرابلس المدينة,خاص مجاني,خاص,مختلطة,التل والمدينة الوسطى - شارع التل العميا مختمطة,,,
0515,المطارن الخيرية المارونية,طرابلس المدينة,خاص مجاني,خاص,مختلطة,المدخل الجنوبي والبساتين - المطارن - شارع المطارن مختمطة,,,
4615,المطارن الرعائية,طرابلس المدينة,خاص مجاني,خاص,مختلطة,التبانة - السيده - شارع حي السيدة مختمطة,,,
9615,االمل المختمطة,طرابلس المدينة,خاص مجاني,خاص,مختلطة,القبة - طاربمس ضير المغر - شارع النصر مختمطة,,,
4715,قبة النصر المارونية,طرابلس المدينة,خاص مجاني,خاص,مختلطة,القبة - شارع الجيش مختمطة 2 22,,,
2845,مدرسة الرؤى التربوية,طرابلس المدينة,خاص مجاني,خاص,مختلطة,ابوسمار - ابي سمارء - شارع زيتون ابي سمارء مختمطة,,,
4175,مدرسة درب التبانة,طرابلس المدينة,خاص مجاني,خاص,مختلطة,,,,
5355,النور االسبلمية الحديثة,طرابلس الضواحي,خاص مجاني,خاص,مختلطة,البداوي - شارع الكنز مختمطة,,,
7715,المنية المارونية,طرابلس الضواحي,خاص مجاني,خاص,مختلطة,المنية - المخاضة - شارع العام مختمطة,,,
2815,الصديق - اإليمان اإلسبلمية السفيرة,طرابلس الضواحي,خاص مجاني,خاص,مختلطة,السفيرة - الحصن - شارع المدرسة مختمطة,,,
7345,المدرسة المبنانية االستارلية,طرابلس الضواحي,خاص مجاني,خاص,مختلطة,المنية - عين البيضا مختمطة,,,
7945,غرين الند سكول,طرابلس الضواحي,خاص مجاني,خاص,مختلطة,,42026460,خاص,
6055,المشاعل النموذجية,طرابلس الضواحي,خاص مجاني,خاص,مختلطة,سير الضنية - المسد - شارع المخفر مختمطة 2 4,,,
9555,مدرسة الجنان االبتدائية المجانية,طرابلس الضواحي,خاص مجاني,خاص,مختلطة,المنية - حمدون - شارع متفرع مختمطة,,,
4075,مدرسة الفاروق التربوية,طرابلس الضواحي,خاص مجاني,خاص,مختلطة,مزرعة القرين - العام - شارع الرمل مختمطة 1 9,88819460,خاص,
6075,مدرسة الشيخ,طرابلس الضواحي,خاص مجاني,خاص,مختلطة,عاصون - الحرف - شارع المستشفى الحكومي مختمطة,,,
0505,مدرسة النصر-ببنين,عكار,خاص مجاني,خاص,مختلطة,ببنين - النجمة مختمطة,84459130,خاص,فرنسية+فرنسية
7705,مدرسة العمم واالصبلح الحديثة,عكار,خاص مجاني,خاص,مختلطة,دغمة - العام - شارع العام مختمطة,,,
1615,نيج الببلغة,عكار,خاص مجاني,خاص,مختلطة,,05206360,خاص,فرنسية+فرنسية
5815,الحكمة الشرقية,عكار,خاص مجاني,خاص,مختلطة,,04369207,خاص,
8815,حمبا المارونية,عكار,خاص مجاني,خاص,مختلطة,حمبا - الموارنو مختمطة 2 71,,,
9815,سيدة النجاة,عكار,خاص مجاني,خاص,مختلطة,الشيخ محمد - ساحة الكنيسو - شارع الشيخ محمد مختمطة,,,
0915,القديس يوسف لمارىبات الباسيميات الشويريات,عكار,خاص مجاني,خاص,مختلطة,منيارة - شارع الكنائس مختمطة 1 01,77109660,خاص,
1915,مدرسة الخيرية االسبلمية - ببنين,عكار,خاص مجاني,خاص,مختلطة,عكار العتيقة - شارع الشييد وليد الشعار مختمطة,47946407,خاص,فرنسية+فرنسية
4025,المقاصد الخيرية االسبلمية - بيت ايوب,عكار,خاص مجاني,خاص,مختلطة,قرنة - الشحمينة - شارع الرمل مختمطة,,,
7025,مار ضومط لبلباء الكرمميين,عكار,خاص مجاني,خاص,مختلطة,القبيات - غوايا - شارع الدير مختمطة,,,
9025,مار سمعان المجانية,عكار,خاص مجاني,خاص,مختلطة,بيت مبلت - الفوار - شارع العين مختمطة,05706360,خاص,
0125,المقاصد الخيرية االسبلمية-وادي خالد,عكار,خاص مجاني,خاص,مختلطة,وادي خالد - شارع البقيعة مختمطة 2 3,,,
9035,مدرسة عالم التميز التربوية سابقا النيضة العممية,عكار,خاص مجاني,خاص,مختلطة,دنبو (عين الذىب) - البساتين - شارع العريض مختمطة,22339197,خاص,
2635,النور المبين,عكار,خاص مجاني,خاص,مختلطة,قبعيت - الكفرون - شارع العام مختمطة 1 7,11056830,خاص,
8345,الرشاد النموذجية,عكار,خاص مجاني,خاص,مختلطة,ببنين - الفتونة - شارع العبدة مختمطة,,,
8445,الشمائل النموذجية,عكار,خاص مجاني,خاص,مختلطة,عمارة - حي آل عقل مختمطة,59852860,خاص,فرنسية+فرنسية
2745,دار الحنان,عكار,خاص مجاني,خاص,مختلطة,,07039660,خاص,فرنسية+إنكليزية
9845,الزىارء الخالدة التابعة لجمعية المحبة الخيرية االجتماعية,عكار,خاص مجاني,خاص,مختلطة,برج العرب - ديردلوم - شارع ديردلوم مفرق برقايل مختمطة,08852860,خاص,
9945,الجوىرة المجانية ببنين,عكار,خاص مجاني,خاص,مختلطة,ببنين - طريق العام - شارع العام مختمطة 1 4,,,
0055,النور االسبلمية,عكار,خاص مجاني,خاص,مختلطة,البيرة - البيره - شارع الطريق العام مختمطة,,,
5055,الفاروق المجانية,عكار,خاص مجاني,خاص,مختلطة,ببنين - مسجد االصبلح - شارع العام مختمطة 3 8,,,
9055,الضحى العممية,عكار,خاص مجاني,خاص,مختلطة,فنيدق - الكروم - البستان - شارع الكروم مختمطة,87331307,خاص,فرنسية+فرنسية
3155,بارعم االيمان,عكار,خاص مجاني,خاص,مختلطة,فنيدق - البستان - شارع العام مختمطة,99859860,خاص,فرنسية+فرنسية
3655,مدرسة لبنان المجانية,عكار,خاص مجاني,خاص,مختلطة,بزبينا - 0 - شارع 0 مختمطة,09506360,خاص,فرنسية+فرنسية
1125,حارة الفوار المارونية,زغرتا,خاص مجاني,خاص,مختلطة,حارة الفوار - شارع العام مختمطة,,,
4125,مار انطونيوس لمارىبات االنطونيات,زغرتا,خاص مجاني,خاص,مختلطة,زغرتا - المعاصر - شارع الارىبات مختمطة,,,
4155,النور النموذجية االسبلمية,زغرتا,خاص مجاني,خاص,مختلطة,اردة - شارع العام مختمطة,77255260,خاص,فرنسية+فرنسية
3555,مدرسة األمان الدولية المجانية,زغرتا,خاص مجاني,خاص,مختلطة,مرياطة - الطريق العام - شارع 0 مختمطة,55355260,خاص,
7125,ضير العين المارونية,الكورة,خاص مجاني,خاص,مختلطة,ضير العين - مار يوسف - شارع مار يوسف مختمطة,,,
0225,ارىبات القديسة تريزيا,الكورة,خاص مجاني,خاص,مختلطة,دار بعشتار - شارع العام مختمطة,,,
1225,مار سركيس وباخوس لمبنات,بشري,خاص مجاني,خاص,مختلطة,طوراز - شارع شارع الكنيسة مختمطة,,,
3225,مار البا لارىبات المحبة,بشري,خاص مجاني,خاص,مختلطة,حصرون - شارع العام مختمطة,,,
4225,شكا المارونية,البترون,خاص مجاني,خاص,مختلطة,شكا - الطريق العام - شارع طريق كفرحزير مختمطة,,,
8225,سيدة الحبل ببلدنس لارىبات العائمةالمارونيات,البترون,خاص مجاني,خاص,مختلطة,تنورين الفوقا - شارع السيدة مختمطة,,,
2325,سيدة الزلزلة لمروم االرثوذكس,زحلة المدينة,خاص مجاني,خاص,مختلطة,زحمة (م) - مارمخايل ومارجرجس - شارع سيدة الزلزلة مختمطة,,,
9655,حضانة الطفل,زحلة المدينة,خاص مجاني,خاص,,زحمة-البولفار - مارمخايل ومار جرجس لمبنات,,,
5325,مدرسة مرسل النموذجية,زحلة الضواحي,خاص مجاني,خاص,مختلطة,تعمبايا - الزعرورة - شارع الربيع مختمطة,,,
7325,ماارلياس لرىبنة االباء اليسوعيين,زحلة الضواحي,خاص مجاني,خاص,مختلطة,تعمبايا - الزعرورة - شارع االستقبلل مختمطة,,,
9325,سيدة التعزية لمرىبانية اليسوعية,زحلة الضواحي,خاص مجاني,خاص,مختلطة,جديتا - المحطة مختمطة,,,
4205,ابتدائية خميل شياب,زحلة القضاء,خاص مجاني,خاص,مختلطة,مجدل عنجر - األكرمية - شارع األزىر مختمطة,76912680,خاص,فرنسية+إنكليزية
1425,زين العابدين,زحلة القضاء,خاص مجاني,خاص,مختلطة,عمي النيري - البيادر مختمطة,,,
7425,المقاصد الخيرية االسبلمية - بر الياس,زحلة القضاء,خاص مجاني,خاص,مختلطة,,,,
0525,ىارتش االرمنية االرثوذكسية,زحلة القضاء,خاص مجاني,خاص,مختلطة,عنجر - حوش موسى - شارع ىارتش مختمطة,,,
1525,االنجيمية السويسرية,زحلة القضاء,خاص مجاني,خاص,مختلطة,,,,
2525,لجنة تعميم ابناء المسممين في القرى-الخيرية االسبلمية,زحلة القضاء,خاص مجاني,خاص,مختلطة,مجدل عنجر - شارع النبعة مختمطة,,,
3525,العموم الحديثو,زحلة القضاء,خاص مجاني,خاص,مختلطة,مجدل عنجر - شارع العام مختمطة 2 4,,,
5525,مدرسة القديسة تقبل المجانية,زحلة القضاء,خاص مجاني,خاص,مختلطة,تربل - الجدار - شارع العام مختمطة,,,
7545,المدرسة االىمية - بارلياس,زحلة القضاء,خاص مجاني,خاص,مختلطة,بارلياس - الشرقي - شارع العام مختمطة,,,
6355,المناىل االبتدائية,زحلة القضاء,خاص مجاني,خاص,مختلطة,,,,
9405,مدرسة االمام السيد موسى الصدر,الهرمل,خاص مجاني,خاص,مختلطة,اليرمل (م) - اليرمل - شارع العام طريق عام الشربين مختمطة,22800280,خاص,فرنسية+فرنسية
8525,االمام عمي,الهرمل,خاص مجاني,خاص,مختلطة,اليرمل - الحاره مختمطة,,,
2625,الحديقة الخضارء االبتدائية,الهرمل,خاص مجاني,خاص,مختلطة,اليرمل - الدورة - اليرمل - شارع الطريق العام مختمطة,,,
9075,االنجيمية التربوية,الهرمل,خاص مجاني,خاص,مختلطة,اليرمل - المرح - شارع العام مختمطة,,,
0105,الميدي النموذجية المجانية,بعلبك,خاص مجاني,خاص,مختلطة,,05853380,خاص,فرنسية+إنكليزية
5625,التجييز المبنانية,بعلبك,خاص مجاني,خاص,مختلطة,مقارق - اميز - شارع العام مختمطة,,,
8625,المختار,بعلبك,خاص مجاني,خاص,مختلطة,عرسال - الشمالي - شارع العام مختمطة,,,
3725,الرشيد لمتربية والتعميم,بعلبك,خاص مجاني,خاص,مختلطة,العين - القطن مختمطة 1 7,,,
4725,التربية الحديثة,بعلبك,خاص مجاني,خاص,مختلطة,العين - حقل العضام مختمطة,,,
5725,مجمع المصطفى (ص) التربوي,بعلبك,خاص مجاني,خاص,مختلطة,العين - الشمالي - شارع العام مختمطة 1 21,,,
6725,االسقفية المجانية لمروم الكاثوليك,بعلبك,خاص مجاني,خاص,مختلطة,,,,
9725,الطفل يسوع لارىبات القمبين االقدسين,بعلبك,خاص مجاني,خاص,مختلطة,الفاكية - مار جرجس مختمطة,,,
5825,سيدة البرج لارىبات العائمة المقدسة المارونيات,بعلبك,خاص مجاني,خاص,مختلطة,دير االحمر - شارع العام مختمطة,,,
6925,زىرة االداب -عرسال,بعلبك,خاص مجاني,خاص,مختلطة,عرسال - الحي الشمالي - شارع البابين مختمطة 2 5,,,
9925,دون بوسكو لارىبات السالزيان,بعلبك,خاص مجاني,خاص,مختلطة,,,,
1035,المرتضى,بعلبك,خاص مجاني,خاص,مختلطة,بوداي - شارع العام مختمطة 3 22,,,
2035,روضة االيمان النموذجية,بعلبك,خاص مجاني,خاص,مختلطة,النبي شيت - شارع العام مختمطة,,,
8035,االمام عمي بن ابي طالب,بعلبك,خاص مجاني,خاص,مختلطة,بريتال - الشميس مختمطة,,,
3245,زىرة االداب,بعلبك,خاص مجاني,خاص,مختلطة,بعمبك - الصمح - شارع طريق وادي السيل مختمطة,00317380,خاص,فرنسية+إنكليزية
3345,دار التربية الوطنية المجانية,بعلبك,خاص مجاني,خاص,مختلطة,بعمبك - حي الشيخ حبيب مختمطة 6 95,,,
4345,الوطنية المارونية,بعلبك,خاص مجاني,خاص,مختلطة,بعمبك - القمعة - شارع كميل شمعون مختمطة,,,
2445,المدرسة المبنانية,بعلبك,خاص مجاني,خاص,مختلطة,حورتعبل - اليونيسية مختمطة 3 01,11716107,خاص,
5445,المعرفة,بعلبك,خاص مجاني,خاص,مختلطة,شعت - المقر - شارع العام مختمطة,,,
9545,مدرسة البشائر,بعلبك,خاص مجاني,خاص,مختلطة,دورس - شارع طريق تعاضد الجيش مختمطة,31424167,خاص,فرنسية+إنكليزية
0845,المدينة الفاضمة,بعلبك,خاص مجاني,خاص,مختلطة,عرسال - وادي االرنب مختمطة,,,
4055,مدرسة الشيخ محمد يعقوب االبتدائية,بعلبك,خاص مجاني,خاص,مختلطة,الطيبة - شارع العام مختمطة,,,
2355,الزىارء المجانية,بعلبك,خاص مجاني,خاص,مختلطة,,,,
1455,روضة القائم,بعلبك,خاص مجاني,خاص,مختلطة,بريتال - البطيخة - شارع سكة سرعين مختمطة,,,
5655,مدرسة النور المشرقة - عرسال,بعلبك,خاص مجاني,خاص,مختلطة,عرسال - الجنوبي مختمطة 1 6,,,
5075,ابتدائية مودرن انترناشيونال سكول,بعلبك,خاص مجاني,خاص,مختلطة,ايعات - شارع األرز مختمطة,11197380,خاص,
0205,عائشة ام المؤمنين,البق اع الغربي,خاص مجاني,خاص,مختلطة,,,,
1025,مدرسة الخيرية االسبلمية - مشمش,البق اع الغربي,خاص مجاني,خاص,مختلطة,الصويري - المحفارة مختمطة,,,
8135,لجنة تعميم ابناء المسممين في القرى-الخيرية االسبلمية,البق اع الغربي,خاص مجاني,خاص,مختلطة,,,,
1235,ابتدائية النجاح,البق اع الغربي,خاص مجاني,خاص,مختلطة,مشغرة - النبي نون - شارع النبي نون مختمطة,,,
2235,مؤسسة اسعد عبود الخيرية,البق اع الغربي,خاص مجاني,خاص,مختلطة,عيتنيت - شارع العام مختمطة 1 6,71405680,خاص,فرنسية+فرنسية
3235,القديس انطونيوس لبلتحاد الصغبيني,البق اع الغربي,خاص مجاني,خاص,مختلطة,صغبين - شارع الشارع العام مختمطة,,,
4235,االسقفية لمروم الكاثوليك,البق اع الغربي,خاص مجاني,خاص,مختلطة,صغبين - شارع العام مختمطة 3 1,,,
5235,مار يوحنا,البق اع الغربي,خاص مجاني,خاص,مختلطة,خربة قنافار - شارع العام مختمطة,,,
3645,مدرسة االمام الحسين (ع),البق اع الغربي,خاص مجاني,خاص,مختلطة,,,,
8355,دار االمان المجانية,البق اع الغربي,خاص مجاني,خاص,مختلطة,المنارة - سطية - شارع سطية مختمطة,,,
1075,مدرسة عفاف الطقل,البق اع الغربي,خاص مجاني,خاص,مختلطة,,,,
9235,العرفان المجانية,راشيا,خاص مجاني,خاص,مختلطة,,,,
6555,الكندية المجانية,راشيا,خاص مجاني,خاص,مختلطة,ضير االحمر - 0 - شارع 0 مختمطة,,,
0335,دار اليتيم العربي,صيدا المدينة,خاص مجاني,خاص,مختلطة,صيدا (م) - الفواخير - شارع رياض الصمح مختمطة,,,
4945,الميدي النموذجية المجانية-الغازية,صيدا الضواحي,خاص مجاني,خاص,مختلطة,الغازية - الرويس - شارع الرويس مختمطة,82242270,خاص,
7805,ليسيو ارزي الحديثة,صيدا القضاء,خاص مجاني,خاص,مختلطة,ارزي - العام - شارع العام مختمطة,,,
1435,منارة جبل عامل,صيدا القضاء,خاص مجاني,خاص,مختلطة,المروانية - شارع العام مختمطة,,,
4435,اعدادية النيضة التربوية,صيدا القضاء,خاص مجاني,خاص,مختلطة,,,,
9345,الشعمة الحديثة,صيدا القضاء,خاص مجاني,خاص,مختلطة,الزاررية - الوطى - شارع عام مختمطة,,,
4545,الشييد مصطفى شمارن,صيدا القضاء,خاص مجاني,خاص,مختلطة,البيسارية - المشاع - شارع الشارع العام مختمطة 7 34,05553270,خاص,
6535,القديس ميخائيل,جزين,خاص مجاني,خاص,مختلطة,جزين - مار يوسف مختمطة,,,
6835,رحاب الزىارء,صور,خاص مجاني,خاص,مختلطة,صور - الرمل - شارع االستارحة مختمطة,43774370,خاص,فرنسية+إنكليزية
1145,مدرسة اليداية ­ القميمة,صور,خاص مجاني,خاص,مختلطة,القميمة - عمارن - شارع العام مختمطة,,,
1645,االمام جعفر الصادق,صور,خاص مجاني,خاص,مختلطة,جويا - الصياح - شارع عام محرونة مختمطة,,,
8645,الشييد محمد سعد االبتدائية,صور,خاص مجاني,خاص,مختلطة,العباسية - برج رحال - شارع العام مختمطة,53308370,خاص,
5945,"دوحة االمام عمي ""ع"" المجانية",صور,خاص مجاني,خاص,مختلطة,بستيات - المبرة - شارع العام مختمطة 3 31,15000470,خاص,
4455,مدرسة الميدي النموذجية المجانية - صور,صور,خاص مجاني,خاص,مختلطة,العباسية - مفرق معركة - شارع مفرق معركة مختمطة,33005370,خاص,
5455,مدرسة األمجاد الوطنية / الكفاح سابقا,صور,خاص مجاني,خاص,مختلطة,,60654370,خاص,
6455,اإلمام عمي,صور,خاص مجاني,خاص,مختلطة,جويا - النادي مختمطة,33492430,الدولة,
4855,مدرسة صور الدولية المجانية,صور,خاص مجاني,خاص,مختلطة,جل البحر - حي جل البحر - شارع صور مختمطة,66904770,خاص,
3705,مدرسة اآلفاق االبتدائية المجانية,النبطية,خاص مجاني,خاص,مختلطة,كفرصير - الجوبية مختمطة,01024570,خاص,فرنسية+إنكليزية
9535,العممية االىمية المختمطة,النبطية,خاص مجاني,خاص,مختلطة,النبطية - عين قبيس مختمطة,63406770,خاص,فرنسية+إنكليزية
3635,مبرة السيدة زينب ع رقم 91/ النبطية,النبطية,خاص مجاني,خاص,مختلطة,حاروف - الوادي - شارع العام مختمطة,,,
5635,انصار الحكمة,النبطية,خاص مجاني,خاص,مختلطة,انصار - الحمار - شارع العام مختمطة,,,
6635,االعدادية النموذجية االبتدائية,النبطية,خاص مجاني,خاص,مختلطة,انصار - الزياتة - شارع الزياتة التحتا مختمطة 2 2,,,
9635,النيضة الجديدة القصيبو,النبطية,خاص مجاني,خاص,مختلطة,القصيبة - شارع الطوال مختمطة,73504570,خاص,
1735,االرشاد النموذجية,النبطية,خاص مجاني,خاص,مختلطة,النبطية الفوقا - الرجم مختمطة 2 51,66676770,خاص,
3145,االمام زين العابدين,النبطية,خاص مجاني,خاص,مختلطة,القصيبة - القمع مختمطة,,,
3545,مدرسة الوفاء المبناني - جبشيت,النبطية,خاص مجاني,خاص,مختلطة,جبشيت - الخمة - شارع العام /جبشيت عدشيت مختمطة,61279830,جمعية,فرنسية+إنكليزية
3055,مدرسة الشييد ببلل فحص االبتدائية,النبطية,خاص مجاني,خاص,مختلطة,,85416770,خاص,فرنسية+إنكليزية
4555,االعدادية النموذجية لمتربية والتعميم,النبطية,خاص مجاني,خاص,مختلطة,زبدين - كسار زعتر - شارع زبدين مختمطة,66166770,خاص,
6655,الميدي النموذجية,النبطية,خاص مجاني,خاص,مختلطة,الدوير - القرن - شارع داخمي مختمطة 4 81,,,
7755,مدرسة الميدي النموذجية-الشرقية,النبطية,خاص مجاني,خاص,مختلطة,الشرقية - الكسارة مختمطة,65453470,خاص,
2115,مدرسة مار يوسف المجانية,بنت جبيل,خاص مجاني,خاص,مختلطة,دبل - الكنيسة الجديدة - شارع الكنيسة مختمطة,65607307,خاص,
2045,االعدادية الجعفرية,بنت جبيل,خاص مجاني,خاص,مختلطة,عيترون - الغربي - شارع العام مختمطة,,,
5045,سيدة لبنان لمارىبات االنطونيات,بنت جبيل,خاص مجاني,خاص,مختلطة,رميش - الارىبات - شارع العام مختمطة,20107470,خاص,فرنسية+فرنسية
8145,اليدايا واالرشاد االبتدائية,بنت جبيل,خاص مجاني,خاص,مختلطة,السمطانية - الزعرورة - شارع العام مختمطة,,,
4645,مدرسة مودرن سكول النموذجية,بنت جبيل,خاص مجاني,خاص,مختلطة,تبنين - شارع العام مختمطة 1 5,68453870,خاص,فرنسية+إنكليزية
6645,مدرسة مجمع التحرير,بنت جبيل,خاص مجاني,خاص,مختلطة,,10162370,خاص,
3845,االشارق,بنت جبيل,خاص مجاني,خاص,مختلطة,عيناتا - صف اليوا - شارع العام - طريق عيناتا مختمطة 01 32,50305470,خاص,
4845,مدرسة الميدي النموذجية,بنت جبيل,خاص مجاني,خاص,مختلطة,بنت جبيل - صف اليوا مختمطة,33225470,خاص,
3755,مدرسة البارعم النموذجية,بنت جبيل,خاص مجاني,خاص,مختلطة,تبنين - الكاشف - شارع داخمي مختمطة,,,
2735,حاصبيا الخيرية,حاصبيا,خاص مجاني,خاص,مختلطة,حاصبيا - العين - شارع العام مختمطة,,,
0555,الميدي النموذجية االحمدية,حاصبيا,خاص مجاني,خاص,مختلطة,برغز - شارع العام مختمطة,,,
0835,الطيبة االىمية,مرجعيون,خاص مجاني,خاص,مختلطة,اعدادية جبل عامل - حوال قبل الظير 6 81 451 563 915 2 91 فرنسي + انكميزي,55105870,خاص,فرنسية+إنكليزية
3835,االمين,مرجعيون,خاص مجاني,خاص,مختلطة,مجدل سمم - شارع العام مختمطة,,,
1007,القمب األقدس -الفرير,بيروت االولى,خاص غير مجاني,خاص,مختلطة,الجميزة - شارع غورو مختمطة,,,
3007,الحكمة االشرفية,بيروت االولى,خاص غير مجاني,خاص,مختلطة,,,,
5007,الحبل ببلدنس,بيروت االولى,خاص غير مجاني,خاص,مختلطة,الرميل - شارع مستشفى الروم مختمطة,,,
8007,القديس غريغوريوس,بيروت االولى,خاص غير مجاني,خاص,مختلطة,الجعيتاوي - شارع مستشفى الروم مختمطة,,,
1107,سيدة الناصره,بيروت االولى,خاص غير مجاني,خاص,مختلطة,الناصرة - شارع دير الناصرة مختمطة 21 78,,,
2107,سان شارل لارىبات المحبة,بيروت االولى,خاص غير مجاني,خاص,مختلطة,الناصرة - شارع الزىار مختمطة,21810210,خاص,
3107,ثانوية عمي بن ابي طالب االشرفية,بيروت االولى,خاص غير مجاني,خاص,مختلطة,الناصرة - شارع بيضون مختمطة 8 32,,,
4107,الثانوية االنجيمية لبيروت الكبرى,بيروت االولى,خاص غير مجاني,خاص,مختلطة,االشرفية - السيوفي - شارع الغازلية مختمطة,,,
8107,الثبلثة اقمار االشرفية,بيروت االولى,خاص غير مجاني,خاص,مختلطة,الجميزة - العكاوي - شارع العكاوي مختمطة,,,
2207,الميسيو الفرنسية المبنانية الكبرى,بيروت االولى,خاص غير مجاني,خاص,مختلطة,اوتيل ديو - شارع اسحق بن حنين مختمطة,,,
8807,الرضا العاممية التابعة لمجمعية الخيرية االسبلمية العاممية,بيروت االولى,خاص غير مجاني,خاص,مختلطة,بيروت (م) - أرس النبع - شارع عمر بن الخطاب مختمطة,99723610,خاص,
9807,القسم االبتدائي العاممي,بيروت االولى,خاص غير مجاني,خاص,مختلطة,بيروت (م) - أرس النبع - شارع عمر بن الخطاب مختمطة 1 3,70033610,خاص,فرنسية+إنكليزية
1907,الروضة النموذجية العاممية,بيروت االولى,خاص غير مجاني,خاص,مختلطة,بيروت (م) - أرس النبع - شارع عمر بن الخطاب مختمطة,33323610,خاص,
3917,ثانوية الضحى - الجمعية الخيرية الثقافية,بيروت االولى,خاص غير مجاني,خاص,مختلطة,بيروت (م) - شارع النعماني مختمطة 1 4,,,
2328,الثقافة العامة الحديثة المعروفة باسم يسوع المخمص,بيروت االولى,خاص غير مجاني,خاص,مختلطة,االشرفية - البدوي - شارع اصفيان مختمطة,,,
2768,عيد القديس يوحنا الرسول,بيروت االولى,خاص غير مجاني,خاص,مختلطة,االشرفية - شارع ىوفبلن - الصيفي مختمطة,20472310,خاص,
6107,المخمص الثانويو بيروت,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,البارك - بدارو-المتحف - شارع شارع الفرنسيسكان مختمطة,,,فرنسية
8207,دار الحنان,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,زقاق الببلط - شارع طبارة مختمطة,84177310,خاص,
1307,القديسة حنو لارىبات البزنسون,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,ميناء الحصن - شارع باب ادريس مختمطة,,,
4307,االخاء الوطنية,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,البطركية - شارع النحاس مختمطة,,,
5307,ارىبات مار يوسف الظيور,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,زقاق الببلط - البطريركية - شارع عبد القادر مختمطة 6 63,,,
7307,البطريركية,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,البطركية - شارع البطريركية مختمطة 6 11,,,
8307,لبنان االخضر,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,زقاق الببلط - شارع حمادة مختمطة,00197310,خاص,
2407,المعمدانبة االنجيمية,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,المصيطبة - شارع المعموف مختمطة,,,
9407,روضة العموم,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,المصيطبة - شارع ابو بكر الصديق مختمطة,,,
1507,مار الياس بطينا الثانوية,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,وطى المصيطبة - شارع البستاني مختمطة,,,
3507,الميسو ناسيونال,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,المصيطبة - شارع نقوالسرسق مختمطة 41 72,,,
8507,روضة االقبال,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,البسطة الفوقا - شارع سيدي حسن مختمطة 1 4,,,
9507,الرسالة العربية,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,البسطة التحتا - البسطة - شارع االوازعي مختمطة,,,
1607,ثانوية قصر الثقافة الحديثة,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,برج ابي حيدر - العمماوي - شارع ابن خمدون مختمطة,,,
