رقم,اسم_المدرسة,المنطقة_التربوية,نوع_التعليم,طبيعة,جنس_الطلاب,العنوان,الهاتف,المالك,اللغة_الأجنبية
3607,مدرسة باسكال,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,,,,
8607,ثانوية عمر بن الخطاب,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,الحرش - شارع المفتي حسن خالد مختمطة,,,
0707,ثانويو الثقافو االسبلميو,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,طريق الجديدة - شارع حسن خالد مختمطة 7 15,,,
4707,ماما نجاح,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,طريق الجديدة - السبيل - شارع خديجة الكبرى مختمطة,,,
5707,بيجة االطفال,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,الحرش - شارع القاضي مختمطة 2 3,,,
1807,الروضة الحديثة لبلمام زين العابدين,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,ارس النبع - يموت - شارع محمد الحوت مختمطة,,,
3807,ثانوية ابن رشد,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,ارس النبع - شارع قرنفل مختمطة,,,
2907,ليسيو المتحف,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,البارك - شارع الجيش مختمطة,,,
4907,مرغربت ماري لارىبات الفرنسيسكان,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,البارك - شارع المتحف مختمطة,03308310,خاص,
5907,ابتدائية بيت االطفال,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,الحرش - شارع االوازعي مختمطة 81 63,,,
7907,ثانوية خالد بن الوليد,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,الحرش - شارع االوازعي مختمطة,,,
0217,ليسيو عبدالقادر مؤسسة الحريري,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,زقاق الببلط - شارع البستاني مختمطة 72 45,,,
9408,لويزفكمان,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,البارك - شارع المستشفى العسكري مختمطة,,,
6218,ثانوية بيروت,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,ارس النبع - شارع عمر بن الخطاب مختمطة,,,
3458,مدرسة و روضة األطفال األلمانيتان الدوليتان,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,النجمة - المنارة - شارع بمس مختمطة,,,
1978,مدرسة قصر العمم والمعرفة,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,المزرعة - النويري - شارع األوازعي مختمطة,,,
7978,مدرسة بيروت الثانية,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,طريق الجديدة - شارع حسنين مختمطة 1 2,,,
8978,روضة دار االغاثة والتنمية,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,المزرعة - شارع المعري مختمطة,,,
9978,ثانوية االيمان النموذجية,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,طريق الجديدة - الكوال - شارع كميل شمعون مختمطة 4 02,,,
1088,عمي الحبلق لمتربية والتعميم,بيروت الثانية,خاص غير مجاني,خاص,مختلطة,المزرعة - الفاكياني - شارع ابو سيل مختمطة,,,
0407,المبنانية العامة االولى,بيروت الثالثة,خاص غير مجاني,خاص,مختلطة,الحمارء - كميمنصو - شارع خميل سركيس (الضناوي) مختمطة,08446310,خاص,
1017,انترناشونال كولدج,بيروت الثالثة,خاص غير مجاني,خاص,مختلطة,ارس بيروت - شارع بمس مختمطة,,,
5017,القديس منصور لارىبات المحبة,بيروت الثالثة,خاص غير مجاني,خاص,مختلطة,القنطاري - شارع كميمنصو مختمطة,,,
7017,المبنانية العامة,بيروت الثالثة,خاص غير مجاني,خاص,مختلطة,القنطاري - شارع جوستنيان مختمطة,08446310,خاص,
1117,الثانويو االنجيمية الوطنية,بيروت الثالثة,خاص غير مجاني,خاص,مختلطة,ارس بيروت - القنطاري - شارع تجاه وازرة االقتصاد مختمطة 2 22,,,
2117,ثانوية السيدة االرثوذكسية,بيروت الثالثة,خاص غير مجاني,خاص,مختلطة,ارس بيروت - الحمارء - شارع المكحول مختمطة,,,
4117,اليدى,بيروت الثالثة,خاص غير مجاني,خاص,مختلطة,الحمارء - شارع السادات مختمطة 1 3,00504630,خاص,
9117,الثانوية االنجيمية الفرنسية,بيروت الثالثة,خاص غير مجاني,خاص,مختلطة,قريطم - شارع مدام كوري مختمطة,,,
3217,ثانويةااليمان النموذجية,بيروت الثالثة,خاص غير مجاني,خاص,مختلطة,الظريف - شارع مدحت باشا مختمطة,,,
6217,الميسيو الفرنسية المبنانية - فردان,بيروت الثالثة,خاص غير مجاني,خاص,مختلطة,عين التينة - شارع فردان مختمطة,,,
2317,ثانوية االدفنتست االنجيمية,بيروت الثالثة,خاص غير مجاني,خاص,مختلطة,دار الفتوى - شارع مار الياس مختمطة,,,
3317,ازىر لبنان,بيروت الثالثة,خاص غير مجاني,خاص,مختلطة,دار الفتوى - شارع ابن الرشد مختمطة 1,98978710,خاص,
2028,ابي بكر الصديق,بيروت الثالثة,خاص غير مجاني,خاص,مختلطة,القنطاري - شارع القنطاري مختمطة,,,
6678,دان دو لي tiaL eD tneD,بيروت الثالثة,خاص غير مجاني,خاص,مختلطة,قريطم - شارع عبد الرازق حمادة مختمطة,16519710,خاص,
9317,السبلم المبنانية,ضواحي بيروت المباشرة الشمالية,خاص غير مجاني,خاص,مختلطة,الدورة - كمب طارد - شارع طارد مختمطة,,,
2417,الثانوية االرمنية االنجيمية,ضواحي بيروت المباشرة الشمالية,خاص غير مجاني,خاص,مختلطة,برج حمود - نور مرعش مختمطة,,,
6417,سيدة السبلم - الدوره,ضواحي بيروت المباشرة الشمالية,خاص غير مجاني,خاص,مختلطة,الدورة - البوشرية - شارع امانوس مختمطة,,,
2517,ثانوية الترقي السريانية,ضواحي بيروت المباشرة الشمالية,خاص غير مجاني,خاص,مختلطة,برج حمود - النبعة - شارع الغيبلن مختمطة 5,,,
3517,ثانوية مار تقبل الحديثة المختمطة,ضواحي بيروت المباشرة الشمالية,خاص غير مجاني,خاص,مختلطة,النبعة - النبعة ببلاز عاازر - شارع مارتقبل مختمطة,,,
4517,مؤسسة الشرق الثانوية,ضواحي بيروت المباشرة الشمالية,خاص غير مجاني,خاص,مختلطة,سن الفيل - الغازل - شارع الغازل مختمطة,,,
5517,ثانوية ارىبات الوردية,ضواحي بيروت المباشرة الشمالية,خاص غير مجاني,خاص,مختلطة,سن الفيل - النبعة - شارع مارضومط مختمطة,,,
0617,مدرسة الناصري االنجيمية,ضواحي بيروت المباشرة الشمالية,خاص غير مجاني,خاص,مختلطة,سن الفيل - الصالومي - شارع االنجيمية/عكر مختمطة,,,
6617,ثانوية سيدة المعونة الدائمة القديس مكسيموس,ضواحي بيروت المباشرة الشمالية,خاص غير مجاني,خاص,مختلطة,جسر الباشا - القمعة - شارع البطريرك عريضو مختمطة,,,
8168,مدرسة دار الطفل المبناني,ضواحي بيروت المباشرة الشمالية,خاص غير مجاني,خاص,مختلطة,,77913930,خاص,
3268,مدرسة روضة الريسا,ضواحي بيروت المباشرة الشمالية,خاص غير مجاني,خاص,مختلطة,,16188410,خاص,
4768,اي . بي .اي (i .p.e),ضواحي بيروت المباشرة الشمالية,خاص غير مجاني,خاص,مختلطة,سن الفيل - شارع فانرجيان مختمطة,,,
0578,المدرسة االرمنية المركزية,ضواحي بيروت المباشرة الشمالية,خاص غير مجاني,خاص,مختلطة,برج حمود - شارع ميرنا شالوحي مختمطة 1 9,,,
8617,ثانوية ارىبات سيدة المعونة الدائمة,ضواحي بيروت المباشرة الجنوبية,خاص غير مجاني,خاص,مختلطة,فرن الشباك - الجديد - شارع المعونة مختمطة,,,
3717,ثانوية التنشئة الوطنية-الطيونة,ضواحي بيروت المباشرة الجنوبية,خاص غير مجاني,خاص,مختلطة,فرن الشباك - معمل الريحة مختمطة,,,
5717,التربية الوطنية,ضواحي بيروت المباشرة الجنوبية,خاص غير مجاني,خاص,مختلطة,الشياح - غنوم - شارع غنوم مختمطة,,,
5817,االعدادية الحديثة,ضواحي بيروت المباشرة الجنوبية,خاص غير مجاني,خاص,مختلطة,الشياح - المصبغة مختمطة,,,
8817,الينبوع المتوسطو,ضواحي بيروت المباشرة الجنوبية,خاص غير مجاني,خاص,مختلطة,الشياح - ماضي - شارع ماضي مختمطة 1 1,10307517,خاص,فرنسية+فرنسية
1917,الوطن المقدس,ضواحي بيروت المباشرة الجنوبية,خاص غير مجاني,خاص,مختلطة,الشياح - ساحة البريد - شارع صيدا القديم مختمطة 6 3,,,
5917,طميعة الشعب,ضواحي بيروت المباشرة الجنوبية,خاص غير مجاني,خاص,مختلطة,الغبيري - الشياح - شارع العريس مختمطة,,,
9917,التقدم الثقافي - ابتدائي - روضة ق ظ,ضواحي بيروت المباشرة الجنوبية,خاص غير مجاني,خاص,مختلطة,الغبيري - الباشا - شارع صبار مختمطة,,,
3027,ثانوية التارث,ضواحي بيروت المباشرة الجنوبية,خاص غير مجاني,خاص,مختلطة,الشياح - الغبيري - شارع المطار الطريق العام مختمطة,,,
7027,مانور ىاوس ديكارت,ضواحي بيروت المباشرة الجنوبية,خاص غير مجاني,خاص,مختلطة,بئرحسن - شارع متخرجي المقاصد مختمطة,,,
