code_ecole,nom_ecole,nature,autorite,niveau,genre,region,gouvernorat,liwa,qada,adresse,type_zone,periode,directorate,code_directorate
171429,روضة الحسين التربوية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,ايدون - الحي:الجنوبي - الشارع:الرئيسي,مدينة,فترة واحدة,بني عبيد  ,2102
171430,روضة انوار السلسبيل النموذجية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الطيبة,الطيبة,الطيبة - الحي:الغربي - الشارع:فلسطين,مدينة,فترة واحدة,لوائي الطيبة والوسطية ,2107
171431,روضة اللاتين النموذجية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,الحصن - الحي:البلدية - الشارع:غرناطه,مدينة,فترة واحدة,بني عبيد  ,2102
171433,روضة جوهرة المنارة,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,ايدون - الحي:العيون - الشارع:الرئسي,مدينة,فترة واحدة,بني عبيد  ,2102
171434,روضة جمعية الحصن الخيرية الاسلامية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,الحصن - الحي:الجنوبي - الشارع:كتم,مدينة,فترة واحدة,بني عبيد  ,2102
171435,روضة فاطمة الزهراء,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,النعيمة - الحي:الشمالي - الشارع:الملك حسين,قرية,فترة واحدة,بني عبيد  ,2102
171438,مدرسة الصريح الاسلامية الاساسية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,الصريح - الحي:الشمالي - الشارع:الشارع الرئيسي,مدينة,فترة واحدة,بني عبيد  ,2102
171442,روضة معجزة الاسراء التربوية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,النعيمة - الحي:الشرقي - الشارع:صلاح الدين الايوبي,مدينة,فترة واحدة,بني عبيد  ,2102
171444,مدرسة الروم الكاثوليك,privée,التعليم الخاص,المرحلة الثانوية,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,الحصن - الحي:النزهة - الشارع:وصفي التل,مدينة,فترة واحدة,بني عبيد  ,2102
171445,مدرسة بطريركية الروم الارثوذكس الاساسية المختلطة,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,الحصن - الحي:الغربي - الشارع:البلدية,مدينة,فترة واحدة,بني عبيد  ,2102
171446,روضة بطريركية الروم الارثوذكس  - الحصن,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,الحصن - الحي:الغربي - الشارع:شارع البلدية,مدينة,فترة واحدة,بني عبيد  ,2102
171448,روضة براعم الامل,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء المزار الشمالي,المزار الشمالي,ارحابا - الحي:الجنوبي - الشارع:,مدينة,فترة واحدة,المزار الشمالي ,2109
171449,روضة ديريوسف التربوية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء المزار الشمالي,المزار الشمالي,دير يوسف - الحي:الجنوبي - الشارع:شارع الديوان,مدينة,فترة واحدة,المزار الشمالي ,2109
171452,مدرسة الزهراء الاسلامية الاساسية المختلطة,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,النعيمة - الحي:الشمالي - الشارع:الملك حسين,قرية,فترة واحدة,بني عبيد  ,2102
171453,روضة ابي عبيدة التربوية الاولى,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء المزار الشمالي,المزار الشمالي,المزار الشمالي - الحي:الدوير - الشارع:الرئيسي,مدينة,فترة واحدة,المزار الشمالي ,2109
171455,روضة مصعب بن عمير,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,ايدون - الحي:عالية - الشارع:عالية,مدينة,فترة واحدة,بني عبيد  ,2102
171456,روضة زهرة الياسمين,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,ايدون - الحي:ارباع الشومر - الشارع:العيادات الخارجية,مدينة,فترة واحدة,بني عبيد  ,2102
171457,روضة الكرمل التربوية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,مخيم الشهيد عزمي المفتي (الحصن) - الحي: بلوك 4_خلف مدرسة الذكور الابتدائية - الشارع:,مدينة,فترة واحدة,بني عبيد  ,2102
171458,مدرسة براعم الامل,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء المزار الشمالي,المزار الشمالي,ارحابا - الحي:الجنوبي - الشارع:عمر بن الخطاب,قرية,فترة واحدة,المزار الشمالي ,2109
171459,دير يوسف التربوية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء المزار الشمالي,المزار الشمالي,دير يوسف - الحي:الجنوبي - الشارع:شارع الديوان,قرية,فترة واحدة,المزار الشمالي ,2109
171460,مدرسة مصعب بن عمير س / مخ,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,ايدون - الحي:عالية - الشارع:عالية,مدينة,فترة واحدة,بني عبيد  ,2102
171464,روضة ابي عبيدة التربوية الثانية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء المزار الشمالي,المزار الشمالي,جحفية - الحي:الشرقي - الشارع:الرئسي,قرية,فترة واحدة,المزار الشمالي ,2109
171465,ابي عبيدة الاساسية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء المزار الشمالي,المزار الشمالي,جحفية - الحي:الشرقي - الشارع:الرئيسي,قرية,فترة واحدة,المزار الشمالي ,2109
171468,روضة التوفيق الاسلامية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,النعيمة - الحي:الغربي - الشارع:,مدينة,فترة واحدة,بني عبيد  ,2102
171469,انوار  السلسبيل النموذجية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الطيبة,الطيبة,الطيبة - الحي:الفواني - الشارع:فلسطين,مدينة,فترة واحدة,لوائي الطيبة والوسطية ,2107
171471,روضة شعاع الامل النموذجية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,الصريح - الحي:الكاسوح - الشارع:المورد,مدينة,فترة واحدة,بني عبيد  ,2102
171472,مدرسة شعاع الامل النموذجية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,الصريح - الحي:الكاسوح - الشارع:المورد,مدينة,فترة واحدة,بني عبيد  ,2102
171479,روضة ضيوف الرحمن,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,الحصن - الحي:راكسه ام الهوى - الشارع:شارع سلطي باشا,مدينة,فترة واحدة,بني عبيد  ,2102
171480,روضة العروة الوثقى الاسلامية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الطيبة,الطيبة,صما - الحي:الشرقي - الشارع:الشارع الرئيسي,مدينة,فترة واحدة,لوائي الطيبة والوسطية ,2107
171481,روضة جيل الذكر الاسلامية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء بني عبيد, بني عبيد,مخيم الشهيد عزمي المفتي (الحصن) - الحي:بلوك2 - الشارع:شارع مركز الامن,مدينة,فترة واحدة,بني عبيد  ,2102
171487,روضة ام البنين التربوية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الكورة,الكورة,دير ابي سعيد - الحي:الغربي - الشارع:,مدينة,فترة واحدة,الكورة,2103
171489,روضة براعم ال البيت التربوية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الكورة,الكورة,كفر راكب - الحي:الغربي - الشارع:الرئيسي,قرية,فترة واحدة,الكورة,2103
171490,روضة الرؤى الاسلامية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الكورة,الكورة,جنين الصفا - الحي: - الشارع:,قرية,فترة واحدة,الكورة,2103
171492,مدرسة دار البيان التربوية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الكورة,الكورة,سموع - الحي:الشرقي - الشارع:الكتف,قرية,فترة واحدة,الكورة,2103
171494,مدرسة زينب ام المومنين التربوية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الكورة,الكورة,دير ابي سعيد - الحي:وسط البلد - الشارع:,قرية,فترة واحدة,الكورة,2103
171498,روضة الكورة,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الكورة,الكورة,كفر راكب - الحي:الشرقي - الشارع:الرئيسي,مدينة,فترة واحدة,الكورة,2103
171500,روضة ديلاس النموذجية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الكورة,الكورة,جديتا - شارع الشهيد معاذ الكساسبة,مدينة,فترة واحدة,الكورة,2103
171501,روضة دار الوئام  النموذجية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الكورة,الكورة,سموع - الحي:الغربي - الشارع:الرئيسي,مدينة,فترة واحدة,الكورة,2103
171503,روضة جوهرة الاسلام النموذجية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الكورة,الكورة,سموع - الحي: - الشارع:,مدينة,فترة واحدة,الكورة,2103
171505,روضة انوار القدس,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الكورة,الكورة,تبنه - الحي:الشرقي - الشارع:الرئيسي,مدينة,فترة واحدة,الكورة,2103
171507,روضة انوار الزهور النموذجية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الكورة,الكورة,كفر عوان - الحي:الجدوع - الشارع:,مدينة,فترة واحدة,الكورة,2103
171508,مدرسة الرؤى الاسلامية الخاصة,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الكورة,الكورة,جنين الصفا - الحي:الشرقي - الشارع:الرئيسي,قرية,فترة واحدة,الكورة,2103
171509,مدرسة الكورة النموذجية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الكورة,الكورة,كفر راكب - الحي:الشرقي - الشارع:الرئيسي,قرية,فترة واحدة,الكورة,2103
171512,روضة انوار الحلا التربوية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء بني كنانة,بني كنانة,سمر - الحي:الذنبه - الشارع:الرئيسي,قرية,فترة واحدة,بني كنانة,2104
171514,روضة المنارة النموذجية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء بني كنانة,بني كنانة,ابدر - الحي:المناره - الشارع:الرئيسي,قرية,فترة واحدة,بني كنانة,2104
171515,روضة ابو عبيدة الاسلامية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الاغوار الشمالية,الاغوار الشمالية,كريمه - الحي:الاسكان - الشارع:المدارس,مدينة,فترة واحدة,الاغوار الشمالية,2105
171516,مدرسة ابو  عبيدة الاسلامية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الاغوار الشمالية,الاغوار الشمالية,كريمه - الحي:الاسكان - الشارع:المدارس,مدينة,فترة واحدة,الاغوار الشمالية,2105
171519,روضة  باب الريان الاسلامية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الاغوار الشمالية,الاغوار الشمالية,وادي الريان - الحي:التركمان - الشارع:الرئيسي,مدينة,فترة واحدة,الاغوار الشمالية,2105
171521,مدرسة  باب الريان الاسلامية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الاغوار الشمالية,الاغوار الشمالية,وادي الريان - الحي:التركمان - الشارع:الرئيسي,قرية,فترة واحدة,الاغوار الشمالية,2105
171523,روضة سبأ التربوية النموذجية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الاغوار الشمالية,الاغوار الشمالية,الشونة الشمالية - الحي:الشونة الشمالية - الشارع:الرئيسي,مدينة,فترة واحدة,الاغوار الشمالية,2105
171524,روضة المشارع النموذجية,privée,التعليم الخاص,,مختلطة ,الشمال  ,اربد,لواء الاغوار الشمالية,الاغوار الشمالية,المشارع - الحي:المشارع - الشارع:الرئيسي,مدينة,فترة واحدة,الاغوار الشمالية,2105
171526,روضة احباب الرحمن التربوية النموذجية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الاغوار الشمالية,الاغوار الشمالية,وقاص - الحي:الشمالي - الشارع:الرئيسي,قرية,فترة واحدة,الاغوار الشمالية,2105
171528,مدرسة  احباب الرحمن التربوية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الاغوار الشمالية,الاغوار الشمالية,وقاص - الحي:وقاص - الشارع:الرئيسي,قرية,فترة واحدة,الاغوار الشمالية,2105
171529,مدرسة المشارع النموذجية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الاغوار الشمالية,الاغوار الشمالية,المشارع - الحي:المشارع - الشارع:الرئيسي,مدينة,فترة واحدة,الاغوار الشمالية,2105
171530,روضة قباء الاسلامية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الاغوار الشمالية,الاغوار الشمالية,المرزة - الحي:المرزة - الشارع:الرئيسي,قرية,فترة واحدة,الاغوار الشمالية,2105
171531,روضة السبيل النموذجية الاسلامية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الاغوار الشمالية,الاغوار الشمالية,المنشية - الحي:المنشية - الشارع:الرئيسي,قرية,فترة واحدة,الاغوار الشمالية,2105
171532,مدرسة روضة فاطمة الزهراء التربوية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الاغوار الشمالية,الاغوار الشمالية,الاغوار الشمالية - كريمة ,مدينة,فترة واحدة,الاغوار الشمالية,2105
171533,مدرسة مفتاح العلم الاسلامية ,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الاغوار الشمالية,الاغوار الشمالية,الشونة - المنشية - حي ابو ايوب ,مدينة,فترة واحدة,الاغوار الشمالية,2105
171535,روضة اطفال الرمثا النموذجية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:الحي الشرقي - الشارع:الجوازات القديمة,مدينة,فترة واحدة,الرمثا,2106
171536,مدرسة جمعيه المركز الاسلامي الخيريه,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:الحي الشرقي - الشارع:الأميرة رحمة,مدينة,فترة واحدة,الرمثا,2106
171537,مدرسة اليرموك النموذجية ,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:الحي الجنوبي - الجلمة - الشارع:عائشة,مدينة,فترة واحدة,الرمثا,2106
171538,روضة الرحمن,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:الحي الغربي - الشارع:,مدينة,فترة واحدة,الرمثا,2106
171540,مدرسة  الندوة النموذجية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:الحي الجنوبي - الشارع:ملك طلال,مدينة,فترة واحدة,الرمثا,2106
171541,روضة الامة النموذجيه,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:الحي الغربي - الشارع:ابو البصل,مدينة,فترة واحدة,الرمثا,2106
171543,روضة اطفال الفرح التربوية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:الحي الشرقي - الشارع:خط الشام,مدينة,فترة واحدة,الرمثا,2106
171544,مدرسة  الشافعي النموذجية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:الحي الغربي -غرب مسجد الزبير ابن العوام,مدينة,فترة واحدة,الرمثا,2106
171546,مدرسة الرحمن النموذجية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:الحي  الغربي - الشارع:شارع فواز باشا بركات,مدينة,فترة واحدة,الرمثا,2106
171548,مدرسة الامة النموذجيه,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:الحي الغربي - الشارع:ابو البصل,مدينة,فترة واحدة,الرمثا,2106
171549,روضة اليرموك النموذجية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:الحي الجنوبي - الشارع:,مدينة,فترة واحدة,الرمثا,2106
171553,مدرسة  البراءة النموذجية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,البويضة - الحي:الحي الغربي - الشارع:بريقا,مدينة,فترة واحدة,الرمثا,2106
171554,روضة الاحسان النموذجية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي الشرقي شارع عمر بن الخطاب,مدينة,فترة واحدة,الرمثا,2106
171556,مدرسة الطره النموذجية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الطرة - الحي:الحي الجنوبي - الشارع:الجامع,مدينة,فترة واحدة,الرمثا,2106
171557,روضة اكاديمية الصديق الوفي,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:الحي الشرقي - الشارع:شارع اكاديمية الصديق,مدينة,فترة واحدة,الرمثا,2106
171559,روضة الطرة النموذجية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الطرة - الحي:الحي الشمالي - الشارع:مدرسة جعفر الطيار,قرية,فترة واحدة,الرمثا,2106
171561,مدرسة الاحسان النموذجية التربوية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا الحي الشرقي شارع عمر بن الخطاب,مدينة,فترة واحدة,الرمثا,2106
171562,مدرسة اطفال الرمثا النموذجية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:الحي الشرقي - الشارع:الجوازات القديمة,مدينة,فترة واحدة,الرمثا,2106
171563,مدرسة الزيتونة النموذجية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:الحي الشمالي - الشارع:احمد المفلح-ابو عاكف,مدينة,فترة واحدة,الرمثا,2106
171565,مدرسة اطفال الفرح التربوية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:الحي الشرقي - الشارع:خط الشام,مدينة,فترة واحدة,الرمثا,2106
171567,مدرسة رواد العلم الاساسية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:الحي الشرقي - الشارع:طريق الجمرك,مدينة,فترة واحدة,الرمثا,2106
171569,مدرسة اطفال العروبة النموذجية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,اربد,لواء الرمثا,الرمثا,الرمثا - الحي:الحي الغربي - طريق المسرة,مدينة,فترة واحدة,الرمثا,2106
171571,روضة اطفال مخيم سوف,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,مخيم سوف - الحي:حي المدارس - الشارع:شارع النادي,مدينة,فترة واحدة,جرش,2301
171574,روضة اطفال مخيم جرش,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,مخيم غزة - الحي:قرب مدارس الوكالة - الشارع:شارع مدارس الوكالة,مدينة,فترة واحدة,جرش,2301
171575,مدرسة الهدى المستقيمة الاساسية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,جرش - الحي:الجبل الاخضر - الشارع:,مدينة,فترة واحدة,جرش,2301
171577,مدرسة  حواء و آدم الاساسية للبنين,privée,التعليم الخاص,المرحلة الأساسية,ذكور ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,جرش - الحي:باب عمان - الشارع:ظهر السرو,مدينة,فترة واحدة,جرش,2301
171578,روضة زيد ابن الارقم,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,المصطبة - مدخل المصطبة,مدينة,فترة واحدة,جرش,2301
171579,مدرسة اكاديمية البراعم الاسلامية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش, ساكب / قرب البلدية,قرية,فترة واحدة,جرش,2301
171580,روضة حراء النموذجيه,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,جرش - الحي:الملك عبدالله الثاني - الشارع:خالد بن الوليد,مدينة,فترة واحدة,جرش,2301
171581,روضة بلال بن رباح,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,قفقفا - الحي:الحي الغربي - الشارع:شارع المدرسه الاساسيه,قرية,فترة واحدة,جرش,2301
171582,مدرسة جرش الأهلية الثانوية ,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,جرش - الحي:الغربي من جرش - الشارع:طريق جرش عجلون,مدينة,فترة واحدة,جرش,2301
171584,مدرسة حراء النموذجية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,جرش - الحي:الملك عبد الله الثاني - الشارع:خالد بن الوليد,مدينة,فترة واحدة,جرش,2301
171588,روضة اطفال  شمعة النور النموذجية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,بليلا - الحي:الشمالي - الشارع:الخنساء,قرية,فترة واحدة,جرش,2301
171589,مدرسة الحروف الذهبية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,جرش,لواء قصبة جرش, قصبة جرش,الكتة - الحي:المحافير - الشارع:ابوبكرالصديق,قرية,فترة واحدة,جرش,2301
171591,بطريركية لاتين عجلون الأساسية المختلطة,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,عجلون,لواء قصبة عجلون, قصبة عجلون,عجلون - الحي:العويسات - الشارع:دير اللاتين,مدينة,فترة واحدة,عجلون,2401
171592,مدرسة عجلون المعمدانية,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,عجلون,لواء قصبة عجلون, قصبة عجلون,عجلون - الحي:ابو الغزلان - الشارع:شارع عمان,مدينة,فترة واحدة,عجلون,2401
171593,سيدة الجبل الأساسية المختلطة,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,عجلون,لواء قصبة عجلون, قصبة عجلون,عنجرة - الحي:الكنائس - الشارع:,مدينة,فترة واحدة,عجلون,2401
171594,بطريركية لاتين /الوهادنة الأساسية المختلطة,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,عجلون,لواء قصبة عجلون, قصبة عجلون,الوهادنة - الحي:الجنوبي - الشارع:,مدينة,فترة واحدة,عجلون,2401
171595,بطريركية الروم الارثوذوكس /عنجرة الأساسية المختلطة,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,عجلون,لواء قصبة عجلون, قصبة عجلون,عنجرة - الحي:الكنائس - الشارع:الكنائس,مدينة,فترة واحدة,عجلون,2401
171599,روضة البراعم الإسلامية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,عجلون,لواء كفرنجة, كفرنجة,كفرنجة - الحي:الجنوبي - الشارع:الملك طلال,مدينة,فترة واحدة,عجلون,2401
171601,روضة بطريركية الروم الارثوذكس الوهادنة,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,عجلون,لواء قصبة عجلون, قصبة عجلون,الوهادنة - الحي:دير الروم - الشارع:الفرعي,قرية,فترة واحدة,عجلون,2401
171602,بطريركية الروم الارثوذوكس /الوهادنه,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,عجلون,لواء قصبة عجلون, قصبة عجلون,الوهادنة - الحي:دير الروم - الشارع:الفرعي,قرية,فترة واحدة,عجلون,2401
171603,روضة بطريركية لاتين الوهادنة,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,عجلون,لواء قصبة عجلون, قصبة عجلون,الوهادنة - الحي:الجنوبي - الشارع:,مدينة,فترة واحدة,عجلون,2401
171604,روضة سيدة الجبل,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,عجلون,لواء قصبة عجلون, قصبة عجلون,عنجرة - الحي:الكنائس - الشارع:,مدينة,فترة واحدة,عجلون,2401
171605,روضة الأطفال المعمدانية,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,عجلون,لواء قصبة عجلون, قصبة عجلون,عجلون - الحي:ابو الغزلان - الشارع:شارع عمان,مدينة,فترة واحدة,عجلون,2401
171611,المدرسة الأسلامية الأساسية المختلطة -صخرة,privée,التعليم الخاص,المرحلة الأساسية,مختلطة ,الشمال  ,عجلون,لواء قصبة عجلون,قضاء صخرة,صخره - الحي:وسط البلد - الشارع:على بن ابي طالب,مدينة,فترة واحدة,عجلون,2401
171612,روضة عبين الاسلامية الحديثة,privée,التعليم الخاص,مرحلة رياض الاطفال,مختلطة ,الشمال  ,عجلون,لواء قصبة عجلون,قضاء صخرة,عبين - الحي:الغربي - الشارع:اربد-عجلون,مدينة,فترة واحدة,عجلون,2401
