id,الاسم,الاسم_بالانجليزي,نوع_الملكية,المرحلة_الدراسية,نوع_المنشأة,المحافظة,القضاء,الناحية,adm4,المدينة,العنوان,خط_الطول,خط_العرض,adm0_pcode,adm1_pcode,adm2_pcode,adm3_pcode,adm4_pcode,المصدر
node/6018228789,متوسطة الجمهورية للبنين,Al-Jomhouria Intermediate School,غير محددة,متوسطة,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0865984,36.3279984,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/7228629886,مدرسة الحامدين الابتدائية و مدرسة الأفلاذ للبنات,Al- Hamedeen Elementary School for boys and Al Aflaz for girls,غير محددة,ابتدائية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0858041,36.3289291,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12946775454,معهد اشور التعليمي,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0869569,36.3331232,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5587531522,اعدادية ميسلون للبنات,Al Maysaloun Preparatory School for Girls,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0882926,36.3417734,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12946775461,روضة الغصون للاطفال,,غير محددة,روضة أطفال,روضة أطفال,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0884309,36.3388508,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/10548483611,سفيان الثوري للبنات,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.089407,36.3391519,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12946775464,مدرسة حمزة سيد الشهداء للبنات,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0953038,36.3412085,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6174631396,مدرسة الانتصار,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0928738,36.337464,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6437570393,الانتصار,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0923447,36.3373845,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4749069321,نعيم ابن المسعود,Naeem Ebn Masoud School,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1057058,36.3358087,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5853675586,أعدادية الجزيرة الصناعية,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1025569,36.3376281,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/11773624169,إعدادية الإنتصار المهنية للبنات,,غير محددة,إعدادية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1046475,36.3380707,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4749010122,اعدادية الانتصار الصناعية,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1045775,36.3384171,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4749062421,متوسطة البحرين للبنين,,غير محددة,متوسطة,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1043235,36.3390771,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5853675485,مدرسة الفاروق,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0989942,36.3381412,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6407661825,متوسطة أم سلمة للبنات,,غير محددة,متوسطة,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0968225,36.3396766,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6407661826,مدرسة حمزة بن عبد المطلب للبنين,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0972731,36.3404334,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5382949722,فلسطين,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1008892,36.3461333,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6009230685,ابي فراس الحمداني,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1028301,36.3427067,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5382936523,بابي فيراس,abe firas al hamdany school,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1028546,36.3427065,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/10618410609,روضة وحضانة سدرة الأهلية,,خاصة,روضة أطفال,روضة أطفال,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1034101,36.3431834,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5878687788,مدرسة الكواكب,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1039272,36.3425881,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5853675587,مدرسة الكواكب للبنات,El- Kawakeb For Girls,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1039172,36.3427704,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6245326700,الامام احمد بن حنبل للبنين,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1065776,36.3450885,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6245326999,روضه الامجاد وروضه الورود,,غير محددة,روضة أطفال,روضة أطفال,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1053781,36.3457851,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5878716586,مدرسة النصر,Al-Nasr Intermidiate School,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1044309,36.3457591,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5878716587,اعدادية النصر,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.104429,36.3457471,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4717394693,مدرسة سيناء الابتدائية,,غير محددة,ابتدائية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1021574,36.3481802,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6245326701,ثانوية الثورة للبنات,,غير محددة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0997397,36.347543,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6245327588,متوسطة الفاروق للبنين,,غير محددة,متوسطة,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0971816,36.3501382,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6245326702,ابتدائية الحارث للبنات,,غير محددة,ابتدائية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0965966,36.3499734,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6245326703,ابتدائية الامام البخاري للبنين,,غير محددة,ابتدائية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0960472,36.3488919,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/8008418787,مدرسة خولة بنت الازور,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0910903,36.3497951,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12946775463,روضة وحضانة البلابل الاهلية,,غير محددة,روضة أطفال,روضة أطفال,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0827705,36.3421634,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12946775458,مدرسة نبو خذ نصر,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.085529,36.3368756,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/8479148519,دورة قاسم الخياط,Nursery buds,غير محددة,روضة أطفال,روضة أطفال,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0765112,36.3387971,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5658772632,العدنانية,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0800032,36.3387818,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12949357610,مدرسة النهروان.,NAHRAWAN School,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0716445,36.3353632,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6245327592,ثانوية ام ايمن الانصاري +مدرسة الرسل,,غير محددة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0670506,36.3358536,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6245327001,مدرسة الابطال الاولى + الثانية,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0648724,36.3372528,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6174640586,مدرسه الخضراء الثانية,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.081686,36.3515356,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6245327589,مدرسة ميمونه الأولى والثانية,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0809458,36.351686,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6245326704,ثانوية دار العلوم للبنات,,غير محددة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0815089,36.3520575,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6064400906,مدرسة الخضراء الاولى,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0821412,36.3522084,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6245327590,مدرسة الالوسي الاولى والثانية,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0845758,36.3527037,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6245327000,مدرسه دار العلوم للبنين,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0852029,36.3531575,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/10279617103,مدرسة الكويت ( كرفانية ),,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0839638,36.3563942,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12945252887,متوسطة الاثير الاهلية للبنين,,غير محددة,متوسطة,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0843042,36.3674686,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4936970626,الولاء,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0803984,36.3680495,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
way/502706526,,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,"[[43.06582, 36.3612003], [43.0658247, 36.3612436], [43.0658807, 36.3615595], [43.06589, 36.3616027], [43.0659087, 36.3616892], [43.0652526, 36.3617268], [43.0651195, 36.3609333], [43.0657686, 36.3608882], [43.06582, 36.3612003]]",,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4940126122,التابعين,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0733909,36.373463,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4940100922,ثانوية سودة بنت زمعة,,غير محددة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0731701,36.3751186,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4932035421,,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0800615,36.3783309,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4933194821,,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0793644,36.3795098,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12280126301,متوسطة زيد بن الخطاب,Zaid Abn Khatab School,غير محددة,متوسطة,مدرسة,Ninewa,Tilkaef,Markaz Tilkaef,,,,43.0759686,36.3819155,IRQ,IQG15,IQG15Q09,IQG15Q09N01,,
node/4909661822,الصحابة,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0816574,36.373711,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4973192140,الفردوس الاهلية-ابتدائية,,غير محددة,ابتدائية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1066035,36.3601057,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/8319584717,ثانوية دار الشرقية الاهلية,,غير محددة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0981258,36.3614915,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/11199186137,متوسطة الشهاب للبنين,,غير محددة,متوسطة,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0867734,36.3667257,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/8327929028,بركة الرحمن الابتدائية,,غير محددة,ابتدائية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0863363,36.364784,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6833320873,ثانوية الخنساء,al-khansa’ secondary school,غير محددة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0864216,36.3640287,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5252392621,متوسطة عقيلة بني هاشم,,غير محددة,متوسطة,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.093772,36.361931,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5913801386,مدرسة ملتقى الابداع الاهلية,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0956722,36.360975,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/7296752788,مدرسة نور الهدى الإبتدائية الأهلية المختلطة,,خاصة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0946875,36.3581309,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/7707064285,ثانوية نور الهدى الأهلية للبنات,,خاصة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0939887,36.3569688,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6285933386,مدرسة دار الشرقية اللبتدائية,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0918723,36.3566278,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5252393421,اعدادية خالد بن الوليد بنين,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.093158,36.3593078,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5236411621,,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0859745,36.3527284,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6245326891,مدرسه سهل بن سعد و الفارس العربي,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0858259,36.3525204,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12949458292,روضة وحضانة لؤلؤة قطوف,,غير محددة,روضة أطفال,روضة أطفال,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1001712,36.3549095,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5521967821,متوسطة ابو بكر الصديق,,غير محددة,متوسطة,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0973029,36.3582186,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5521965822,مدرسة النهضة الابتدائية المختلطة,,غير محددة,ابتدائية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.0979678,36.3580791,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5252392721,ثانوية المتميزات الثانية,,غير محددة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1025303,36.3559591,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5252392623,متوسطة خولة بنت الازور,,غير محددة,متوسطة,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1039428,36.3562473,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5252392622,اعدادية بن الأثير بنات,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1031783,36.3563394,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/7825665585,,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1077752,36.3511918,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12949259765,متوسطة الشيماء للبنات,Al Shaimaa intermediate school for Girls,غير محددة,متوسطة,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.114937,36.3542599,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/10296711112,اعدادية اليقظة للبنات,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1167122,36.3516463,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4717465789,اعدادية اليقظة للبنات,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1169986,36.3510935,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4313553894,الجسر الخامس,,غير محددة,روضة أطفال,روضة أطفال,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1276506,36.355651,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/8808554141,اعدادية نينوى الزراعية,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1257418,36.3648512,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6569660842,ثانوية تطوان للبنات,,غير محددة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1379688,36.3683795,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
way/608256403,اعدادية الأندلس للبنات,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,Mosul,,"[[43.1389252, 36.3691992], [43.13869, 36.3685005], [43.1377128, 36.3689163], [43.1389252, 36.3691992]]",,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5437852624,مدرسة النبراس الاهلية,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.138363,36.3715179,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12923321088,مدرسة قبة الصخرة - للبنين/للبنات,Dome of the Rock School,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1336585,36.3735903,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5106555721,روضة الاجيال,,غير محددة,روضة أطفال,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1333441,36.3746325,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5278640122,ثانوية عامر عبدالله التطبيقية للبنين,Amer Abdullah secondary school for Boys,غير محددة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.135635,36.3750822,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
way/535194443,,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,"[[43.1343537, 36.3765059], [43.1345281, 36.3760329], [43.1341445, 36.3759552], [43.1340372, 36.3762986], [43.1341043, 36.3763158], [43.1340936, 36.3763914], [43.1341713, 36.3763957], [43.1341579, 36.3764778], [43.1343537, 36.3765059]]",,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4788558621,الموهوبين,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1342296,36.3764252,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12920707845,مدرسة الموهوبين - نينوى,The Gifted Students' School,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1339843,36.3768505,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12920707830,ثانوية الاميرات الاهلية للبنات,,غير محددة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1317025,36.3815075,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4818122922,إعدادية عبد الرحمن الغافقي,,غير محددة,إعدادية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1354257,36.3800023,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/7510505385,مدرسة الجامعة للبنين,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1345837,36.3791036,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4955257623,,Engineering College of Electronics,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1399553,36.381987,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4526610789,كلية الاداب,College of Arts,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1451911,36.3802168,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4768366522,اعدادية الصناعة,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1469392,36.374644,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/6862475285,ابو ذر الغفاري للبنات,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.139097,36.37534,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5967511586,اعدادية الحدباء التجارية المهنية للبنات,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1437486,36.3724774,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
way/608523610,ثانوية ارض الرافدين للبنين,,غير محددة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,"[[43.1406758, 36.3720229], [43.1408389, 36.3720602], [43.1409306, 36.3718], [43.1407675, 36.3717628], [43.1406758, 36.3720229]]",,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
way/608523609,مدرسة دار المعرفة الابتدائية,,غير محددة,ابتدائية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,"[[43.1392751, 36.3702059], [43.139005, 36.3701408], [43.1390663, 36.3699759], [43.1392053, 36.3700094], [43.1392751, 36.3702059]]",,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/10776515414,أعدادية الاندلس للبنات,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1385707,36.3688631,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12923321076,Al Ferdaus bilingual secondary school for girls,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1448698,36.3708322,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5437852625,مدرسة المهندسين الاهلية,Almohandiseen Private school,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1438057,36.362905,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12949259758,مدرسة ومعهد ارض الرافدين الاهليتين,,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1405045,36.3657558,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/8042580386,ثانوية المتفوقات,Al-Motafawikat High school,غير محددة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1401959,36.3645132,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12949259757,ثانوية دار المعرفة الاهلية للبنات,,غير محددة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1412258,36.3654732,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5767440961,روضة ملائكة الرحمن,,غير محددة,روضة أطفال,روضة أطفال,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1410763,36.3665278,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12949259759,ثانوية الرافدين الأهلية للبنين,Al Rafidain Private Secondary School for Boys,خاصة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1406218,36.366221,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12923321073,مدرسة الغفران الابتدائية للبنين,AL-QOFRAN primary school,غير محددة,ابتدائية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1380154,36.3680752,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
way/608254573,مدرسة الغفران الابتدائية,,غير محددة,ابتدائية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,"[[43.1374124, 36.3684411], [43.1385041, 36.3681603], [43.138547, 36.3680977], [43.1384022, 36.3676679], [43.1378342, 36.3675025], [43.1374124, 36.3684411]]",,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12949259762,ثانوية العراق الاهلية للبنين,,غير محددة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1378158,36.3659157,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5334492321,ثانوية دار العلوم بنات,,غير محددة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.145712,36.3573744,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5334492322,ثانوية دار العلوم بنين,,غير محددة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1463331,36.3577407,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12947416012,ثانوية الباشا للبنات,,غير محددة,ثانوية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1474272,36.356839,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12947416013,مدرسة التالق الابتدائية الاهلية,,غير محددة,ابتدائية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1482142,36.3547283,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/4505909161,مدرسة الخمائل الابتدائية,Al Khama'el Elementary School,غير محددة,ابتدائية,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1451497,36.3533852,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/5587531521,روضة الشموع للاطفال,,غير محددة,روضة أطفال,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1483605,36.3524452,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
node/12923321078,مدرسة الفتوة للبنين,Al-Futwa Primary School for Boys,غير محددة,غير محدد,مدرسة,Ninewa,Al-Mosul,Al-Muhamadath,,,,43.1434287,36.3453338,IRQ,IQG15,IQG15Q05,IQG15Q05N04,,
