id,الاسم_بالعربية,الاسم_بالانجليزية,نوع_الملكية,المرحلة_الدراسية,نوع_المنشأة,المحافظة_AR,المنطقة_AR,الناحية_AR,المحافظة_EN,المنطقة_EN,الناحية_EN,adm0_pcode,adm1_pcode,adm2_pcode,adm3_pcode,adm4_pcode,المدينة,العنوان,خط_الطول,خط_العرض,المصدر
node/10017664589,مدرسة محمود جلال,مدرسة محمود جلال,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة محمود جلال, شارع السلام, حي فيلات شرقية, بلدية المزة, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.241422,33.491387,
node/5673674926,مدرسة معاذ بن جبل,مدرسة معاذ بن جبل,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة معاذ بن جبل, شارع فايز منصور, حي فيلات شرقية, بلدية المزة, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.240165,33.491338,
way/1115586831,مدرسة معاذ بن جبل,مدرسة معاذ بن جبل,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة معاذ بن جبل, شارع فايز منصور, حي فيلات شرقية, بلدية المزة, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.240397,33.491351,
node/10015777556,ثانوية عين جالوت,ثانوية عين جالوت,غير محددة,ثانوية,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"ثانوية عين جالوت, شارع طرابلس الغرب, حي فيلات شرقية, بلدية المزة, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.246425,33.491555,
way/204243907,ثانوية عين جالوت,ثانوية عين جالوت,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"ثانوية عين جالوت, شارع طرابلس الغرب, حي فيلات شرقية, بلدية المزة, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.246381,33.491596,
node/10017757208,معهد الرياضة للبنات,معهد الرياضة للبنات,غير محددة,روضة أطفال,روضة أطفال,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"معهد الرياضة للبنات, شارع طرابلس الغرب, حي فيلات شرقية, بلدية المزة, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.246608,33.491665,
node/10017763131,مدرسة يائل علي الكنج,مدرسة يائل علي الكنج,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة يائل علي الكنج, شارع الفارابي, حي فيلات شرقية, بلدية المزة, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.246543,33.493494,
node/10017788547,ثانويةعدنان مردم الصناعية للتعليم المزدوج,ثانويةعدنان مردم الصناعية للتعليم المزدوج,غير محددة,ثانوية,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"ثانويةعدنان مردم الصناعية للتعليم المزدوج, شارع الفارابي, حي فيلات شرقية, بلدية المزة, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.249559,33.493924,
node/10033213524,مدرسة ناصر كنعان,مدرسة ناصر كنعان,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة ناصر كنعان, أتستراد بيروت, حي اللوان, بلدية كفر سوسة, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.256505,33.485992,
node/10033184698,جامع زيد بن الدثنة,جامع زيد بن الدثنة,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"جامع زيد بن الدثنة, أتستراد بيروت, حي اللوان, بلدية كفر سوسة, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.254279,33.485983,
node/12964113901,مدرسة الحكمة,Al Hikma School,غير محددة,غير محدد,مدرسة,ريف دمشق,Darayya,Markaz Darayya,Rural Damascus,Darayya,Markaz Darayya,SYR,SY03,SY0309,SY030900,,داريا,"مدرسة الحكمة, شارع المعضمية, داريا, ناحية مركز داريا, منطقة داريا, محافظة ريف دمشق, سوريا",36.234534,33.466378,
way/204137682,,,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"اتوستراد دمشق درعا, حي الدحاديل, بلدية القدم, ناحية مركز داريا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.283283,33.479563,
node/10026537484,مدرسة أبي حنيفة النعمان,مدرسة أبي حنيفة النعمان,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة أبي حنيفة النعمان, اتوستراد دمشق درعا, حي السيدة عائشة, بلدية القدم, ناحية مركز داريا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.286768,33.48355,
way/204144620,,,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"5, حي القدم, بلدية القدم, ناحية ببيلا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.286805,33.474844,
node/10026571551,مدرسة ست العرب,مدرسة ست العرب,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة ست العرب, 5, حي جورة الشريباتي, بلدية القدم, ناحية ببيلا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.289916,33.471097,
node/10026503009,مدرسة قطر الندى,مدرسة قطر الندى,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة قطر الندى, 5, حي القدم, بلدية القدم, ناحية ببيلا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.286648,33.471997,
way/204137680,مدرسة قطر الندى,مدرسة قطر الندى,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة قطر الندى, 5, حي القدم, بلدية القدم, ناحية ببيلا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.286651,33.472203,
node/10026526231,معروف الأرناؤوط,معروف الأرناؤوط,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"معروف الأرناؤوط, 5, حي القدم, بلدية القدم, ناحية ببيلا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.286841,33.472344,
way/204137666,ثانوية ديب الرفاعي,ثانوية ديب الرفاعي,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"ثانوية ديب الرفاعي, 5, حي القدم, بلدية القدم, ناحية ببيلا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.28359,33.472209,
node/10026523783,ثانوية ديب الرفاعي,ثانوية ديب الرفاعي,غير محددة,ثانوية,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"ثانوية ديب الرفاعي, 5, حي القدم, بلدية القدم, ناحية ببيلا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.283584,33.472294,
node/10026537435,مدرسة مجاهد العامري الدمشقي,مدرسة مجاهد العامري الدمشقي,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة مجاهد العامري الدمشقي, 5, حي القدم, بلدية القدم, ناحية ببيلا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.283318,33.472115,
node/10026546223,مدرسة زهرة المدائن,مدرسة زهرة المدائن,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة زهرة المدائن, اتوستراد دمشق درعا, حي القدم, بلدية القدم, ناحية مركز داريا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.281993,33.473254,
node/10026530773,مدرسة رشيد الخطيب,مدرسة رشيد الخطيب,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة رشيد الخطيب, اتوستراد دمشق درعا, حي القدم, بلدية القدم, ناحية مركز داريا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.281671,33.473671,
way/204137683,مدرسة زهرة المدائن,مدرسة زهرة المدائن,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة زهرة المدائن, اتوستراد دمشق درعا, حي القدم, بلدية القدم, ناحية مركز داريا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.281889,33.473464,
node/10026523788,مدرسة القعقاع بن عمر التميمي,مدرسة القعقاع بن عمر التميمي,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة القعقاع بن عمر التميمي, اتوستراد دمشق درعا, حي القدم, بلدية القدم, ناحية مركز داريا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.282564,33.473573,
node/10026483797,روضة الأطفال,روضة الأطفال,غير محددة,روضة أطفال,روضة أطفال,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"روضة الأطفال, 5, حي المصطفى, بلدية القدم, ناحية ببيلا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.283269,33.468696,
node/10026520508,مدرسة القدم الأولى,مدرسة القدم الأولى,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة القدم الأولى, 5, حي المصطفى, بلدية القدم, ناحية ببيلا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.281815,33.468262,
node/10030612575,مدرسة تلحوم,Talhum School,منظمة غير حكومية,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة تلحوم, ‫الثلاثين‬‎ شارع, حي الكرمل, اليرموك, ناحية الحجر الأسود, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.298513,33.46884,
way/204115685,,,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"‫الثلاثين‬‎ شارع, حي حطين, الحجر الأسود, ناحية الحجر الأسود, منطقة داريا, منطقة دمشق, محافظة ريف دمشق, سوريا",36.298207,33.465933,
way/204115668,,,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"‫الثلاثين‬‎ شارع, حي حطين, الحجر الأسود, ناحية الحجر الأسود, منطقة داريا, منطقة دمشق, محافظة ريف دمشق, سوريا",36.297312,33.465421,
node/10027052818,روضة كنانة الطفل,روضة كنانة الطفل,غير محددة,روضة أطفال,روضة أطفال,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"روضة كنانة الطفل, ‫الثلاثين‬‎ شارع, حي الكرمل, اليرموك, ناحية الحجر الأسود, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.304218,33.468362,
node/10027027060,روضة جيل الغد,روضة جيل الغد,غير محددة,روضة أطفال,روضة أطفال,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"روضة جيل الغد, شارع اليرموك, حي الكرمل, اليرموك, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.303053,33.469306,
node/10027056103,روضة أزهار السوسن,روضة أزهار السوسن,غير محددة,روضة أطفال,روضة أطفال,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"روضة أزهار السوسن, ‫الثلاثين‬‎ شارع, حي الكرمل, اليرموك, ناحية الحجر الأسود, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.304114,33.467646,
node/10027002977,مدرسة البصة,Al-Bassa School,منظمة غير حكومية,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة البصة, شارع ال١٥, حي الكرمل, اليرموك, ناحية الحجر الأسود, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.302826,33.471533,
node/10027032573,مدرسة الطابغة,Tabgha School,منظمة غير حكومية,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة الطابغة, شارع ال١٥, حي الكرمل, اليرموك, ناحية الحجر الأسود, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.302859,33.470396,
node/10032929700,مدرسة الفالوجة,مدرسة الفالوجة,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة الفالوجة, شارع اليرموك, حي حطين, اليرموك, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.305475,33.470662,
node/10032902403,مدرسة القسطل رأس العين,مدرسة القسطل رأس العين,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة القسطل رأس العين, شارع اليرموك, حي حطين, اليرموك, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.306183,33.471099,
node/10032888391,مدرسة عبد القادر الحسيني,Abd al-Qadir al-Husayni School,منظمة غير حكومية,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة عبد القادر الحسيني, شارع لوبية, حي حطين, اليرموك, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.305489,33.472848,
node/11751208473,مدرسة الجليل,Al-Jaleel School,منظمة غير حكومية,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة الجليل, شارع لوبية, حي حطين, اليرموك, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.305988,33.472669,
node/10032775243,مدرسة إسدود,Isdud School,منظمة غير حكومية,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة إسدود, شارع لوبية, حي حطين, اليرموك, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.306041,33.472676,
node/10032916722,مدرسة ترشيحا,Tarshiha School,منظمة غير حكومية,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة ترشيحا, شارع لوبية, حي حطين, اليرموك, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.305556,33.473428,
node/10024442346,ثانوية متفوقين القنيطرة,ثانوية متفوقين القنيطرة,غير محددة,ثانوية,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"ثانوية متفوقين القنيطرة, الميدان, حي القاعة, بلدية الميدان, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.294807,33.482112,
way/204137669,ثانوية متفوقين القنيطرة,ثانوية متفوقين القنيطرة,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"ثانوية متفوقين القنيطرة, الميدان, حي القاعة, بلدية الميدان, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.295322,33.482162,
node/10024515992,مدرسة محمد طلال المفتي,مدرسة محمد طلال المفتي,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة محمد طلال المفتي, دوّار البطيخة, بلدية الميدان, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.295836,33.482335,
node/10026172898,مدرسة الفقهاء الصالحين,مدرسة الفقهاء الصالحين,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة الفقهاء الصالحين, شارع الزاهرة, بلدية الميدان, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.299672,33.483831,
way/1166138642,,,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"‫فوزي القاوقجي‬‎, دويلعة, بلدية الشاغور, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.30381,33.480616,
way/1166138643,,,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"‫فوزي القاوقجي‬‎, دويلعة, بلدية الشاغور, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.303749,33.481044,
node/10032829173,مجمع مدارس اسكندرون,مجمع مدارس اسكندرون,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مجمع مدارس اسكندرون, شارع نسرين, دويلعة, بلدية الشاغور, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.307305,33.480788,
way/1166138640,,,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"شارع فلسطين, حي الفالوجة, بلدية الشاغور, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.303609,33.479162,
node/11751208472,مدرسة النقب,Naqab School,منظمة غير حكومية,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة النقب, شارع فلسطين, حي الفالوجة, اليرموك, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.303779,33.477109,
node/10030567190,مدرسة الكرمل,Carmel School,حكومية,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة الكرمل, شارع فلسطين, حي الفالوجة, اليرموك, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.303792,33.477198,
node/10030567192,ثانوية اليرموك للبنات,ثانوية اليرموك للبنات,حكومية,ثانوية,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"ثانوية اليرموك للبنات, شارع فلسطين, حي الفالوجة, اليرموك, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.304153,33.476499,
node/10032888390,مدرسة عبد الرحمن,مدرسة عبد الرحمن,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة عبد الرحمن, شارع نسرين, دويلعة, بلدية الشاغور, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.308698,33.478387,
node/10032902196,مدرسة كفرسبت,Kafr Sabt School,منظمة غير حكومية,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة كفرسبت, شارع فلسطين, حي حطين, اليرموك, ناحية ببيلا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.313438,33.470613,
node/10027064817,مدرسة الجاعونة,Al-Ja'una School,منظمة غير حكومية,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة الجاعونة, شارع فلسطين, حي حطين, اليرموك, ناحية ببيلا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.313827,33.471115,
node/11751208471,مدرسة كوكب,Kawkab School,منظمة غير حكومية,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة كوكب, شارع فلسطين, حي حطين, اليرموك, ناحية ببيلا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.31367,33.471189,
node/10032931551,مدرسة البعث,مدرسة البعث,حكومية,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة البعث, شارع فلسطين, حي حطين, اليرموك, ناحية ببيلا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.314337,33.470822,
node/11751208470,مدرسة العز بن عبد السلام,مدرسة العز بن عبد السلام,حكومية,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"مدرسة العز بن عبد السلام, شارع فلسطين, حي حطين, اليرموك, ناحية ببيلا, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.314242,33.470753,
way/204363335,,,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"‫الثلاثين‬‎ شارع, حي حطين, اليرموك, ناحية الحجر الأسود, ناحية دمشق, منطقة دمشق, محافظة دمشق, سوريا",36.312225,33.468184,
way/204363337,,,غير محددة,غير محدد,مدرسة,دمشق,Damascus,Damascus,Damascus,Damascus,Damascus,SYR,SY01,SY0100,SY010000,,دمشق,"شارع اليرموك, الحجر الأسود, ناحية الحجر الأسود, منطقة داريا, محافظة ريف دمشق, سوريا",36.308327,33.464665,
way/204363341,مدرسة الشهيد اسماعيل العكاري,مدرسة الشهيد اسماعيل العكاري,غير محددة,غير محدد,مدرسة,ريف دمشق,Rural Damascus,Babella,Rural Damascus,Rural Damascus,Babella,SYR,SY03,SY0301,SY030102,,يلدا,"مدرسة الشهيد اسماعيل العكاري, ‫شارع العروبة‬‎, يلدا, ناحية ببيلا, منطقة مركز ريف دمشق, منطقة دمشق, محافظة ريف دمشق, سوريا",36.319114,33.465792,
node/10027028609,مدرسة الشهيد اسماعيل العكاري,مدرسة الشهيد اسماعيل العكاري,غير محددة,غير محدد,مدرسة,ريف دمشق,Rural Damascus,Babella,Rural Damascus,Rural Damascus,Babella,SYR,SY03,SY0301,SY030102,,يلدا,"مدرسة الشهيد اسماعيل العكاري, ‫شارع العروبة‬‎, يلدا, ناحية ببيلا, منطقة مركز ريف دمشق, منطقة دمشق, محافظة ريف دمشق, سوريا",36.31912,33.465659,
node/10027027571,مدرسة ببيلا للبنين,مدرسة ببيلا للبنين,غير محددة,غير محدد,مدرسة,ريف دمشق,Rural Damascus,Babella,Rural Damascus,Rural Damascus,Babella,SYR,SY03,SY0301,SY030102,,ببيلا,"مدرسة ببيلا للبنين, شارع فلسطين, ببيلا, ناحية ببيلا, منطقة مركز ريف دمشق, منطقة دمشق, محافظة ريف دمشق, سوريا",36.328227,33.467393,
node/10027027598,اعدادية يلدا للبنين,اعدادية يلدا للبنين,غير محددة,غير محدد,مدرسة,ريف دمشق,Rural Damascus,Babella,Rural Damascus,Rural Damascus,Babella,SYR,SY03,SY0301,SY030102,,ببيلا,"اعدادية يلدا للبنين, شارع فلسطين, ببيلا, ناحية ببيلا, منطقة مركز ريف دمشق, منطقة دمشق, محافظة ريف دمشق, سوريا",36.324644,33.467765,
way/204357636,ثانوية الثورة Al-Thawra School,ثانوية الثورة Al-Thawra School,غير محددة,غير محدد,مدرسة,ريف دمشق,Rural Damascus,Babella,Rural Damascus,Rural Damascus,Babella,SYR,SY03,SY0301,SY030102,,ببيلا,"ثانوية الثورة Al-Thawra School, 110, حي الزهور, ببيلا, ناحية ببيلا, منطقة مركز ريف دمشق, منطقة دمشق, محافظة ريف دمشق, سوريا",36.330144,33.471433,
way/204357640,,,غير محددة,غير محدد,مدرسة,ريف دمشق,Rural Damascus,Babella,Rural Damascus,Rural Damascus,Babella,SYR,SY03,SY0301,SY030102,,ببيلا,"110, حي الزهور, ببيلا, ناحية ببيلا, منطقة مركز ريف دمشق, منطقة دمشق, محافظة ريف دمشق, سوريا",36.33594,33.472429,
way/204357643,,,غير محددة,غير محدد,مدرسة,ريف دمشق,Rural Damascus,Babella,Rural Damascus,Rural Damascus,Babella,SYR,SY03,SY0301,SY030102,,ببيلا,"110, حي الزهور, ببيلا, ناحية ببيلا, منطقة مركز ريف دمشق, منطقة دمشق, محافظة ريف دمشق, سوريا",36.335892,33.472972,
way/204357642,,,غير محددة,غير محدد,مدرسة,ريف دمشق,Rural Damascus,Babella,Rural Damascus,Rural Damascus,Babella,SYR,SY03,SY0301,SY030102,,عقربا,"طريق المطار, عقربا, ناحية ببيلا, منطقة مركز ريف دمشق, محافظة ريف دمشق, سوريا",36.339409,33.475535,
way/1290486254,المدرسة السورية الحديثة,Syrian Modern School,غير محددة,غير محدد,مدرسة,ريف دمشق,Rural Damascus,Jaramana,Rural Damascus,Rural Damascus,Jaramana,SYR,SY03,SY0301,SY030103,,عقربا,"المدرسة السورية الحديثة, طريق المطار, عقربا, ناحية ببيلا, منطقة مركز ريف دمشق, محافظة ريف دمشق, سوريا",36.344679,33.477827,
node/6488957285,مدرسة همام فلوح,Houmam Fallouh school,غير محددة,غير محدد,مدرسة,ريف دمشق,Rural Damascus,Jaramana,Rural Damascus,Rural Damascus,Jaramana,SYR,SY03,SY0301,SY030103,,جرمانا,"مدرسة همام فلوح, ‫شارع الحمصي‬‎, حوش القدم, جرمانا, ناحية جرمانا, منطقة مركز ريف دمشق, محافظة ريف دمشق, سوريا",36.352632,33.48028,
way/204357639,,,غير محددة,غير محدد,مدرسة,ريف دمشق,Rural Damascus,Babella,Rural Damascus,Rural Damascus,Babella,SYR,SY03,SY0301,SY030102,,ببيلا,"110, حي الزهور, ببيلا, ناحية ببيلا, منطقة مركز ريف دمشق, منطقة دمشق, محافظة ريف دمشق, سوريا",36.333775,33.475776,
way/204357638,,,غير محددة,غير محدد,مدرسة,ريف دمشق,Rural Damascus,Babella,Rural Damascus,Rural Damascus,Babella,SYR,SY03,SY0301,SY030102,,ببيلا,"110, حي الزهور, ببيلا, ناحية ببيلا, منطقة مركز ريف دمشق, منطقة دمشق, محافظة ريف دمشق, سوريا",36.329498,33.47614,
