CCT,NOMBRE,SECTOR,ESTADO,MUNICIPIO,LOCALIDAD,AMBITO,VIALIDAD,NUM_EXT,COLONIA,CP,LATITUD,LONGITUD
14DPR2508A,MIGUEL HIDALGO Y COSTILLA,PÚBLICO,JALISCO,TAMAZULA DE GORDIANO,RINCÓN DEL AGUACATE,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,49675,19.656722,-103.204528
14DPR2509Z,MIGUEL HIDALGO Y COSTILLA,PÚBLICO,JALISCO,ARANDAS,LA RESOLANA,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47194,20.825195,-102.32
14DPR2510P,JUAN ESCUTIA,PÚBLICO,JALISCO,ARANDAS,EL REFUGIO,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47180,20.643083,-102.296028
14DPR2512N,EMILIANO ZAPATA,PÚBLICO,JALISCO,TLAJOMULCO DE ZÚÑIGA,EL REFUGIO,RURAL,CALLE EMILIANO ZAPATA,10,ASENTAMIENTO HUMANO,45659,20.526658,-103.289713
14DPR2513M,IGNACIO RAMIREZ,PÚBLICO,JALISCO,VILLA GUERRERO,VILLA GUERRERO,URBANO,CALLE VALLARTA,12,DEL ESTANCO,46100,21.978907,-103.600184
14DPR2514L,MARGARITA MAZA DE JUAREZ,PÚBLICO,JALISCO,YAHUALICA DE GONZÁLEZ GALLO,YAHUALICA DE GONZÁLEZ GALLO,URBANO,NINGUNO NINGUNO,0,SAN JUANITO,47300,21.193749,-102.904305
14DPR2515K,LAZARO CARDENAS DEL RIO,PÚBLICO,JALISCO,TALPA DE ALLENDE,LA CUMBRE DE GUADALUPE (LA CUMBRE DE LOS ARRASTRADOS),RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,48200,20.172695,-104.709778
14DPR2516J,ERVIRO RAFAEL SALAZAR ALCAZAR,PÚBLICO,JALISCO,TEQUILA,TEQUILA,URBANO,CALLE MELCHOR OCAMPO,75,ASENTAMIENTO HUMANO,46400,20.878633,-103.836169
14DPR2517I,VICENTE GUERRERO,PÚBLICO,JALISCO,GUADALAJARA,GUADALAJARA,URBANO,CALLE ANTONIO DE LEON Y GAMA,0,VICENTE GUERRERO,44860,20.647984,-103.295953
14DPR2518H,JUSTO SIERRA MENDEZ,PÚBLICO,JALISCO,PUERTO VALLARTA,PUERTO VALLARTA,URBANO,CALLE EMILIANO ZAPATA,115,EL PITILLAL,48290,20.650314,-105.219525
14DPR2519G,MELCHOR OCAMPO,PÚBLICO,JALISCO,LAGOS DE MORENO,LOMA DE SAN ANTONIO,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47500,21.211389,-101.86
14DPR2520W,ALFREDO V BONFIL,PÚBLICO,JALISCO,PUERTO VALLARTA,PUERTO VALLARTA,URBANO,CALLE PULPITO,407,ALTAVISTA,48300,20.600806,-105.23196
14DPR2521V,MIGUEL HIDALGO Y COSTILLA,PÚBLICO,JALISCO,TAPALPA,TAPALPA,URBANO,NINGUNO NINGUNO,0,CASA BLANCA,49340,19.9522,-103.756534
14DPR2522U,LAZARO CARDENAS DEL RIO,PÚBLICO,JALISCO,ZAPOTITLÁN DE VADILLO,LOMA DE GUADALUPE (CRUZ BLANCA),RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,49770,19.530417,-103.859888
14DPR2523T,LAZARO CARDENAS DEL RIO,PÚBLICO,JALISCO,TAPALPA,PUEBLO NUEVO,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,49340,19.981583,-103.758695
14DPR2524S,RAFAEL RAMIREZ,PÚBLICO,JALISCO,TUXPAN,LOS LAURELES,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,49800,19.482222,-103.372222
14DPR2526Q,BENITO JUAREZ,PÚBLICO,JALISCO,ZAPOPAN,ZAPOPAN,URBANO,CALLE SAN ISIDRO,3250,LAS BOVEDAS,45138,20.733338,-103.423529
14DPR2527P,BENITO JUAREZ,PÚBLICO,JALISCO,CIHUATLÁN,CIHUATLÁN,URBANO,CALLE JALISCO,18,MIGUEL HIDALGO,48970,19.240302,-104.556098
14DPR2529N,JOSE LOPEZ PORTILLO Y ROJAS,PÚBLICO,JALISCO,OCOTLÁN,OCOTLÁN,URBANO,CALLE GOMEZ ARCEO,15,LA PRIMAVERA,47829,20.361736,-102.777721
14DPR2530C,MANUEL AVILA CAMACHO,PÚBLICO,JALISCO,AYOTLÁN,EL GUAYABO,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47930,20.509722,-102.421333
14DPR2531B,HIMNO NACIONAL MEXICANO,PÚBLICO,JALISCO,JILOTLÁN DE LOS DOLORES,RANCHO NUEVO (EL MURCIÉLAGO),RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,49950,19.309722,-102.705
14DPR2532A,SALVADOR VARELA RESENDIZ,PÚBLICO,JALISCO,PUERTO VALLARTA,PUERTO VALLARTA,URBANO,CALLE PLAZA RUTURI,0,ARAMARA,48300,20.653166,-105.230556
14DPR2533Z,AQUILES SERDAN,PÚBLICO,JALISCO,CIHUATLÁN,SAN PATRICIO (MELAQUE),URBANO,CALLE BENITO JAUREZ,45,SAN PATRICIO (MELAQUE) (ZONA CENTRO),48980,19.225204,-104.70579
14DPR2534Z,FRANCISCO MARQUEZ,PÚBLICO,JALISCO,SAYULA,SAYULA,URBANO,CALZADA DEL EJERCITO,0,POLANCO,49300,19.885647,-103.586041
14DPR2535Y,FRANCISCO MARQUEZ,PÚBLICO,JALISCO,CHAPALA,AJIJIC,URBANO,CALLE ENCARNACION ROSAS,288,ASENTAMIENTO HUMANO,45920,20.304672,-103.258129
14DPR2536X,FRANCISCO I MADERO,PÚBLICO,JALISCO,JOCOTEPEC,JOCOTEPEC,URBANO,CALLE INDEPENDENCIA NORTE,235,ASENTAMIENTO HUMANO,45800,20.290782,-103.431889
14DPR2537W,JOSE VASCONCELOS,PÚBLICO,JALISCO,TUXPAN,PASO DE SAN JUAN,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,49800,19.514167,-103.3975
14DPR2538V,FRANCISCO J MUJICA,PÚBLICO,JALISCO,PIHUAMO,EL POZO SANTO (CRUCERO DEL TULE),RURAL,AVENIDA DEL TULE,9,ASENTAMIENTO HUMANO,49880,19.326333,-103.384778
14DPR2539U,EMILIANO ZAPATA,PÚBLICO,JALISCO,ZAPOPAN,ZAPOPAN,URBANO,CALLE LOPEZ MATEOS,5851,LA ESTRADA,45200,20.738904,-103.452105
14DPR2541I,MANUEL LOPEZ COTILLA,PÚBLICO,JALISCO,OCOTLÁN,OCOTLÁN,URBANO,CALLE ALLENDE,25,MARCOS CASTELLANOS,47870,20.343334,-102.775158
14DPR2542H,JOSE MA MORELOS Y PAVON,PÚBLICO,JALISCO,COLOTLÁN,CASA LLANTA,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,46200,22.058889,-103.362778
14DPR2543G,AQUILES SERDAN,PÚBLICO,JALISCO,TLAJOMULCO DE ZÚÑIGA,EL MIRADOR,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,45640,20.486111,-103.341667
14DPR2544F,LEONA VICARIO,PÚBLICO,JALISCO,TEPATITLÁN DE MORELOS,TEPATITLÁN DE MORELOS,URBANO,CALLE NICOLAS BRAVO,349,JESUS MARIA,47660,20.810727,-102.751857
14DPR2545E,EMILIANO ZAPATA,PÚBLICO,JALISCO,TALA,TALA,URBANO,CALLE CARRETERA TALA AMECA,15,ASENTAMIENTO HUMANO,45300,20.663858,-103.723256
14DPR2546D,LAZARO CARDENAS DEL RIO,PÚBLICO,JALISCO,AMECA,AMECA,URBANO,CALLE IGNACIO COMONFORT,2,OBRERA,46620,20.549635,-104.059362
14DPR2547C,CONSTITUCION,PÚBLICO,JALISCO,ZAPOTLÁN EL GRANDE,CIUDAD GUZMÁN,URBANO,CALLE CONSTITUCION,530,CIUDAD GUZMAN (ZONA CENTRO),49000,19.692736,-103.469516
14DPR2548B,BENITO JUAREZ,PÚBLICO,JALISCO,TALA,LAS NAVAJAS,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,45335,20.534417,-103.677472
14DPR2549A,GUSTAVO A MADERO,PÚBLICO,JALISCO,TOTATICHE,TOTATICHE,URBANO,CALLE 20 DE NOVIEMBRE,400,ACASPOLES,46170,21.937585,-103.44704
14DPR2550Q,AGUSTIN FLORES CONTRERAS,PÚBLICO,JALISCO,PUERTO VALLARTA,PUERTO VALLARTA,URBANO,CALLE SOR JUANA INES DE LA CRUZ,245,EL CALOSO,48360,20.608456,-105.225372
14DPR2551P,VALENTIN GOMEZ FARIAS,PÚBLICO,JALISCO,SAN JUAN DE LOS LAGOS,SAN JUAN DE LOS LAGOS,URBANO,CALLE 19 DE MARZO,206,CLUB DE LEONES,47050,21.250191,-102.324371
14DPR2553N,FRAY BERNARDINO DE SAHAGUN,PÚBLICO,JALISCO,ARANDAS,LA LAJA,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47180,20.653389,-102.2625
14DPR2554M,20 DE NOVIEMBRE,PÚBLICO,JALISCO,TOMATLÁN,TOMATLÁN,URBANO,AVENIDA DEL CAMPESINO,115,ASENTAMIENTO HUMANO,32229,19.935321,-105.251811
14DPR2555L,ADOLFO LOPEZ MATEOS,PÚBLICO,JALISCO,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,URBANO,CALLE FRANCISCO I MADERO,285,SAN MIGUEL EL ALTO (ZONA CENTRO),47140,21.02245,-102.404485
14DPR2556K,FERNANDO A RAMIREZ,PÚBLICO,JALISCO,EL GRULLO,EL GRULLO,URBANO,CALLE JUAN VALDIVIA,53,ASENTAMIENTO HUMANO,48740,19.803766,-104.214296
14DPR2558I,SALVADOR VARELA RESENDIZ,PÚBLICO,JALISCO,SAN PEDRO TLAQUEPAQUE,TLAQUEPAQUE,URBANO,CALLE CUAUHTEMOC,85,LAS JUNTAS,45590,20.603598,-103.339382
14DPR2559H,ROSARIO CASTELLANOS,PÚBLICO,JALISCO,SAN PEDRO TLAQUEPAQUE,TLAQUEPAQUE,URBANO,CALLE CUAUHTEMOC,85,LAS JUNTAS,45590,20.603598,-103.339382
14DPR2560X,JOSE CLEMENTE OROZCO,PÚBLICO,JALISCO,AMECA,AMECA,URBANO,CALLE ALAMEDA,15,AMECA (ZONA CENTRO),46600,20.555375,-104.046679
14DPR2561W,LAZARO CARDENAS DEL RIO,PÚBLICO,JALISCO,TAMAZULA DE GORDIANO,TAMAZULA DE GORDIANO,URBANO,CALLE HIDALGO,384,SAN JUAN BOSCO,49650,19.678986,-103.259181
14DPR2562V,SALVADOR ALLENDE,PÚBLICO,JALISCO,GUADALAJARA,GUADALAJARA,URBANO,CALLE ARQUITECTO MANUEL GOMEZ IBARRA,4470,MIRAVALLE,44990,20.610204,-103.344988
14DPR2564T,LAZARO CARDENAS DEL RIO,PÚBLICO,JALISCO,CABO CORRIENTES,VILLA DEL MAR,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,48400,20.228972,-105.552528
14DPR2565S,GABRIELA MISTRAL,PÚBLICO,JALISCO,TAMAZULA DE GORDIANO,TAMAZULA DE GORDIANO,URBANO,CALLE PINO SUAREZ,2,SAN ANTONIO,49675,19.680684,-103.237613
14DPR2566R,FRANCISCO I MADERO,PÚBLICO,JALISCO,HUEJUQUILLA EL ALTO,ORTEGA,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,46000,22.712278,-103.934611
14DPR2567Q,REVOLUCION MEXICANA,PÚBLICO,JALISCO,HUEJUQUILLA EL ALTO,HUEJUQUILLA EL ALTO,URBANO,CALLE ABASOLO 44A,0,LA ERMITA,46000,22.629286,-103.891455
14DPR2568P,PEDRO MORENO,PÚBLICO,JALISCO,ARANDAS,EL NACIMIENTO DE ARRIBA,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47186,20.662,-102.281361
14DPR2569O,SALVADOR VARELA RESENDIZ,PÚBLICO,JALISCO,GUADALAJARA,GUADALAJARA,URBANO,CALLE PANFILO PEREZ,312,SAN ANDRES,44700,20.670574,-103.306162
14DPR2570D,CUAUHTEMOC,PÚBLICO,JALISCO,TUXPAN,TUXPAN,URBANO,AVENIDA ANSELMO VILLALOBOS,1,LA FLORESTA,49800,19.55725,-103.384178
14DPR2572B,DAVID ALFARO SIQUEIROS,PÚBLICO,JALISCO,TONALÁ,TONALÁ,URBANO,CALLE JOSEFA ORTIZ,0,LOMA BONITA,45400,20.652395,-103.254833
14DPR2574Z,IGNACIO B PAMPLONA,PÚBLICO,JALISCO,TAMAZULA DE GORDIANO,COFRADÍA DE ABAJO,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,49650,19.629139,-103.261556
14DPR2575Z,FORD 99,PÚBLICO,JALISCO,AMECA,AMECA,URBANO,CALLE PASEO DE LA ARBOLEDA,20,FRACCIONAMIENTO EL CARMEN,46600,20.55071,-104.054485
14DPR2576Y,LAZARO CARDENAS DEL RIO,PÚBLICO,JALISCO,GUADALAJARA,GUADALAJARA,URBANO,CALLE VOLCAN SAJAMA,5143,HUENTITAN EL BAJO,44250,20.730863,-103.30934
14DPR2577X,EMILIANO ZAPATA,PÚBLICO,JALISCO,TONALÁ,TONALÁ,URBANO,CALLE OBREGON,530,BOSQUES DE TONALA,45416,20.623333,-103.245556
14DPR2578W,FRANCISCO CUEVAS DOMINGUEZ,PÚBLICO,JALISCO,TEQUILA,TEQUILA,URBANO,CALLE LOPEZ MATEOS,81,OBRERA,46400,20.882672,-103.831065
14DPR2579V,REVOLUCION,PÚBLICO,JALISCO,TAMAZULA DE GORDIANO,LA GARITA,RURAL,AVENIDA REVOLUCION,6,ASENTAMIENTO HUMANO,49667,19.776083,-103.120972
14DPR2580K,GUADALUPE VICTORIA,PÚBLICO,JALISCO,TAMAZULA DE GORDIANO,LA ESTANCIA,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,49650,19.700278,-103.225222
14DPR2581J,JOSE MA MERCADO,PÚBLICO,JALISCO,SAN IGNACIO CERRO GORDO,PASTORES,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47180,20.764171,-102.497074
14DPR2582I,MIGUEL HIDALGO Y COSTILLA,PÚBLICO,JALISCO,SAN IGNACIO CERRO GORDO,PALENQUE,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47180,20.781948,-102.561798
14DPR2583H,ROBERTO QUIROZ GUERRA,PÚBLICO,JALISCO,GUADALAJARA,GUADALAJARA,URBANO,AVENIDA 8 DE JULIO,3885,POLANQUITO,44969,20.61734,-103.37353
14DPR2586E,TIERRA Y LIBERTAD,PÚBLICO,JALISCO,PUERTO VALLARTA,IXTAPA,URBANO,CALLE INDEPENDENCIA,171,IXTAPA (ZONA CENTRO),48280,20.715319,-105.206749
14DPR2587D,JAIME TORRES BODET,PÚBLICO,JALISCO,TONALÁ,TONALÁ,URBANO,AVENIDA JUAREZ,175,ZALATITAN,45400,20.623333,-103.245556
14DPR2588C,FRANCISCO VILLA,PÚBLICO,JALISCO,CUAUTITLÁN DE GARCÍA BARRAGÁN,TEQUESQUITLÁN,RURAL,CALLE FRANCISCO VILLA,4,NAVARRO,48965,19.393583,-104.51425
14DPR2590R,JOSE MA MORELOS Y PAVON,PÚBLICO,JALISCO,TONALÁ,TONALÁ,URBANO,CALLE LAZARO CARDENAS,211,ASENTAMIENTO HUMANO,45400,20.629407,-103.249584
14DPR2591Q,MARIA LUISA HIDALGO RIESTRA,PÚBLICO,JALISCO,TEQUILA,JOSEFA ORTÍZ DE DOMÍNGUEZ,RURAL,CALLE ÁLVARO OBREGÓN,0,JOSEFA ORTIZ DE DOMINGUEZ (ZONA CENTRO),46402,20.900914,-103.832389
14DPR2592P,NETZAHUALCOYOTL,PÚBLICO,JALISCO,SAN JUAN DE LOS LAGOS,SAN JUAN DE LOS LAGOS,URBANO,CALLE MARRO,20,ASENTAMIENTO HUMANO,47030,21.256667,-102.328862
14DPR2593O,5 DE MAYO,PÚBLICO,JALISCO,HUEJÚCAR,HUEJÚCAR,URBANO,NINGUNO NINGUNO,0,VAQUEROS,46260,22.354903,-103.215837
14DPR2594N,LAZARO CARDENAS DEL RIO,PÚBLICO,JALISCO,OCOTLÁN,OCOTLÁN,URBANO,CALLE VERDIA,463,SAN JUAN NUEVO,47860,20.357416,-102.756768
14DPR2595M,21 DE MARZO,PÚBLICO,JALISCO,SAN IGNACIO CERRO GORDO,LOS DOLORES,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47195,20.806889,-102.527528
14DPR2596L,NIÐOS HEROES,PÚBLICO,JALISCO,ARANDAS,EL NOPAL,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47188,20.717833,-102.4065
14DPR2598J,FRANCISCO I MADERO,PÚBLICO,JALISCO,TAMAZULA DE GORDIANO,CALLEJONES,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,49650,19.667444,-103.262972
14DPR2599I,MIGUEL HIDALGO Y COSTILLA,PÚBLICO,JALISCO,TAMAZULA DE GORDIANO,EL ATASCOSO,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,49667,19.83675,-103.153444
14DPR2600H,BELISARIO DOMINGUEZ,PÚBLICO,JALISCO,SANTA MARÍA DE LOS ÁNGELES,SANTA MARÍA DE LOS ÁNGELES,URBANO,AVENIDA DE LA JUVENTUD,0,ASENTAMIENTO HUMANO,46240,22.177655,-103.222193
14DPR2602F,FRANCISCO I MADERO,PÚBLICO,JALISCO,ARANDAS,LA ROSA DE CASTILLA,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47180,20.706722,-102.249111
14DPR2603E,JUSTO SIERRA,PÚBLICO,JALISCO,ZAPOPAN,ZAPOPAN,URBANO,CALLE PINO SUAREZ,126,SANTA ANA TEPETITLAN,45230,20.62401,-103.451773
14DPR2605C,FRANCISCO VILLA,PÚBLICO,JALISCO,ZAPOTLANEJO,ZAPOTLANEJO,URBANO,CALLE INDUSTRIA,582,JARDINES DEL PARAISO,45430,20.620528,-103.058139
14DPR2607A,BENITO JUAREZ,PÚBLICO,JALISCO,IXTLAHUACÁN DEL RÍO,AGUA COLORADA,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,45260,20.947111,-103.20625
14DPR2608Z,ANTONIO CASO,PÚBLICO,JALISCO,IXTLAHUACÁN DEL RÍO,HACIENDA DE GUADALUPE,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,45260,20.851778,-103.256778
14DPR2609Z,EMILIANO ZAPATA,PÚBLICO,JALISCO,IXTLAHUACÁN DEL RÍO,LA CANTERA,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,45260,20.82475,-103.23525
14DPR2610O,1 DE MAYO,PÚBLICO,JALISCO,OCOTLÁN,OCOTLÁN,URBANO,CALLE SANTO TOMAS DE AQUINO,94,PASO BLANCO,47840,20.367325,-102.767901
14DPR2611N,JOSE VASCONCELOS,PÚBLICO,JALISCO,TALA,TALA,URBANO,CALLE HIGUERA,21,LA HIGUERA,45300,20.66052,-103.69896
14DPR2612M,CUAUHTEMOC,PÚBLICO,JALISCO,CIHUATLÁN,SAN PATRICIO (MELAQUE),URBANO,CALLE BENITO JAUREZ,45,SAN PATRICIO (MELAQUE) (ZONA CENTRO),48980,19.225204,-104.70579
14DPR2614K,MA ENRIQUETA CAMARILLO ROA,PÚBLICO,JALISCO,ZAPOPAN,ZAPOPAN,URBANO,CALLE 4,266,UNIDAD REPUBLICA,45100,20.721449,-103.393648
14DPR2617H,VICENTE SUAREZ,PÚBLICO,JALISCO,VILLA HIDALGO,VILLA HIDALGO,URBANO,CALLE VENUSTIANO CARRANZA,0,ASENTAMIENTO HUMANO,47250,21.673256,-102.58528
14DPR2619F,15 DE MAYO,PÚBLICO,JALISCO,TLAJOMULCO DE ZÚÑIGA,LA TIJERA,URBANO,CALLE ROSAL,976,LOS TULIPANES,45647,20.585176,-103.432521
14DPR2620V,SALVADOR LOPEZ CHAVEZ,PÚBLICO,JALISCO,ZAPOPAN,ZAPOPAN,URBANO,AVENIDA DEL PINAR,5941,PINAR DE LA CALMA,45080,20.620909,-103.416655
14DPR2621U,MANUEL AVILA CAMACHO,PÚBLICO,JALISCO,SAN MIGUEL EL ALTO,SAN MIGUEL EL ALTO,URBANO,CALLE ANASTACIO BUSTAMANTE,69,ASENTAMIENTO HUMANO,47140,21.023064,-102.407372
14DPR2623S,MEXICO,PÚBLICO,JALISCO,SAN IGNACIO CERRO GORDO,SAN ANTONIO,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47190,20.74445,-102.46624
14DPR2624R,EMANCIPACION,PÚBLICO,JALISCO,ARANDAS,OJO DE AGUA (RINCÓN DE MOLINO),RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47187,20.594611,-102.433222
14DPR2625Q,CUAUHTEMOC,PÚBLICO,JALISCO,COLOTLÁN,COLOTLÁN,URBANO,CALLE 5 DE MAYO,2,LA PIEDRA CHINA,46200,22.112501,-103.271521
14DPR2626P,VICENTE GUERRERO,PÚBLICO,JALISCO,ARANDAS,OJO DE AGUA DE HERNÁNDEZ,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47180,20.677083,-102.267083
14DPR2630B,FRANCISCO GONZALEZ BOCANEGRA,PÚBLICO,JALISCO,CIHUATLÁN,EL CARRIZAL,RURAL,CALLE 5 DE MAYO,4,ASENTAMIENTO HUMANO,48970,19.33575,-104.521333
14DPR2633Z,BENITO JUAREZ,PÚBLICO,JALISCO,ZAPOPAN,ZAPOPAN,URBANO,CALLE VOLCAN POPOCOTEPETL,6190,EL COLLI,45070,20.643388,-103.43466
14DPR2634Y,JOSE MARTINIANO HERNANDEZ,PÚBLICO,JALISCO,ZAPOPAN,ZAPOPAN,URBANO,CALLE CEDROS,129,CIUDAD GRANJA,45010,20.674619,-103.44585
14DPR2635X,LAZARO CARDENAS DEL RIO,PÚBLICO,JALISCO,TECALITLÁN,TECALITLÁN,URBANO,CALLE EXPROPIACION PETROLERA,0,LAZARO CARDENAS,49900,19.466667,-103.313127
14DPR2636W,FRANCISCO MARQUEZ,PÚBLICO,JALISCO,ZAPOPAN,ZAPOPAN,URBANO,CALLE RIO CIHUATLAN,2763,LAS AGUILAS,45180,20.625238,-103.408079
14DPR2637V,ADOLFO LOPEZ MATEOS,PÚBLICO,JALISCO,JUCHITLÁN,RANCHO VIEJO,RURAL,CALLE ADOLFO LOPEZ MATEOS,0,ASENTAMIENTO HUMANO,48630,20.033611,-104.0175
14DPR2639T,INDEPENDENCIA,PÚBLICO,JALISCO,TAMAZULA DE GORDIANO,CUESTA DE SAN LÁZARO,RURAL,CALLE LAZARO CARDENAS,0,ASENTAMIENTO HUMANO,49667,19.789917,-103.116278
14DPR2640I,HEROES DE LA LIBERTAD,PÚBLICO,JALISCO,TAMAZULA DE GORDIANO,LA SIDRA,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,49675,19.563472,-103.200778
14DPR2641H,ADOLFO LOPEZ MATEOS,PÚBLICO,JALISCO,SAN IGNACIO CERRO GORDO,PRESA DE BARAJAS,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47180,20.716167,-102.453556
14DPR2643F,NIÐOS HEROES,PÚBLICO,JALISCO,TAMAZULA DE GORDIANO,ARROYO HONDO,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,49650,19.680972,-103.30225
14DPR2644E,GUADALUPE VICTORIA,PÚBLICO,JALISCO,TAMAZULA DE GORDIANO,LA ALBERCA,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,49659,19.801167,-103.155444
14DPR2645D,INDEPENDENCIA,PÚBLICO,JALISCO,ARANDAS,EL NOGAL,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47180,20.732445,-102.384111
14DPR2646C,EMILIANO ZAPATA,PÚBLICO,JALISCO,ARANDAS,EL MOGOTE,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47180,20.702361,-102.409111
14DPR2647B,REDENCION CAMPESINA,PÚBLICO,JALISCO,DEGOLLADO,TARIMORO,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47980,20.441028,-102.189222
14DPR2648A,CUAUHTEMOC,PÚBLICO,JALISCO,DEGOLLADO,SAN RAFAEL (LA RESOLANA),RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47980,20.457028,-102.28975
14DPR2649Z,MINERVA,PÚBLICO,JALISCO,ARANDAS,LA CIÉNEGA (CIÉNEGA DE MÉNDEZ),RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47180,20.62125,-102.315611
14DPR2650P,MIGUEL ALEMAN,PÚBLICO,JALISCO,ARANDAS,LA GARITA,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47180,20.881417,-102.316222
14DPR2651O,NIÐOS HEROES,PÚBLICO,JALISCO,ARANDAS,CABRITO,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47180,20.69475,-102.277361
14DPR2652N,JUSTO SIERRA,PÚBLICO,JALISCO,ARANDAS,LA CIENEGUITA,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47189,20.757611,-102.300305
14DPR2653M,JOSE CLEMENTE OROZCO,PÚBLICO,JALISCO,ARANDAS,EL GUAJOLOTE,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47180,20.727694,-102.255083
14DPR2654L,BENITO JUAREZ,PÚBLICO,JALISCO,ARANDAS,LA GLORIA,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47187,20.621778,-102.385583
14DPR2655K,MANUEL LOPEZ COTILLA,PÚBLICO,JALISCO,ARANDAS,ARANDAS,URBANO,CALLE FRANCISCO MARTINEZ,7,BUENAVISTA,47180,20.70581,-102.33619
14DPR2657I,GUADALUPE VICTORIA,PÚBLICO,JALISCO,ARANDAS,EL BELLOTERO (LA CONCEPCIÓN),RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,47180,20.674722,-102.413195
14DPR2658H,LEONA VICARIO,PÚBLICO,JALISCO,AMACUECA,TEPEC,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,49380,19.990861,-103.644056
14DPR2659G,JOSE MARIA PINO SUAREZ,PÚBLICO,JALISCO,TUXCUECA,EL TEPEGUAJE,RURAL,CALLE FRANCISCO I MADERO,23,ASENTAMIENTO HUMANO,49430,20.170139,-103.213139
14DPR2660W,MIGUEL HIDALGO Y COSTILLA,PÚBLICO,JALISCO,CUQUÍO,CERRITO DE TIERRA,RURAL,NINGUNO NINGUNO,0,ASENTAMIENTO HUMANO,45480,20.890306,-103.105083
14DPR2661V,ADOLFO LOPEZ MATEOS,PÚBLICO,JALISCO,TAMAZULA DE GORDIANO,TAMAZULA DE GORDIANO,URBANO,CALLE HIDALGO,384,SAN JUAN BOSCO,49650,19.678986,-103.259181
14DPR2663T,VENUSTIANO CARRANZA,PÚBLICO,JALISCO,ARANDAS,ARANDAS,URBANO,CALLE ALDAMA,340,MEXIQUITO,47182,20.712105,-102.342003
14DPR2665R,IGNACIO ZARAGOZA,PÚBLICO,JALISCO,SAN IGNACIO CERRO GORDO,SAN IGNACIO CERRO GORDO,URBANO,CALLE MORELOS,0,ASENTAMIENTO HUMANO,47190,20.732703,-102.534898
