id_etablissement,nom_etablissement,nom_en,nom_translit,type_etablissement,statut_operateur,gouvernorat_region,district,sous_district,latitude,longitude,ville
node/4319654692,مدارس البقرين,,mdrs lbqryn,École,,Hadramawt,Al Mukalla City,Al Mukalla City,14.5560765,49.1333781,
node/4298022225,مدارس النور,,mdrs lnwr,École,,Hadramawt,Al Mukalla City,Al Mukalla City,14.553924,49.135923,
node/4298021120,مدارس الاحفاد,,mdrs lHfd,École,,Hadramawt,Al Mukalla City,Al Mukalla City,14.552851,49.132791,
node/4298025314,روضة أطفال,Kindergarten,Kindergarten,École,,Hadramawt,Al Mukalla City,Al Mukalla City,14.552121,49.127169,
node/1841773527,كلية العلوم جامعة حضرموت,,kly@ l`lwm jm`@ HDrmwt,Université,,Hadramawt,Al Mukalla City,Al Mukalla City,14.5510266,49.11532,
way/173342510,مدرسه السيده عائشه للبنات,,mdrsh lsydh `y'shh llbnt,École,,Hadramawt,Al Mukalla City,Al Mukalla City,,,
way/232722640,مدرسه الخنساء,,mdrsh lkhns,École,,Hadramawt,Al Mukalla City,Al Mukalla City,,,
way/377983791,ثانويه الشاطئ,,thnwyh lshTy',École,,Hadramawt,Al Mukalla City,Al Mukalla City,,,
node/4319622138,مدارس الصدارة الحديثة,مدارس الصدارة الحديثه,مدارس الصدارة الحديثه,École,,Hadramawt,Al Mukalla City,Al Mukalla City,14.5586739,49.1375793,
node/4298024863,مدرسه,,mdrsh,École,,Hadramawt,Ghayl Bawazir,Ghayl Bawazir,14.7733483,49.2662448,
node/11250603524,مدرسة كثيبة,,mdrs@ kthyb@,École,,Hadramawt,Ghayl Bawazir,Ghayl Bawazir,14.7644666,49.2980282,
way/810207638,مدرسة الحامي الثانوية للبنات,,mdrs@ lHmy lthnwy@ llbnt,École,,Hadramawt,Ash Shihr,Al Hami,,,
way/810207620,مدرسة بدر الكسادي,,mdrs@ bdr lksdy,École,,Hadramawt,Ash Shihr,Al Hami,,,
way/714988306,ثانوية الملاح باطايع,,thnwy@ lmlH bTy`,École,,Hadramawt,Ash Shihr,Al Hami,,,
way/714988317,مدرسة صلاح الدين الأيوبي الأساسية,,mdrs@ SlH ldyn l'ywby l'ssy@,École,,Hadramawt,Ash Shihr,Al Hami,,,
way/810207643,مدرسة الهدى,,mdrs@ lhd~,École,,Hadramawt,Ash Shihr,Al Hami,,,
way/810195928,روضة الحامي,,rwD@ lHmy,Jardin d'enfants,,Hadramawt,Ash Shihr,Al Hami,,,
way/810195927,مدرسة الفقيد أحمد سالمين عليو الأساسية,,mdrs@ lfqyd 'Hmd slmyn `lyw l'ssy@,École,,Hadramawt,Ash Shihr,Al Hami,,,
node/8370870617,كلية المجتمع سقطرى,,kly@ lmjtm` sqTr~,Collège / Institut,,Socotra,Hadibu,Hadibu,12.6496037,54.0131072,
node/8370868718,كلية التربية سقطرى,,kly@ ltrby@ sqTr~,Collège / Institut,,Socotra,Hadibu,Hadibu,12.6489762,54.0108287,
node/8375295417,مدرسة علي بن ابي طالب,,mdrs@ `ly bn by Tlb,École,,Socotra,Hadibu,Hadibu,12.601813,53.8572588,
relation/17538873,مدرسة 30 نوفمبر,,mdrs@ 30 nwfmbr,École,,Shabwah,Bayhan,Al-Olya,,,
node/8568262918,المحفد,Al Mahfad,Al Mahfad,École,,Abyan,Al Mahfad,Al Mahfad,14.0640437,46.9157508,
node/8757531848,مدرسة رضوم,,mdrs@ rDwm,École,,Shabwah,Radum,Radum,14.0908613,47.7302938,
node/11254662720,مدرسة الظهرة,,mdrs@ lZhr@,École,,Hadramawt,Yab'uth,Yab'uth,14.665699,47.7635792,
node/8538601458,ثانوية عمد,,thnwy@ `md,École,,Hadramawt,Amd,Amd,15.2913985,47.9668933,
way/1348452597,مدرسة حشوة الاساسية,,mdrs@ Hshw@ lssy@,École,,Hadramawt,Rakhyah,Rakhyah,,,
node/3030038018,مدرسة عذبان,,mdrs@ `dhbn,École,,Ma'rib,Harib,Al Ashraf,14.9372438,45.5032974,
node/3030005221,مدرسة النور للبنات,Alnour School for girls,Alnour School for girls,École,,Ma'rib,Harib,Al Ashraf,14.9318259,45.5039834,
node/3030216039,مدرسة الثورة الأساسية,,mdrs@ lthwr@ l'ssy@,École,,Ma'rib,Harib,Al Ashraf,14.9334552,45.4992446,
node/3030005222,مدرسة الثورة الثانوية,Althwrah School,Althwrah School,École,,Ma'rib,Harib,Al Ashraf,14.9320812,45.4986291,
node/8484069924,مدرسة الزهراء,,mdrs@ lzhr,École,,Ma'rib,Harib,Jaradha,14.9793685,45.4860072,
node/8484047721,المعهد التقني الصناعي,,lm`hd ltqny lSn`y,Université,,Ma'rib,Harib,Aal Aqil,14.9749445,45.4583528,
node/8484109350,مدرسة جعدر,,mdrs@ j`dr,École,,Ma'rib,Harib,Aal Abu Tuhayf,14.999621,45.5446447,
node/11087463228,مدرسة التعاون ال عقيل,,mdrs@ lt`wn l `qyl,École,,Ma'rib,Harib,Aal Aqil,15.0054011,45.5188835,
node/12716264245,مدرسة القويم 2,,mdrs@ lqwym 2,École,,Ma'rib,Harib,Al Qawim,14.9124701,45.28083,
node/12716263139,مدرسة القويم,,mdrs@ lqwym,École,,Ma'rib,Harib,Al Qawim,14.91534,45.2800199,
node/11599546269,مدرسة الطارف الاساسية,,mdrs@ lTrf lssy@,École,,Ma'rib,Jabal Murad,Jabal Murad,15.0200519,45.1942731,
node/6712522986,مدرسة النور الاساسية,,mdrs@ lnwr lssy@,École,,Ma'rib,Ma'rib City,Al Ashraf,15.449172,45.3572606,
node/8456568038,جامعة سبأ,,jm`@ sb',Université,,Ma'rib,Ma'rib City,Al Ashraf,15.4615106,45.3159552,
node/5340528244,مدرسة حمزه بن عبدالمطلب,,mdrs@ Hmzh bn `bdlmTlb,École,,Ma'rib,Ma'rib City,Al Ashraf,15.442378,45.3454768,
node/2591810037,مدرسة ابو بكر الصديق,,mdrs@ bw bkr lSdyq,École,,Ma'rib,Ma'rib,Aal Fujayh,15.4483637,45.3989177,
node/5407378886,مدرسة ال عقار,,mdrs@ l `qr,École,,Ma'rib,Ma'rib,Aal Rashid Munif,15.4501841,45.4229506,
node/5524285122,مدرسة صلاح الدين الايوبي بالفضي آل عنيج,salah al deen alayoby school,salah al deen alayoby school,École,,Ma'rib,Ma'rib,Aal Shabwan,15.5658039,45.4009658,
node/4354453190,مدرسة الشهيد الوزير,,mdrs@ lshhyd lwzyr,École,,Sana'a,Bani Hushaysh,Eyal Malik,15.5038851,44.4125885,
way/1029095535,مدرسة النزاري,,mdrs@ lnzry,École,,Sana'a City,As Sab'in,As Sab'in,,,
node/7012029785,مدرسة النزاري,,mdrs@ lnzry,École,,Sana'a City,As Sab'in,As Sab'in,15.3124509,44.2288603,
node/5164066422,مركز المبدعون للهندسة,MC4eng,MC4eng,Collège / Institut,,Sana'a City,As Sab'in,As Sab'in,15.3071706,44.2421216,
node/8400972917,مدرسة المؤيد,,mdrs@ lmw'yd,École,,Sana'a City,As Sab'in,As Sab'in,15.3048053,44.2525047,
node/5204761122,مركز المبدعون للهندسة,mc4eng,mc4eng,Collège / Institut,,Sana'a City,As Sab'in,As Sab'in,15.3034311,44.241302,
node/8285675217,معهد تايدي,,m`hd tydy,Collège / Institut,,Sana'a City,As Sab'in,As Sab'in,15.3035926,44.2357128,
node/7669719088,مدرسة سهيل اليمن,,mdrs@ shyl lymn,École,,Sana'a City,As Sab'in,As Sab'in,15.3004684,44.2320029,
node/5176505323,مدراس السهيل الاهلية,,mdrs lshyl lhly@,Jardin d'enfants,,Sana'a City,As Sab'in,As Sab'in,15.2993735,44.2287779,
node/8395478475,مدرسة القادسية,,mdrs@ lqdsy@,École,,Sana'a City,As Sab'in,As Sab'in,15.3067334,44.2292012,
way/1029096313,مدرسة جويرية بنت الحارث,,mdrs@ jwyry@ bnt lHrth,École,,Sana'a City,As Sab'in,As Sab'in,,,
node/760300086,مدرسة زيد بن حارثه الاساسيه,ZAID SCHOOL,ZAID SCHOOL,École,,Sana'a City,As Sab'in,As Sab'in,15.3093117,44.2356321,
node/6983385815,مدرسة النباء الاهلية فرع البنين,Alnaba'a Private school,Alnaba'a Private school,École,,Sana'a City,As Sab'in,As Sab'in,15.3114599,44.2396374,
node/760342468,مدرسه الفلاح,,mdrsh lflH,École,,Sana'a City,As Sab'in,As Sab'in,15.3113051,44.2364918,
node/1502021939,مدرسة جويرية بنت الحارث,,mdrs@ jwyry@ bnt lHrth,École,,Sana'a City,As Sab'in,As Sab'in,15.3081836,44.2328839,
node/8589851619,٢٢ مايو,,22 myw,École,,Al Hodeidah,At Tuhayta,Al Matinah,13.9182049,43.2050962,
node/8589857321,داود بن حجر,,dwd bn Hjr,École,,Al Hodeidah,Al Khukhah,Dawbalah,13.8386964,43.2408303,
node/8589857617,النور,,lnwr,École,,Al Hodeidah,Al Khukhah,Dawbalah,13.8598236,43.2417055,
node/8589857618,الفتح,,lftH,École,,Al Hodeidah,Al Khukhah,Dawbalah,13.8796019,43.2408677,
node/8589849030,السبيعة,,lsby`@,École,,Al Hodeidah,Al Khukhah,Al Khawkhah,13.8111024,43.2746367,
node/8589857322,الثغر,,lthGr,École,,Al Hodeidah,Al Khukhah,Dawbalah,13.8122466,43.2497725,
node/8589857323,٢٢ مايو,,22 myw,École,,Al Hodeidah,Al Khukhah,Dawbalah,13.8106913,43.24957,
node/8589856520,محمد ادريس,,mHmd drys,École,,Al Hodeidah,Al Khukhah,Al Khawkhah,13.8032499,43.2524342,
node/8589849128,الطليعة,,lTly`@,École,,Al Hodeidah,Al Khukhah,Al Khawkhah,13.8048908,43.2496827,
node/8589849029,الفاروق,,lfrwq,École,,Al Hodeidah,Al Khukhah,Dawbalah,13.8148402,43.2403862,
node/8589851620,عمر ابن الخطاب,,`mr bn lkhTb,École,,Al Hodeidah,Al Khukhah,Al Omaysi,13.7672052,43.259549,
node/8589849032,الخير,,lkhyr,École,,Al Hodeidah,Al Khukhah,Al Omaysi,13.7115783,43.2812711,
node/8589849126,موشج,,mwshj,École,,Al Hodeidah,Al Khukhah,Al Omaysi,13.7180145,43.281169,
node/8589849033,دار الشجاع,,dr lshj`,École,,Ta'iz,Al Makha,Az Zahari,13.5939138,43.3162456,
node/8589858217,حصيب الملك,,HSyb lmlk,École,,Ta'iz,Al Makha,Az Zahari,13.5193398,43.2711511,
node/8589849034,الزهاري,,lzhry,École,,Ta'iz,Al Makha,Az Zahari,13.5571537,43.2754156,
node/8589849125,الشاذلية,,lshdhly@,École,,Ta'iz,Al Makha,Az Zahari,13.5261171,43.3940017,
node/8589849124,البواكر,,lbwkr,École,,Ta'iz,Al Makha,Az Zahari,13.5195184,43.3641195,
node/8589856521,القعطبية للتاكد,,lq`Tby@ lltkd,École,,Ta'iz,Al Makha,Az Zahari,13.4601101,43.2705822,
node/8589856522,القعطبية,,lq`Tby@,École,,Ta'iz,Al Makha,Az Zahari,13.4619514,43.2729179,
node/8589849129,خديجة بنت خويلد,,khdyj@ bnt khwyld,École,,Ta'iz,Al Makha,Az Zahari,13.4460228,43.2704997,
node/4727521471,محمد علي ابراهيم,,mHmd `ly brhym,École,,Ta'iz,Al Makha,Az Zahari,13.4467746,43.2706528,
node/4727521472,Female School,,Female School,École,,Ta'iz,Al Makha,Az Zahari,13.4464315,43.2709345,
node/8589857318,الهليبي,,lhlyby,École,,Ta'iz,Al Makha,Al Makha,13.3628327,43.2685084,
node/8589849123,الهليبي,,lhlyby,École,,Ta'iz,Al Makha,Al Makha,13.3629593,43.2684918,
node/8589849121,عائشة السروري,,`y'sh@ lsrwry,École,,Ta'iz,Al Makha,Al Makha,13.2913388,43.2647618,
node/8589849025,الشاذلي,,lshdhly,École,,Ta'iz,Al Makha,Al Makha,13.3244648,43.248226,
node/8589851618,حمود الدخين,,Hmwd ldkhyn,École,,Ta'iz,Al Makha,Al Makha,13.3205428,43.2589226,
node/8589859417,النورس,,lnwrs,Jardin d'enfants,,Ta'iz,Al Makha,Al Makha,13.3207405,43.258912,
node/8589849023,السعيدة,,ls`yd@,École,,Ta'iz,Al Makha,Al Makha,13.313487,43.2523209,
node/5053123382,As Sa'eed Mixed Primary School,,As Sa'eed Mixed Primary School,École,,Ta'iz,Al Makha,Al Makha,13.3129914,43.2524527,
node/5053123363,مدرسة الكويت الأساسية,,mdrs@ lkwyt l'ssy@,École,,Ta'iz,Al Makha,Al Makha,13.3163835,43.2484297,
node/8589856517,الزهراء,,lzhr,École,,Ta'iz,Al Makha,Al Makha,13.3155206,43.2533776,
node/8589849024,الكويت,,lkwyt,École,,Ta'iz,Al Makha,Al Makha,13.3180203,43.2445718,
way/1212095782,مدرسة المصعد,,mdrs@ lmS`d,École,,Lahj,Al Maqatirah,As Sud,,,
way/1212095783,مدرسة نجد كربة,,mdrs@ njd krb@,École,,Lahj,Al Maqatirah,An Najishah,,,
way/1243586124,مدرسة النجاح الأصابح,,mdrs@ lnjH l'SbH,École,,Ta'iz,Ash Shamayatayn,Al Asabih,,,
way/979484359,مدرسة التعاون حجرين,,mdrs@ lt`wn Hjryn,École,,Ta'iz,Al Ma'afer,Al Jibzyah,,,
way/979473917,مدرسة الأنوار الأساسية والثانوية بالميسار,,mdrs@ l'nwr l'ssy@ wlthnwy@ blmysr,École,,Ta'iz,Al Ma'afer,Ash Sh'ubah,,,
way/717481108,عمر المختار,Omar Almokhtar,Omar Almokhtar,École,,Ta'iz,Dimnat Khadir,Khadir Al Silmi,,,
node/6246546485,مدرسة النصر للبنات,Al Nasr Girls School,Al Nasr Girls School,École,,Ta'iz,Dimnat Khadir,Khadir Al Silmi,13.4543216,44.1809388,
way/758536035,مدرسة اسماء للبنات,,mdrs@ sm llbnt,École,,Ta'iz,Al Misrakh,Arsh,,,
way/765434116,مدرسة 26,,mdrs@ 26,École,,Ta'iz,Al Misrakh,Arsh,,,
way/766915413,مدرسة العهد الجديد,,mdrs@ l`hd ljdyd,École,,Ta'iz,Al Misrakh,Arsh,,,
way/767876436,مدرسة العهد الجديد,,mdrs@ l`hd ljdyd,École,,Ta'iz,Al Misrakh,Arsh,,,
node/10154797428,مدرسة المثنى بن حارثة,,mdrs@ lmthn~ bn Hrth@,École,,Ta'iz,Maqbanah,Al Fakikah,13.4550728,43.7805176,
node/7725145525,مدرسة الوحدة,,mdrs@ lwHd@,École,,Ta'iz,Mawza',Al Awashqah,13.3828979,43.6482525,
node/7725197253,مدرسة الشهداء,,mdrs@ lshhd,École,,Ta'iz,Mawza',Al Awashqah,13.3129,43.7336,
node/7725205467,مدرسة الشهيد زيد عون,,mdrs@ lshhyd zyd `wn,École,,Ta'iz,Mawza',Al Awashqah,13.3558842,43.6212158,
node/7725213103,مدرسة اليرموك,,mdrs@ lyrmwk,École,,Ta'iz,Al Makha,Al Mashalihah,13.3201396,43.5398483,
node/8589857319,الزقيرية,,lzqyry@,École,,Ta'iz,Al Makha,Al Mashalihah,13.2912021,43.4718577,
node/8589857417,السلام,,lslm,École,,Ta'iz,Al Makha,Al Mashalihah,13.273136,43.4538414,
node/8589849027,مدرسة النور,,mdrs@ lnwr,École,government,Ta'iz,Al Makha,Al Mashalihah,13.2938779,43.4432929,المخاء
node/7725171859,مدرسة 26 سبتمبر,,mdrs@ 26 sbtmbr,École,,Ta'iz,Mawza',Al Ahmul,13.4651105,43.4935212,
node/8589857317,الباقرية,,lbqry@,École,,Ta'iz,Al Makha,Az Zahari,13.4901596,43.4197001,
node/8589856519,صلاح الدين,,SlH ldyn,École,,Ta'iz,Al Makha,Az Zahari,13.4966556,43.4392275,
node/8589849026,الجيل الجديد,,ljyl ljdyd,École,,Ta'iz,Al Makha,Az Zahari,13.498134,43.4415939,
node/7725192272,مدرسة 12 يونيو,,mdrs@ 12 ywnyw,École,,Ta'iz,Al Makha,Az Zahari,13.4907051,43.4636191,
node/8589856518,جوفين,,jwfyn,École,,Ta'iz,Al Makha,Az Zahari,13.5417088,43.418991,
node/7811767104,مدرسة الأمل,,mdrs@ l'ml,École,,Ta'iz,Maqbanah,Al Fakikah,13.4874589,43.7987137,
node/7985582640,مدرسة 26 سبتمبر,,mdrs@ 26 sbtmbr,École,,Ibb,Far' Al Odayn,Al Aqibah,13.9171688,43.7235549,
way/1299186869,مدرسه الخنساء بتات اساسي وثانوي,,mdrsh lkhns btt ssy wthnwy,École,,Ta'iz,Shar'ab Ar Rawnah,Al Hayajim,,,
way/1299186907,مدرسه النشء الجديد,,mdrsh lnsh ljdyd,École,,Ta'iz,Shar'ab Ar Rawnah,Al Hayajim,,,
node/7672803872,مدرسة 22 مايو,,mdrs@ 22 myw,École,public,Ibb,Jiblah,Al Maktab,13.8984426,44.1591245,
node/7760594703,Girl School مدرسة خولة,,Girl School mdrs@ khwl@,École,,Ibb,Jiblah,Al Maktab,13.897673,44.1592846,
node/5792843990,مدرسة سعيد بن المسيب,,mdrs@ s`yd bn lmsyb,École,,Ibb,Dhi As Sufal,Khnwah,13.7643128,44.1633224,
node/9706384266,مدرسة الإمام الشوكاني,,mdrs@ lmm lshwkny,École,public,Ta'iz,At Ta'iziyah,Al Janadyah Al Olya,13.7470402,44.1059093,
node/5760514122,مدرسة سبأ,,mdrs@ sb',École,,Ibb,Dhi As Sufal,Khnwah,13.7553233,44.1333904,
node/11081329690,مدرسة الشموخ الأهلية,,mdrs@ lshmwkh l'hly@,École,private,Ta'iz,At Ta'iziyah,Ash Sha'banyah As Sufla,13.6005,44.0714227,تعز
node/6491962585,المعهد التقني الصناعي,,lm`hd ltqny lSn`y,Collège / Institut,,Ta'iz,At Ta'iziyah,Ash Sha'banyah As Sufla,13.5995101,44.0731767,
node/4466338189,عثمان بن عفان,,`thmn bn `fn,École,,Ta'iz,Sabir Al Mawadim,Al Adnah,13.5947463,44.078926,
node/4298024412,الجامعة اللبنانية الحديثة,,ljm`@ llbnny@ lHdyth@,Université,,Ta'iz,Salah,Salah,13.595066,44.063158,
node/5817006062,مدرسة زيد الموشكي للبنات,,mdrs@ zyd lmwshky llbnt,École,,Ta'iz,Al Qahirah,Al Qahirah,13.5913247,44.0217421,
node/12622792030,مدرسة أم القرى,,mdrs@ 'm lqr~,École,,Ta'iz,Al Qahirah,Al Qahirah,13.5914898,44.0234909,
node/4298022444,Alsaeed Islamic Science College,,Alsaeed Islamic Science College,Collège / Institut,,Ta'iz,Al Qahirah,Al Qahirah,13.589702,44.015522,
node/8079391323,جامعة العلوم والتكنولوجيا - تعز,,jm`@ l`lwm wltknwlwjy - t`z,Université,,Ta'iz,Al Mudhaffar,Al Mudhaffar,13.5829561,44.0010806,تعز
node/4298023657,Community College,,Community College,Collège / Institut,,Ta'iz,Al Mudhaffar,Al Mudhaffar,13.585497,43.9831427,
way/235549393,جامعة تعز,,jm`@ t`z,Université,,Ta'iz,Al Mudhaffar,Al Mudhaffar,,,
node/6793725194,مدرسة البراء بن مالك,AL-Bra'a Bin Malek School,AL-Bra'a Bin Malek School,École,,Ta'iz,Sabir Al Mawadim,Birdad,13.4928408,43.9720156,
node/7888998691,مدرسة السلام زنم,,mdrs@ lslm znm,École,,Ta'iz,Al Misrakh,Sanamat,13.4795349,44.0272796,
node/6936517920,مدرسة القادسية,Al `qadesya,Al `qadesya,École,,Ta'iz,Al Misrakh,Sanamat,13.4859072,44.0225324,
node/6936517846,معهد البيحاني,baaees,baaees,École,,Ta'iz,Al Misrakh,Sanamat,13.489881,44.0324674,
node/7889011173,مدرسة الجنيد,,mdrs@ ljnyd,École,,Ta'iz,Al Misrakh,Sanamat,13.4861213,44.0306347,
node/10815435005,14 أكتوبر الأساسية للبنات,,14 'ktwbr l'ssy@ llbnt,École,,Ta'iz,Sabir Al Mawadim,Al Mawadim,13.5629358,44.0285736,
way/235551161,مدرسة الثلايا الاساسيه,,mdrs@ lthly lssyh,École,,Ta'iz,Al Qahirah,Al Qahirah,,,
way/235551162,مدرسة الفاروق الثانوي - بنين,,mdrs@ lfrwq lthnwy - bnyn,École,,Ta'iz,Al Qahirah,Al Qahirah,,,
way/235551467,ثانوية تعز الكبرى,,thnwy@ t`z lkbr~,École,,Ta'iz,Al Qahirah,Al Qahirah,,,
node/4811118426,مدرسة ناصر النموذجية,,mdrs@ nSr lnmwdhjy@,École,,Ta'iz,Al Qahirah,Al Qahirah,13.5747978,44.01491,
node/10132787542,جامعة الجند للعلوم والتكنولوجيا,,jm`@ ljnd ll`lwm wltknwlwjy,Université,,Ta'iz,Al Mudhaffar,Al Mudhaffar,13.5774715,44.0093869,
node/10132812017,مدرسة طيبة,,mdrs@ Tyb@,École,,Ta'iz,Al Qahirah,Al Qahirah,13.5851091,44.0165173,
node/2817366326,مدرسة الصديق الأساسية والثانوية,,mdrs@ lSdyq l'ssy@ wlthnwy@,École,,Ta'iz,Al Qahirah,Al Qahirah,13.5878192,44.0176291,
way/277208200,مدرسة الصديق الأساسية والثانوية,,mdrs@ lSdyq l'ssy@ wlthnwy@,École,,Ta'iz,Al Qahirah,Al Qahirah,,,
node/1461464510,مدرسة الشعب الثانوية,Shaab School,Shaab School,École,,Ta'iz,Al Qahirah,Al Qahirah,13.5783345,44.0214381,
way/235550517,مدرسة صلاح الدين الاساسبه - بنات,,mdrs@ SlH ldyn lssbh - bnt,École,,Ta'iz,Salah,Salah,,,
way/235550483,جامعة تعز - كلية الطب,,jm`@ t`z - kly@ lTb,Université,,Ta'iz,Al Qahirah,Al Qahirah,,,
way/117965663,مدرسة عمار بن ياسر الاساسية -  بنين,,mdrs@ `mr bn ysr lssy@ -  bnyn,École,,Ta'iz,Salah,Salah,,,
node/4298024865,جامعة العلوم والتكولوجيا,Science And Technology University,Science And Technology University,Université,,Ta'iz,Salah,Salah,13.586226,44.039254,
node/2817414127,مدرسة سبأ للبنات,,mdrs@ sb' llbnt,École,,Ta'iz,Salah,Salah,13.5850679,44.0393036,
node/4298025317,مدرسة 22 مايو,,mdrs@ 22 myw,École,,Ta'iz,Salah,Salah,13.58777,44.04243,
way/279818234,Mohammed Ali Othman School,,Mohammed Ali Othman School,École,,Ta'iz,Salah,Salah,,,
node/1461473527,مدرسة محمد علي عثمان الاهلية,,mdrs@ mHmd `ly `thmn lhly@,École,,Ta'iz,Salah,Salah,13.5744028,44.0356752,
node/1461474645,مدارس جيل الامجاد,,mdrs jyl lmjd,École,,Ta'iz,Salah,Salah,13.5749629,44.0322752,
node/1461475037,مدارس الرياده الاهلية,,mdrs lrydh lhly@,École,,Ta'iz,Salah,Salah,13.5746257,44.0327504,
node/1461420922,مجمع الكويت الاساسي الثانوي,,mjm` lkwyt lssy lthnwy,École,,Ta'iz,Salah,Salah,13.5703249,44.0305361,
node/700236904,المدرسة الحديثة,Modern Education School,Modern Education School,École,,Ta'iz,Salah,Salah,13.569113,44.031302,
node/1461598875,مدرسة الخنساء الاساسية - بنات,,mdrs@ lkhns lssy@ - bnt,École,,Ta'iz,Salah,Salah,13.5689368,44.0320861,
way/277209281,Yemen Interactive School,,Yemen Interactive School,École,,Ta'iz,Salah,Salah,,,تعز
node/2840084294,المدرسة التفاعلية اليمنية,Yemen interactive school,Yemen interactive school,École,,Ta'iz,Salah,Salah,13.567981,44.0384541,
way/277208651,مدرسة أسماء للبنات,,mdrs@ 'sm llbnt,École,,Ta'iz,Salah,Salah,,,
node/7441625085,اجيال السعيدة,,jyl ls`yd@,École,,Ta'iz,Salah,Salah,13.5669699,44.0312414,
node/1461600386,مدرسة عقبة بن نافع الاساسية,,mdrs@ `qb@ bn nf` lssy@,École,,Ta'iz,Sabir Al Mawadim,Al Mawadim,13.5653491,44.0298115,
node/6343026120,مدرسة النصر النموذجية,Alnasr school,Alnasr school,École,,Ta'iz,Mawiyah,Khadir Al Burihi,13.5801815,44.2237473,
node/6491962285,مدرسة القرناح الاساسية,,mdrs@ lqrnH lssy@,École,,Ta'iz,Mawiyah,Issrar,13.5841326,44.2939642,
node/6172842494,كلية التربية,,kly@ ltrby@,Collège / Institut,,Ad Dali',Ad Dali',Ad Dali',13.7087766,44.7328987,
node/6604549608,معهد هايبراو للتدريب والتأهيل,,m`hd hybrw lltdryb wlt'hyl,École,,Ad Dali',Ad Dali',Ad Dali',13.7063128,44.7335272,
node/6604551885,معهد teach me للتدريب والتأهيل,,m`hd teach me lltdryb wlt'hyl,École,,Ad Dali',Ad Dali',Ad Dali',13.7067281,44.733433,
node/6172848885,مدرسة صالح قاسم للبنات,,mdrs@ SlH qsm llbnt,École,,Ad Dali',Ad Dali',Ad Dali',13.705201,44.7350842,
node/6172846486,ثانوية عائشة للبنات,,thnwy@ `y'sh@ llbnt,École,,Ad Dali',Ad Dali',Ad Dali',13.7051671,44.7348437,
node/6172847493,مدرسة الجريذي للبنيين,,mdrs@ ljrydhy llbnyyn,École,,Ad Dali',Ad Dali',Ad Dali',13.7056933,44.7348244,
node/7770349085,مدرسة ١٤ اكتوبر,14 October school,14 October school,École,,Ad Dali',Qa'tabah,Qa'tabah,13.850069,44.6995266,
node/7434458986,مدرسة الشهيد حزام,,mdrs@ lshhyd Hzm,École,,Ad Dali',Qa'tabah,Qa'tabah,13.8554464,44.7020426,
node/7434458985,مدرسة الرويشان,,mdrs@ lrwyshn,École,,Ad Dali',Qa'tabah,Qa'tabah,13.8533504,44.700547,
node/4654147692,ثانوية العبادي,,thnwy@ l`bdy,École,,Ad Dali',Ash Shu'ayb,Ash Shu'ayb,13.829871,44.8674668,
node/5081804121,ملعب ثانوية العبادي,,ml`b thnwy@ l`bdy,École,,Ad Dali',Ash Shu'ayb,Ash Shu'ayb,13.8298702,44.8674945,
node/5037485423,ثانوية العبادي,,thnwy@ l`bdy,École,,Ad Dali',Ash Shu'ayb,Ash Shu'ayb,13.8297965,44.8677756,
way/1392737629,مدرسة شوبل,,mdrs@ shwbl,École,,Ad Dali',Ash Shu'ayb,Ash Shu'ayb,,,
node/10134869016,ثانوية الفقيد علي أسعد المصري,,thnwy@ lfqyd `ly 's`d lmSry,École,,Ad Dali',Ash Shu'ayb,Ash Shu'ayb,13.8566405,44.8186284,
node/4325268092,ثانوية الفقيد علي اسعد المصري,Ali Asaad Almasri high school Al Madu,Ali Asaad Almasri high school Al Madu,École,,Ad Dali',Ash Shu'ayb,Ash Shu'ayb,13.8517957,44.8201074,
node/4549310893,ثانوية الفقيد علي اسعد المصري المضو,ali Asaad almasri high school,ali Asaad almasri high school,École,,Ad Dali',Ash Shu'ayb,Ash Shu'ayb,13.8478166,44.8116945,
node/5345022821,مدرسة,,mdrs@,École,,Ad Dali',Ash Shu'ayb,Ash Shu'ayb,13.8004172,44.8690928,
node/6172847501,مدرسة أساسية,,mdrs@ 'ssy@,École,,Ad Dali',Ad Dali',Ad Dali',13.6995356,44.7284331,
node/8215566120,مدرسة الثورة الثانوية,,mdrs@ lthwr@ lthnwy@,École,,Ta'iz,Dimnat Khadir,Khadir Al Badu,13.3768413,44.2975617,
node/8740465017,مدرسة سكينة للبنات,,mdrs@ skyn@ llbnt,École,,Ta'iz,Dimnat Khadir,Khadir Al Badu,13.377542,44.2969224,
node/8740379417,مدرسة الثوره الأساسية,,mdrs@ lthwrh l'ssy@,École,,Ta'iz,Dimnat Khadir,Khadir Al Badu,13.3784968,44.3012181,
node/9063476893,نموذجية السلام,,nmwdhjy@ lslm,École,,Lahj,Al Qubaytah,Al Yusufayn,13.3083039,44.33775,
way/842324510,مدرسة الفلاح غليبة اعبوس,,mdrs@ lflH Glyb@ `bws,École,,Ta'iz,Hayfan,Al Aghabirah,,,
node/4564848389,مدرسه الزبير ماره الشويفه,,mdrsh lzbyr mrh lshwyfh,École,,Ta'iz,Dimnat Khadir,Ash Shuwayfah,13.3379903,44.3153474,
node/5392775208,مدرسة العلاء,,mdrs@ l`l,École,,Ta'iz,As Silw,Adh Dhahrin,13.3459732,44.2394084,
