id_etablissement,nom_etablissement,nom_en,nom_translit,type_etablissement,statut_operateur,gouvernorat_region,district,sous_district,latitude,longitude,ville
node/5878121448,كلية الهندسة,,kly@ lhnds@,Collège / Institut,,Sana'a City,As Sab'in,As Sab'in,15.3264336,44.1848757,
way/827493201,جامعة الملكة أروى,,jm`@ lmlk@ 'rw~,Université,,Sana'a City,As Sab'in,As Sab'in,,,صنعاء
node/7725482369,الكلية الطبية,,lkly@ lTby@,Collège / Institut,,Sana'a City,As Sab'in,As Sab'in,15.3260063,44.1849148,
node/5878121447,الجامعة العربية للعلوم التقنية,Arabic Univercity for Technical Science,Arabic Univercity for Technical Science,Université,,Sana'a City,As Sab'in,As Sab'in,15.3260568,44.18674,
node/5878121444,مدرسة وديان حدة,,mdrs@ wdyn Hd@,École,,Sana'a City,As Sab'in,As Sab'in,15.3277566,44.1859798,
node/10624927336,مدارس الأمجاد الأهلية الدولية,,mdrs l'mjd l'hly@ ldwly@,École,,Sana'a City,As Sab'in,As Sab'in,15.3281454,44.188362,صنعاء
node/12587743573,مدارس أبجد 2,,mdrs 'bjd 2,École,,Sana'a City,As Sab'in,As Sab'in,15.3283827,44.19066,صنعاء
node/5778994977,مدرسة الأنفال,Alanfal school,Alanfal school,École,,Sana'a City,As Sab'in,As Sab'in,15.3293772,44.1923278,
node/12587743571,مدرسة المؤتمن,,mdrs@ lmw'tmn,École,,Sana'a City,As Sab'in,As Sab'in,15.330026,44.1912967,صنعاء
node/4298021968,مدارس الإقبال الأهلية الحديثة,,mdrs lqbl l'hly@ lHdyth@,École,,Sana'a City,As Sab'in,As Sab'in,15.3304194,44.1915392,صنعاء
way/308606634,مدرسة ابن ماجد,,mdrs@ bn mjd,École,,Sana'a City,As Sab'in,As Sab'in,,,
way/104407782,مدرسة خولة للبنات,,mdrs@ khwl@ llbnt,École,,Sana'a City,As Sab'in,As Sab'in,,,
node/12584732528,مدارس صروح التربية الحديثة,,mdrs SrwH ltrby@ lHdyth@,École,,Sana'a City,As Sab'in,As Sab'in,15.3298544,44.1946276,صنعاء
node/4813981222,معهد مالي للغات,Mali institute,Mali institute,École,,Sana'a City,As Sab'in,As Sab'in,15.3299972,44.1963783,
node/6479016952,مدرسة المستقبل الدولية,,mdrs@ lmstqbl ldwly@,École,,Sana'a City,As Sab'in,As Sab'in,15.328489,44.1975483,صنعاء
node/11367283161,كلية الهندسة وعلوم الحاسوب جامعة الناصر,,kly@ lhnds@ w`lwm lHswb jm`@ lnSr,Collège / Institut,,Sana'a City,As Sab'in,As Sab'in,15.3269662,44.199882,
node/10649030366,جامعة سبأ- عمادة الدراسات العليا,,jm`@ sb'- `md@ ldrst l`ly,Collège / Institut,,Sana'a City,As Sab'in,As Sab'in,15.3276091,44.1976104,
node/7014822385,معهد ساي للغات,,m`hd sy llGt,École,,Sana'a City,As Sab'in,As Sab'in,15.325214,44.199401,
way/231406905,مدرسة الشهيد الطيار محمد الديلمي الأساسية,,mdrs@ lshhyd lTyr mHmd ldylmy l'ssy@,École,,Sana'a City,As Sab'in,As Sab'in,,,
node/5878121457,مدارس حدة الحديثة,,mdrs Hd@ lHdyth@,École,,Sana'a City,As Sab'in,As Sab'in,15.3216453,44.197669,
node/4957875929,الجامعة الإماراتية,Emirates University,Emirates University,Université,,Sana'a City,As Sab'in,As Sab'in,15.3123961,44.1859984,
node/13466614720,المدرسة التأسيسية الأهلية,,lmdrs@ lt'sysy@ l'hly@,École,,Sana'a City,As Sab'in,As Sab'in,15.3251128,44.1865692,
node/7725482380,مبنى الإدارة الرئيسي لجامعة الملكة أروى,,mbn~ ldr@ lry'ysy ljm`@ lmlk@ 'rw~,Collège / Institut,,Sana'a City,As Sab'in,As Sab'in,15.3257907,44.1860775,صنعاء
node/5266707426,الجامعة الماليزيا تونتك لتكنولوجيا,INTERNATIONAL UNIVERSITY FOR TECHNOLOGY TWINTECH,INTERNATIONAL UNIVERSITY FOR TECHNOLOGY TWINTECH,Collège / Institut,,Sana'a City,As Sab'in,As Sab'in,15.3002476,44.1715699,
node/9929107617,مدرسة منارات صنعاء,,mdrs@ mnrt Sn`,École,,Sana'a City,As Sab'in,As Sab'in,15.3019069,44.1688412,
node/4954926123,معهد A2Z لتعليم اللغة الانجليزية,A2Z English Institute,A2Z English Institute,École,,Sana'a City,As Sab'in,As Sab'in,15.2986011,44.1783151,
node/4990833738,مدرسة العلوم الحديثة,,mdrs@ l`lwm lHdyth@,École,,Sana'a City,As Sab'in,As Sab'in,15.2981889,44.186319,
node/4990833737,مركز اعادة تأهيل الأطفال,,mrkz `d@ t'hyl l'Tfl,Jardin d'enfants,,Sana'a City,As Sab'in,As Sab'in,15.2996577,44.1861677,
node/8383195517,مدارس الأمين الأهلية,,mdrs l'myn l'hly@,École,,Sana'a City,As Sab'in,As Sab'in,15.3042138,44.1907625,
node/5789120732,الجامعة الأردنية,Jordanian Univercity,Jordanian Univercity,Université,,Sana'a City,As Sab'in,As Sab'in,15.3043055,44.1868275,
node/4298024213,Kindergarten,Kindergarten,Kindergarten,Jardin d'enfants,,Sana'a City,As Sab'in,As Sab'in,15.304255,44.185596,
node/13452194220,المدرسة الماليزية الأولى,,lmdrs@ lmlyzy@ l'wl~,École,,Sana'a City,As Sab'in,As Sab'in,15.3015545,44.1793218,
node/9928749217,سكند مام حضانة ازاد,second mom,second mom,Jardin d'enfants,,Sana'a City,As Sab'in,As Sab'in,15.3036818,44.1809484,
node/13452194238,مدارس طلائع المعرفة,,mdrs Tly'` lm`rf@,École,,Sana'a City,As Sab'in,As Sab'in,15.307065,44.1799133,
node/13452194229,مدارس أبناء الوحدة الأهلية,,mdrs 'bn lwHd@ l'hly@,École,,Sana'a City,As Sab'in,As Sab'in,15.3083016,44.1793406,
node/13452194224,المدرسة البريطانية,,lmdrs@ lbryTny@,École,,Sana'a City,As Sab'in,As Sab'in,15.30881,44.1837716,
node/11274584683,المدارس اليمنية الحديثة فرع الثانوية (بنين),,lmdrs lymny@ lHdyth@ fr` lthnwy@ (bnyn),École,,Sana'a City,As Sab'in,As Sab'in,15.3097909,44.18997,
node/11054639864,مدارس اليمنية الحديثة فرع البنين ثانوي,,mdrs lymny@ lHdyth@ fr` lbnyn thnwy,École,,Sana'a City,As Sab'in,As Sab'in,15.3097792,44.1895332,
node/4690487996,مدارس ربى العلوم النموذجية,,mdrs rb~ l`lwm lnmwdhjy@,École,,Sana'a City,As Sab'in,As Sab'in,15.3093883,44.1896047,
node/7524076385,مدرسة أزال ( حدة),Azzal School,Azzal School,École,,Sana'a City,As Sab'in,As Sab'in,15.3066583,44.1910628,
node/7101986185,مدرسة برايت ستارز / مـدرسـة النجوم الساطعة,Bright Stars School BSS,Bright Stars School BSS,École,,Sana'a City,As Sab'in,As Sab'in,15.3053578,44.1883816,صنعاء
node/4549686089,مدرسة اليمان الدولية,,mdrs@ lymn ldwly@,École,,Sana'a City,As Sab'in,As Sab'in,15.3048787,44.1954689,صنعاء
node/261733782,مركز تدريب اللغة,,mrkz tdryb llG@,École,,Sana'a City,As Sab'in,As Sab'in,15.3074794,44.1971627,
node/12538695260,مدارس المدار,,mdrs lmdr,École,,Sana'a City,As Sab'in,As Sab'in,15.3076502,44.1972025,صنعاء
node/7294968596,مدرسة أزال,Madrasat Azal,Madrasat Azal,École,,Sana'a City,As Sab'in,As Sab'in,15.30764,44.19423,
node/6022377620,جامعة الحضارة,Civilization University,Civilization University,Université,,Sana'a City,As Sab'in,As Sab'in,15.3106484,44.1945529,
node/5200289521,مدرسة زيد الموشكي,,mdrs@ zyd lmwshky,École,,Sana'a City,As Sab'in,As Sab'in,15.3084866,44.1970867,
node/12538705811,روضة ومدرسة رؤيتي,,rwD@ wmdrs@ rw'yty,École,,Sana'a City,As Sab'in,As Sab'in,15.3071011,44.2009627,صنعاء
node/8420049878,مدارس اكسفورد شموخ اليمن التربوية,,mdrs ksfwrd shmwkh lymn ltrbwy@,École,,Sana'a City,As Sab'in,As Sab'in,15.3064009,44.2000642,صنعاء
node/622010230,مدرسة أكسفورد,Oxford School,Oxford School,École,,Sana'a City,As Sab'in,As Sab'in,15.305621,44.2000689,
node/12538695295,مدارس الدرب الأهلية,,mdrs ldrb l'hly@,École,,Sana'a City,As Sab'in,As Sab'in,15.3050692,44.1978449,صنعاء
node/5132058832,مدرسة شهداء السبعين,Shohdaa Alsabeen School,Shohdaa Alsabeen School,École,,Sana'a City,As Sab'in,As Sab'in,15.3019894,44.1994679,
node/4690536891,مدرسة جنة المواهب,,mdrs@ jn@ lmwhb,École,,Sana'a City,As Sab'in,As Sab'in,15.3020791,44.1979013,
node/4690487998,مدارس الدرب الأهلية,Al-Darb school,Al-Darb school,École,,Sana'a City,As Sab'in,As Sab'in,15.3030027,44.1982725,
node/8383195318,مدارس الجزيرة فرع البنين,,mdrs ljzyr@ fr` lbnyn,École,,Sana'a City,As Sab'in,As Sab'in,15.3043679,44.1925507,
node/4876517125,مدارس النبراس النموذجية,al-Nebras model school,al-Nebras model school,École,,Sana'a City,As Sab'in,As Sab'in,15.3020178,44.1927207,
node/4690487997,المدرسة البريطانية الدولية,,lmdrs@ lbryTny@ ldwly@,École,,Sana'a City,As Sab'in,As Sab'in,15.3023918,44.1944598,صنعاء
node/6410706985,مدارس ورياض سكند هوم,Second Home Model Nurseries & Schools,Second Home Model Nurseries & Schools,École,,Sana'a City,As Sab'in,As Sab'in,15.2994431,44.1922589,
node/6567298603,روضة وحضانة بيبي هاوس,,rwD@ wHDn@ byby hws,Jardin d'enfants,,Sana'a City,As Sab'in,As Sab'in,15.2995732,44.2017639,
node/4431850691,كيدز بلانت,Kids Planet,Kids Planet,École,,Sana'a City,As Sab'in,As Sab'in,15.2966886,44.2031607,
node/12279251582,جامعة الرشيد الذكية,,jm`@ lrshyd ldhky@,Université,,Sana'a City,As Sab'in,As Sab'in,15.2955319,44.1999437,
node/13452172360,رياض ومدارس المتحدة,,ryD wmdrs lmtHd@,École,,Sana'a City,As Sab'in,As Sab'in,15.2970748,44.1965631,
way/231405759,الجامعة اليمنية,Yemeni University,Yemeni University,Université,,Sana'a City,As Sab'in,As Sab'in,,,
node/4644799989,المدارس اليمنية الحديثة,Yemen modern school,Yemen modern school,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2935596,44.2011845,صنعاء
way/1089200534,الجامعة اللبنانية الدولية,Lebanese International University,Lebanese International University,Université,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,,,
node/5141016666,مدارس واحة اليمن,Oasis Yemen School,Oasis Yemen School,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2889234,44.1981335,
node/13473735301,روضة ومدرسة بن بوك,,rwD@ wmdrs@ bn bwk,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2900868,44.1957074,
node/13473730187,مدارس الجزيرة النموذجية للبنات,,mdrs ljzyr@ lnmwdhjy@ llbnt,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2886198,44.1879934,
node/13473730189,مدرسة الهادي,,mdrs@ lhdy,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2858281,44.1907293,
node/13452172386,مدرسة بصمتي,,mdrs@ bSmty,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2958925,44.1846474,
node/5043695721,مدرسة النصر حمر,,mdrs@ lnSr Hmr,École,,Sana'a,Al Haymah Ad Dakhiliyah,Al Jid'an,15.2171609,43.9026959,
node/6080667388,عمر بن عبدالعزيز,,`mr bn `bdl`zyz,École,,Sana'a,Al Haymah Ad Dakhiliyah,Bani Yusuf,15.2332485,43.7970331,
node/6080620986,مدرسة عمر بن عبدالعزيز,,mdrs@ `mr bn `bdl`zyz,École,,Sana'a,Al Haymah Ad Dakhiliyah,Bani Yusuf,15.2317852,43.7969487,
node/3804211975,مدرسة المطرح- بني إسحاق,,mdrs@ lmTrH- bny sHq,École,,Sana'a,Sa'fan,Bani Ishaq,15.0558057,43.6047922,
node/5678355324,مدرسة الجهارنة الكميم الحداء تنفيذ مشروع الاشغال العامة,,mdrs@ ljhrn@ lkmym lHd tnfydh mshrw` lshGl l`m@,École,,Dhamar,Al Hada,Al Kumaym,14.9623943,44.3630987,
node/8245834795,مدرسه. النور,,mdrsh. lnwr,École,,Sana'a,Sanhan wa Bani Bahlul,Ar Rub' Ash Sharqi,15.1237175,44.3622382,
node/8544134517,مستشفى سيان,,mstshf~ syn,Jardin d'enfants,,Sana'a,Sanhan wa Bani Bahlul,Ar Rub' Ash Sharqi,15.1758357,44.3304637,
node/9603291217,مدرسة المتفوقين,,mdrs@ lmtfwqyn,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2378634,44.2498335,
node/13469712991,مدارس رواد المجد النموذجية,,mdrs rwd lmjd lnmwdhjy@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2316128,44.2524952,
way/1346381474,مدرسة الحسين بن علي,,mdrs@ lHsyn bn `ly,École,public,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,,,
node/12452973136,مدرسة الحسين بن علي,,mdrs@ lHsyn bn `ly,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2303347,44.2504537,
node/13469712821,مدرسة عقبة بن نافع,,mdrs@ `qb@ bn nf`,École,,Sana'a,Sanhan wa Bani Bahlul,Ar Rub' Al Gharbi,15.2146414,44.2448106,
node/13467781804,مدرسة شهداء الأقصى,,mdrs@ shhd l'qS~,École,,Sana'a,Sanhan wa Bani Bahlul,Ar Rub' Al Gharbi,15.2409022,44.2098936,
node/13467781800,مدارس صنعاء الجديدة الدولية,,mdrs Sn` ljdyd@ ldwly@,École,,Sana'a,Sanhan wa Bani Bahlul,Ar Rub' Al Gharbi,15.2530105,44.211511,
node/13467781641,مدارس ضياء اليمن,,mdrs Dy lymn,École,,Sana'a,Sanhan wa Bani Bahlul,Ar Rub' Al Gharbi,15.2533883,44.2168701,
node/13469713087,مدرسة الشهيد محمد نجاد حمزة,,mdrs@ lshhyd mHmd njd Hmz@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2576529,44.2396662,
node/7101775889,مدرسة الرسالة,Al- Resalah School,Al- Resalah School,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.267063,44.2292994,
node/13469713203,مدارس منارات الإبداع الأهلية,,mdrs mnrt lbd` l'hly@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2676954,44.2238009,
node/13469713202,مدرسة المعارف الأهلية,,mdrs@ lm`rf l'hly@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2687537,44.2198312,
node/5689374923,مدارس شهداء السبعين,,mdrs shhd lsb`yn,École,,Sana'a,Sanhan wa Bani Bahlul,Ar Rub' Al Gharbi,15.2631721,44.2171094,
node/13467781566,مدارس الريادة الحديثة الأهلية,,mdrs lryd@ lHdyth@ l'hly@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2580565,44.2227414,
node/4349881794,مدرسة معاذ بن جبل,,mdrs@ m`dh bn jbl,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2747153,44.205463,
node/4690554889,عبدالله بن مسعود,,`bdllh bn ms`wd,École,,Sana'a City,As Sab'in,As Sab'in,15.2733608,44.2155031,
node/6424374185,مدرسة ظفار,Dhafar School,Dhafar School,École,,Sana'a City,As Sab'in,As Sab'in,15.2699547,44.2212743,
node/13469713207,مدارس أطياف اليمن الأهلية,,mdrs 'Tyf lymn l'hly@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2701897,44.22675,
node/6696040585,حي الشباب,,Hy lshbb,École,,Sana'a City,As Sab'in,As Sab'in,15.2714832,44.2238912,
node/8776297817,مدرسة الأمل الدولية,Al-Amal International School,Al-Amal International School,École,,Sana'a City,As Sab'in,As Sab'in,15.2754889,44.2248638,
way/776075058,مدارس الزيتونة الأهلية,,mdrs lzytwn@ l'hly@,École,,Sana'a City,As Sab'in,As Sab'in,,,صنعاء
node/4690536890,مدرسة المثنى,,mdrs@ lmthn~,École,,Sana'a City,As Sab'in,As Sab'in,15.2795204,44.222007,
node/12583232932,مدرسة الناصر للبنين,,mdrs@ lnSr llbnyn,École,,Sana'a City,As Sab'in,As Sab'in,15.2787317,44.2208516,صنعاء
node/12420501372,مدارس أم القرى,,mdrs 'm lqr~,École,,Sana'a City,As Sab'in,As Sab'in,15.2810802,44.2197743,
node/4761656821,الجامعة البريطانية,,ljm`@ lbryTny@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2834056,44.2100786,
node/4431880091,مدرسة طوكيو للبنات,Tokyo Girls School,Tokyo Girls School,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.286311,44.2117495,
node/4431880291,سما اليمن الدولية,Yemen's Sky inter.,Yemen's Sky inter.,École,,Sana'a City,As Sab'in,As Sab'in,15.2880718,44.2128825,
node/12621496386,مدارس رواد التكنولوجيا,,mdrs rwd ltknwlwjy,École,,Sana'a City,As Sab'in,As Sab'in,15.2871028,44.2209915,صنعاء
node/4533842289,معهد YES للغات والتدريب,The Yemeni International Institute,The Yemeni International Institute,École,,Sana'a City,As Sab'in,As Sab'in,15.2861147,44.2210275,
node/12621496383,مدارس الرضوان الأهلية,,mdrs lrDwn l'hly@,École,,Sana'a City,As Sab'in,As Sab'in,15.2867142,44.2196202,صنعاء
node/10951978777,كلية بلقيس اليمن للعلوم الصحية والتكنولوجيا,,kly@ blqys lymn ll`lwm lSHy@ wltknwlwjy,Collège / Institut,,Sana'a City,As Sab'in,As Sab'in,15.2847002,44.2231699,
node/12621500059,مدرسة ابن النفيس النموذجية,,mdrs@ bn lnfys lnmwdhjy@,École,,Sana'a City,As Sab'in,As Sab'in,15.2862692,44.2345467,صنعاء
way/1028096602,مدرسة الشهيد محمد يحيى العلفي,,mdrs@ lshhyd mHmd yHy~ l`lfy,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,,,صنعاء
node/12621500061,مدارس سما اليمن الدولية,,mdrs sm lymn ldwly@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.286816,44.2372272,صنعاء
node/13452127141,مدرسة العقيق,,mdrs@ l`qyq,École,,Sana'a City,As Sab'in,As Sab'in,15.2881308,44.2376907,
node/9177789717,مدارس الخليل الحديثة,,mdrs lkhlyl lHdyth@,École,,Sana'a City,As Sab'in,As Sab'in,15.2869272,44.2325469,
node/12299737947,مدرسة الجامعة,,mdrs@ ljm`@,École,,Sana'a City,As Sab'in,As Sab'in,15.2928929,44.2363674,
node/13452127010,مدارس أمل الأمة الأهلية,,mdrs 'ml l'm@ l'hly@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2896081,44.2455402,
node/13452078598,مدارس عمان الأهلية,,mdrs `mn l'hly@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.289568,44.2468357,
node/9944898717,مدرسة صفية بنت عبد المطلب,SAFYH BENT ABD ALMTALEB,SAFYH BENT ABD ALMTALEB,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2894436,44.2444609,صنعاء
node/13452127016,مدارس جيل الحكمة التربوية,,mdrs jyl lHkm@ ltrbwy@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2855784,44.2463341,
node/13452078587,مدارس الهمم العالية,,mdrs lhmm l`ly@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2844464,44.2511702,
node/7982417985,مدرسة طريق النجاح,,mdrs@ Tryq lnjH,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2771285,44.2472648,
node/13452127107,مدارس الأندلس الأهلية,,mdrs l'ndls l'hly@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2779819,44.244592,
node/13452078572,مدرسة ماريا القبطية,,mdrs@ mry lqbTy@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2763867,44.2428043,
node/13452078576,جامعة الأندلس فرع الطالبات,,jm`@ l'ndls fr` lTlbt,Université,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2765989,44.2418173,
node/13452078571,مدرسة التكنولوجيا,,mdrs@ ltknwlwjy,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2768318,44.241474,
node/13452127035,مدارس الامتياز الحديثة,,mdrs lmtyz lHdyth@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2795899,44.2433207,
node/13452078579,مدارس أحباب الرحمن,,mdrs 'Hbb lrHmn,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2806029,44.2419286,
node/13452127069,مدرسة سعد بن معاذ الأساسية للبنين,,mdrs@ s`d bn m`dh l'ssy@ llbnyn,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2825033,44.2399156,
node/13452127041,مدارس القيم الأهلية,,mdrs lqym l'hly@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2798086,44.2353116,
node/13452127066,مدارس أجيال الربيع الأهلية,,mdrs 'jyl lrby` l'hly@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2829639,44.2372575,
node/13452127081,مدرسة الأنوار الحديثة,,mdrs@ l'nwr lHdyth@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2769586,44.2366876,
node/13452127084,مدرسة رواد الأقصى الحديثة,,mdrs@ rwd l'qS~ lHdyth@,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2770517,44.2396823,
node/12597749236,جامعة 21 سبتمبر للعلوم الطبية والتطبيقية,,jm`@ 21 sbtmbr ll`lwm lTby@ wltTbyqy@,Université,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2761422,44.2369203,
node/13469713231,مدرسة البشائر,,mdrs@ lbshy'r,École,,Sana'a City,Sana'a City Outskirts -Sanhan wa Bani Bahlul,Sana'a City Outskirts -Sanhan wa Bani Bahlul,15.2696502,44.2305091,
way/408604003,جامعة إب,Ibb University,Ibb University,Université,,Ibb,Adh Dhihar,Adh Dhihar,,,
node/5015704822,مجمع السعيد التربوي للبنات,Al - Saeed Educational Complex for Girls,Al - Saeed Educational Complex for Girls,École,,Ibb,Adh Dhihar,Adh Dhihar,13.9635844,44.1805095,
node/5235489724,مدرسة الشهيد محمد الدرة,,mdrs@ lshhyd mHmd ldr@,École,,Ibb,Al Mashannah,Al Mashannah,13.9408408,44.1821328,إب
node/4315882390,مدرسة الأقصى الأهلية,,mdrs@ l'qS~ l'hly@,École,,Ibb,Jiblah,Al Mi'shar,13.9336957,44.1750856,
node/7575310485,مدارس النور الاهلية,,mdrs lnwr lhly@,École,,Ibb,Al Mashannah,Al Mashannah,13.9484424,44.1746692,
node/7575310189,مدرسة الرواد الاهلية,,mdrs@ lrwd lhly@,École,,Ibb,Al Mashannah,Al Mashannah,13.9502105,44.1757836,
way/991049549,Al-wahdah,,Al-wahdah,École,,Ibb,Far' Al Odayn,Al Mazahin,,,
node/9993463617,حومل العدين,,Hwml l`dyn,École,,Ibb,Far' Al Odayn,Al Akhmas,13.9658576,43.7882398,
node/11906531469,مدرسة خوله,Khawla School,Khawla School,École,,Al Hodeidah,Hays,Hays,13.931645,43.4775942,
node/7347893307,مدرسه الفتح,,mdrsh lftH,École,,Dhamar,Wusab As Safil,Al Magharib,14.3117969,43.5582125,
node/6377522685,مدرسة محمد جمال الدين,بالطويلة,بالطويلة,École,,Al Hodeidah,Zabid,Bilad Al Ruqud,14.2762801,43.4637299,
node/6377463787,مدرسة المبراية,,mdrs@ lmbry@,École,,Al Hodeidah,Zabid,Bilad Al Ruqud,14.2980464,43.4623559,
node/6382904585,مدرسة القاضي الارياني,,mdrs@ lqDy lryny,École,,Al Hodeidah,Zabid,Bilad Al Ruqud,14.2735164,43.44167,
node/6382903985,الإرشاد بالمدن,,lrshd blmdn,École,,Al Hodeidah,Zabid,Bilad As Salamah,14.3332633,43.4388314,
node/12865203742,مدرسة شرقة,,mdrs@ shrq@,École,,Raymah,Mazhar,Maswar,14.611407,43.7496845,
node/6510669385,المعهد المهني بالسريح,,lm`hd lmhny blsryH,Collège / Institut,,Dhamar,Wusab Al Aali,Dhuhr,14.387133,43.7284995,
node/5693736021,مدرسة المليانة بني طيبة,,mdrs@ lmlyn@ bny Tyb@,École,,Dhamar,Maghrib Ans,Bani Taybah,14.484866,44.1147616,
node/4845953423,مدرسة الدريوم,Adderume school,Adderume school,École,,Dhamar,Maghrib Ans,Bani Jabr,14.4845273,44.089711,
node/5052506725,مجمع النصر التربوي للتعليم الاساسي الثانوي,,mjm` lnSr ltrbwy llt`lym lssy lthnwy,École,,Dhamar,Otmah,Tahijir,14.4725929,44.0120339,
node/5062457923,الحرف,,lHrf,École,,Dhamar,Dawran Anis,Khums Bani Fadl,14.7324707,44.0232399,
node/7294964375,مدرسة القرن,Al Qarn,Al Qarn,École,,Raymah,Mazhar,Maswar,14.625144,43.767867,
