wilaya_code,wilaya,commune_code,commune,ecole_code,nom_ecole,type
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16121047,"إبتدائية  جنيراسيون جيني","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16121048,"إبتدائية  زهرة الفل","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16121049,"إبتدائية  زهرة الأنوار","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16121050,"إبتدائية  رياض التفوق","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16121051,"إبتدائية  الزيات","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16121052,"إبتدائية  فتيان المستقبل","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16121053,"إبتدائية  م ت ت خ فرسان الحكمة","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16231022,"إبتدائية  م خ السلام","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16261052,"إبتدائية  فتية سكول","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16281014,"إبتدائية  م خ سيبال حيدرة","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16361021,"إبتدائية  م خ أشبال متيجة","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16361022,"إبتدائية  م خ مقعد  الطموح","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16441028,"إبتدائية  م ت ت خ سلياد","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16451017,"إبتدائية  م ت ت خ زرماني","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16461032,"إبتدائية  م ت ت خ رواد التربية","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16471012,"إبتدائية  م خ نيوتن","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16471013,"إبتدائية  م خ المتنبي","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16471014,"إبتدائية  م خ الوصيل","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16471015,"إبتدائية  م خ الرائدة","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16471025,"إبتدائية  م خ مليسا مريم ميوزوتيس","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16471030,"إبتدائية  لي لوريا","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16471035,"إبتدائية  سيبلكنزنا للتربية والتعليم","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16481048,"إبتدائية  البشير الإبراهيمي","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16491024,"إبتدائية  م خ الطريق الصحيح","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16491033,"إبتدائية  م خ المجمع المدرسي الأفق الجديد","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16491034,"إبتدائية  م خ  لاشندال","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16491039,"إبتدائية  م ت ت خ السبالة","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16491042,"إبتدائية  لاشونس بورتوس","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16491044,"إبتدائية  م ت ت خ لافوازي","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16491046,"إبتدائية  سيتادال الأكاديمي","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16511012,"إبتدائية  م خ الممتاز","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16511035,"إبتدائية  بصمة التحدي","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16521043,"إبتدائية  م خ جودة التعليم","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16521045,"إبتدائية  م ت ت خ نوارة العلم و المعرفة","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16521051,"إبتدائية  فانتازيا واست","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16521052,"إبتدائية  أمل صادق","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16521056,"إبتدائية  سبل النجاح","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16521057,"إبتدائية  بصمتي للعلوم","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16541011,"إبتدائية  م خ الاجيال الاعدادية","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16541013,"إبتدائية  م خ المجمع المدرسي المرام","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16541016,"إبتدائية  م خ في بلاد قوس  قزح","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16541025,"إبتدائية  قلمي","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16551019,"إبتدائية  م ت ت خ ملتقى العلوم و التكنولوجيا","Privé"
16,"Alger",1612,"بئر خادم (BIRKHADEM)",16561017,"إبتدائية  م خ الاستقبال","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16091019,"إبتدائية  م خ الزينيث","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16091021,"إبتدائية  م خ الجزائر مستقبل","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16091028,"إبتدائية  الأوراس","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16121027,"إبتدائية  م خ النجاح بئر خادم","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16121053,"إبتدائية  م ت ت خ فرسان الحكمة","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231013,"إبتدائية  م خ غابة ديكار","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231014,"إبتدائية  م خ المنار","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231015,"إبتدائية  م خ العباقرة الصغار","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231016,"إبتدائية  م خ الملاك","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231017,"إبتدائية  م خ سامي","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231018,"إبتدائية  م خ داليا","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231019,"إبتدائية  م خ المنى","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231020,"إبتدائية  م خ المدرسة العصرية","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231021,"إبتدائية  م خ بوجانة يوسف","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231022,"إبتدائية  م خ السلام","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231023,"إبتدائية  م خ مدرستي الصغيرة","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231024,"إبتدائية  م خ منبع التربية","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231025,"إبتدائية  م خ الياسمين","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231026,"إبتدائية  م خ نور الملاك","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231027,"إبتدائية  م خ حسن الوزان","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231028,"إبتدائية  م خ مونتي  سوري","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231029,"إبتدائية  م ت ت خ مملكة النور","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231030,"إبتدائية  م ت ت خ سيتادال دي سافوار","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231031,"إبتدائية  م ت ت خ مشوار المستقبل","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231032,"إبتدائية  م ت ت خ لادياقونال","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231033,"إبتدائية  م ت ت خ الأرنب الأزرق","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231034,"إبتدائية  حواسين سكول","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231035,"إبتدائية  الحوار","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231036,"إبتدائية  ديكارت غرب","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16231037,"إبتدائية  11 ديسمبر","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16281014,"إبتدائية  م خ سيبال حيدرة","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16361021,"إبتدائية  م خ أشبال متيجة","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16441026,"إبتدائية  م خ ماري كوري","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16441028,"إبتدائية  م ت ت خ سلياد","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16451017,"إبتدائية  م ت ت خ زرماني","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16461032,"إبتدائية  م ت ت خ رواد التربية","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16471012,"إبتدائية  م خ نيوتن","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16471014,"إبتدائية  م خ الوصيل","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16471015,"إبتدائية  م خ الرائدة","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16471025,"إبتدائية  م خ مليسا مريم ميوزوتيس","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16471028,"إبتدائية  م ت ت خ جنراسيون إليت","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16471030,"إبتدائية  لي لوريا","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16471035,"إبتدائية  سيبلكنزنا للتربية والتعليم","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16481041,"إبتدائية  المجمع المدرسي أشبال رزيق","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16481048,"إبتدائية  البشير الإبراهيمي","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16491024,"إبتدائية  م خ الطريق الصحيح","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16491033,"إبتدائية  م خ المجمع المدرسي الأفق الجديد","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16491034,"إبتدائية  م خ  لاشندال","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16491038,"إبتدائية  م ت ت خ سندس سكول","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16491039,"إبتدائية  م ت ت خ السبالة","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16491042,"إبتدائية  لاشونس بورتوس","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16491044,"إبتدائية  م ت ت خ لافوازي","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16491046,"إبتدائية  سيتادال الأكاديمي","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16511012,"إبتدائية  م خ الممتاز","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16511030,"إبتدائية  م ت ت خ الفايت سكول","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16511035,"إبتدائية  بصمة التحدي","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16521043,"إبتدائية  م خ جودة التعليم","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16521045,"إبتدائية  م ت ت خ نوارة العلم و المعرفة","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16521051,"إبتدائية  فانتازيا واست","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16521052,"إبتدائية  أمل صادق","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16521056,"إبتدائية  سبل النجاح","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16521057,"إبتدائية  بصمتي للعلوم","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16541011,"إبتدائية  م خ الاجيال الاعدادية","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16541013,"إبتدائية  م خ المجمع المدرسي المرام","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16541016,"إبتدائية  م خ في بلاد قوس  قزح","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16541025,"إبتدائية  قلمي","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16551019,"إبتدائية  م ت ت خ ملتقى العلوم و التكنولوجيا","Privé"
16,"Alger",1623,"دالي ابراهيم (DELY IBRAHIM)",16571018,"إبتدائية  م ت ت خ ك.سلمى","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16091019,"إبتدائية  م خ الزينيث","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16091021,"إبتدائية  م خ الجزائر مستقبل","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16091028,"إبتدائية  الأوراس","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16121027,"إبتدائية  م خ النجاح بئر خادم","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16121053,"إبتدائية  م ت ت خ فرسان الحكمة","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16231022,"إبتدائية  م خ السلام","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16241010,"إبتدائية  م خ النوابغ","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16241011,"إبتدائية  م خ الليدر","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16241012,"إبتدائية  م ت ت خ لي لومياردي فار","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16281014,"إبتدائية  م خ سيبال حيدرة","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16361021,"إبتدائية  م خ أشبال متيجة","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16441028,"إبتدائية  م ت ت خ سلياد","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16451017,"إبتدائية  م ت ت خ زرماني","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16461032,"إبتدائية  م ت ت خ رواد التربية","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16471012,"إبتدائية  م خ نيوتن","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16471014,"إبتدائية  م خ الوصيل","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16471015,"إبتدائية  م خ الرائدة","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16471025,"إبتدائية  م خ مليسا مريم ميوزوتيس","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16471030,"إبتدائية  لي لوريا","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16471035,"إبتدائية  سيبلكنزنا للتربية والتعليم","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16481048,"إبتدائية  البشير الإبراهيمي","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16491024,"إبتدائية  م خ الطريق الصحيح","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16491033,"إبتدائية  م خ المجمع المدرسي الأفق الجديد","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16491034,"إبتدائية  م خ  لاشندال","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16491039,"إبتدائية  م ت ت خ السبالة","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16491042,"إبتدائية  لاشونس بورتوس","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16491044,"إبتدائية  م ت ت خ لافوازي","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16511012,"إبتدائية  م خ الممتاز","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16511035,"إبتدائية  بصمة التحدي","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16521043,"إبتدائية  م خ جودة التعليم","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16521045,"إبتدائية  م ت ت خ نوارة العلم و المعرفة","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16521051,"إبتدائية  فانتازيا واست","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16521052,"إبتدائية  أمل صادق","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16521056,"إبتدائية  سبل النجاح","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16521057,"إبتدائية  بصمتي للعلوم","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16541016,"إبتدائية  م خ في بلاد قوس  قزح","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16541025,"إبتدائية  قلمي","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16551019,"إبتدائية  م ت ت خ ملتقى العلوم و التكنولوجيا","Privé"
16,"Alger",1624,"الحمامات (HAMMAMET)",16571018,"إبتدائية  م ت ت خ ك.سلمى","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16091019,"إبتدائية  م خ الزينيث","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16091021,"إبتدائية  م خ الجزائر مستقبل","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16091028,"إبتدائية  الأوراس","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16121027,"إبتدائية  م خ النجاح بئر خادم","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16121032,"إبتدائية  م خ النور للتلميذ","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16121034,"إبتدائية  م خ لابرسيفيرونس","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16121053,"إبتدائية  م ت ت خ فرسان الحكمة","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16231022,"إبتدائية  م خ السلام","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16261034,"إبتدائية  م خ المؤهـــل","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16261035,"إبتدائية  م خ سعـــــــدة","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16261036,"إبتدائية  م خ الامان","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16261037,"إبتدائية  م خ سالم بعزيز","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16261038,"إبتدائية  م خ الابداع","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16261039,"إبتدائية  م خ ابن باز","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16261040,"إبتدائية  م ت ت خ المجمع المدرسي الجوهر","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16261045,"إبتدائية  م خ الأمير الذكي","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16261051,"إبتدائية  الصفصاف","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16261052,"إبتدائية  فتية سكول","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16281014,"إبتدائية  م خ سيبال حيدرة","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16361021,"إبتدائية  م خ أشبال متيجة","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16361022,"إبتدائية  م خ مقعد  الطموح","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16441028,"إبتدائية  م ت ت خ سلياد","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16451017,"إبتدائية  م ت ت خ زرماني","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16461032,"إبتدائية  م ت ت خ رواد التربية","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16471012,"إبتدائية  م خ نيوتن","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16471014,"إبتدائية  م خ الوصيل","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16471015,"إبتدائية  م خ الرائدة","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16471025,"إبتدائية  م خ مليسا مريم ميوزوتيس","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16471030,"إبتدائية  لي لوريا","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16471035,"إبتدائية  سيبلكنزنا للتربية والتعليم","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16481048,"إبتدائية  البشير الإبراهيمي","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16491024,"إبتدائية  م خ الطريق الصحيح","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16491033,"إبتدائية  م خ المجمع المدرسي الأفق الجديد","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16491034,"إبتدائية  م خ  لاشندال","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16491039,"إبتدائية  م ت ت خ السبالة","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16491042,"إبتدائية  لاشونس بورتوس","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16491043,"إبتدائية  م ت ت خ منبع المعرفة","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16491044,"إبتدائية  م ت ت خ لافوازي","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16511012,"إبتدائية  م خ الممتاز","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16511035,"إبتدائية  بصمة التحدي","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16521043,"إبتدائية  م خ جودة التعليم","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16521045,"إبتدائية  م ت ت خ نوارة العلم و المعرفة","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16521052,"إبتدائية  أمل صادق","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16521056,"إبتدائية  سبل النجاح","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16521057,"إبتدائية  بصمتي للعلوم","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16541011,"إبتدائية  م خ الاجيال الاعدادية","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16541016,"إبتدائية  م خ في بلاد قوس  قزح","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16541025,"إبتدائية  قلمي","Privé"
16,"Alger",1626,"جسر قسنطينة (DJASR KASENTINA)",16551019,"إبتدائية  م ت ت خ ملتقى العلوم و التكنولوجيا","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16091019,"إبتدائية  م خ الزينيث","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16091021,"إبتدائية  م خ الجزائر مستقبل","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16091028,"إبتدائية  الأوراس","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16121027,"إبتدائية  م خ النجاح بئر خادم","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16121032,"إبتدائية  م خ النور للتلميذ","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16121053,"إبتدائية  م ت ت خ فرسان الحكمة","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16231022,"إبتدائية  م خ السلام","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16231035,"إبتدائية  الحوار","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16281011,"إبتدائية  م خ اليقظة المدرسية","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16281012,"إبتدائية  م خ لابينــــاد","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16281013,"إبتدائية  م خ كابيسيــــــن","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16281014,"إبتدائية  م خ سيبال حيدرة","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16281015,"إبتدائية  م خ الإفتخار","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16281016,"إبتدائية  م ت ت خ العقول النيرة","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16281017,"إبتدائية  لي سوريزي","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16281018,"إبتدائية  الريادة العلمية","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16361021,"إبتدائية  م خ أشبال متيجة","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16441028,"إبتدائية  م ت ت خ سلياد","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16451017,"إبتدائية  م ت ت خ زرماني","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16461032,"إبتدائية  م ت ت خ رواد التربية","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16471012,"إبتدائية  م خ نيوتن","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16471014,"إبتدائية  م خ الوصيل","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16471015,"إبتدائية  م خ الرائدة","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16471025,"إبتدائية  م خ مليسا مريم ميوزوتيس","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16471030,"إبتدائية  لي لوريا","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16471035,"إبتدائية  سيبلكنزنا للتربية والتعليم","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16481048,"إبتدائية  البشير الإبراهيمي","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16491024,"إبتدائية  م خ الطريق الصحيح","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16491033,"إبتدائية  م خ المجمع المدرسي الأفق الجديد","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16491034,"إبتدائية  م خ  لاشندال","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16491039,"إبتدائية  م ت ت خ السبالة","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16491042,"إبتدائية  لاشونس بورتوس","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16491044,"إبتدائية  م ت ت خ لافوازي","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16511012,"إبتدائية  م خ الممتاز","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16511035,"إبتدائية  بصمة التحدي","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16521043,"إبتدائية  م خ جودة التعليم","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16521045,"إبتدائية  م ت ت خ نوارة العلم و المعرفة","Privé"
16,"Alger",1628,"حيدرة (HYDRA)",16521051,"إبتدائية  فانتازيا واست","Privé"
