NOM_ETABLISSEMENT,NOM_ETABLISSEMENT_AR,ADRESSE,ADRESSE_AR,COMMUNE,PROVINCE,PROVINCE_AR,REGION,REGION_AR,TEL,FAX,TYPE,SOURCE
IBNOU ZAYDOUNE,م ابن زيدون,FQUIH BEN SALAH,بلدية الفقيه بن صالح,Fquih Ben Salah (Mun.),Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ERRAJA,م الرجاء,RUE MY DRISS FQUIH BEN SALAH,بلدية الفقيه بن صالح,Fquih Ben Salah (Mun.),Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ALLAL BEN ABDELLAH,م علال بن ع الله,FQUIH BEN SALAH,بلدية الفقيه بن صالح,Fquih Ben Salah (Mun.),Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
AL IMAM AL BOUKHARI,م الإمام البخاري,FQUIH BEN SALAH,بلدية الفقيه بن صالح,Fquih Ben Salah (Mun.),Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
MOUSSA IBNOU NOUSSAYR,م موسى بن نصير,FQUIH BEN SALAH,بلدية الفقيه بن صالح,Fquih Ben Salah (Mun.),Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED SIDI CHENANE 1,م.أولاد سيدي شنان 1,OULED CHENNANE FQUIH BEN SALAH,بلدية الفقيه بن صالح,Fquih Ben Salah (Mun.),Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
HASSAN IBNOU TABET,م حسان بن ثابت,HAY ZOUHOUR FQUIH BEN SALAH,حي الزهور بلدية الفقيه بن صالح,Fquih Ben Salah (Mun.),Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
SMARA, م السمارة,KASBA TADLA,بلدية  قصبة تادلة,Kasba Tadla (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OBBAD EL MAJJATI,م عباد المجاطي,KASBA TADLA,بلدية  قصبة تادلة,Kasba Tadla (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ECOLE CENTRALE FILLES,م البنات المركزية,RUE SIDI BELKACEM  KASBA TADLA,بلدية  قصبة تادلة,Kasba Tadla (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ABOU EL KASSIM CHARKI, م ابوالقاسم الشرقي,RUE SIDI BELKACEM KASBAT TADLA,بلدية  قصبة تادلة,Kasba Tadla (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
SEMGUET,م سمكت,HAY BOUDRAE KASBA TADLA,بلدية  قصبة تادلة,Kasba Tadla (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OUM ERRABIE,م ام الربيع,HAY  HAJRA KASBA TADLA,بلدية  قصبة تادلة,Kasba Tadla (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
IBNOU ZOHR,م ابن زهر,BOULEVARD IBNOU ZOHR KASBA TADLA,بلدية  قصبة تادلة,Kasba Tadla (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
IBN BATTOUTA,م ابن بطوطة,ZAOUIAT CHEIKH,حي بويمجان ، بلدية زاوية الشيخ,Zaouiat Cheikh (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
EL JADIDA ZAOUIAT CHEIKH,م الجديدة زاوية شيخ,RUE TAMDA ZAOUIAT CHEIKH,بلدية  زاوية الشيخ,Zaouiat Cheikh (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OUM EL MOUMININE,م ام المؤمنين,CENTRE EL KSIBA,بلدية  القصيبة,El Ksiba (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
EL KSIBA AL GHARBYA,م القصيبة الغربية,CENTRE EL KSIBA,بلدية  القصيبة,El Ksiba (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
KSIBA CHARKYA,م القصيبة الشرقية,quartier administratif elksiba,الحي الاداري بالقصيبة,El Ksiba (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
CENTRALE OULED AYAD,م المركزية أ. عياد,Qartier inbiaat OUled ayad,حي الانبعاث اولاد عياد,Ouled Ayad (Mun.),Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ESSAFA,م الصفاء,OULED AYAD,بلدية  اولاد عياد,Ouled Ayad (Mun.),Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED GNAOU,م أولاد اكناو,OULED GNAOU,جماعة اولاد كناو,Ouled Gnaou,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED BOUBKER,م أولاد بوبكر,OULED BOUBKER COMMUNE OULED GNAOU,جماعة اولاد كناو,Ouled Gnaou,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ALI IBNOU ABI TALEB,م علي بن ابي طالب,OULED M BAREk,جماعة اولاد امبارك,Ouled M'Barek,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED MBAREK AUTONOME,م اولاد امبارك المستقلة,ROUTE TIMOULILTE OULED M BAREK,طريق تيمولبلت اولاد امبارك,Ouled M'Barek,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED YAICH,م اولاد ايعيش,OULED YAICH CENTRE,جماعة اولاد إعيش,Ouled Yaich,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OUED DERNA,م وادي درنة,commune OULED YAICH  beni mellal,جماعة اولاد يعيش دائرة بني ملال ,Ouled Yaich,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
EL BAZZAZA,م البزازة,EL BAZZAZA COMMUNE OULED YAICH,جماعة اولاد إعيش,Ouled Yaich,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
SIDI JABER,م سيدي جابر,SIDI JABER,جماعة سيدي جابر,Sidi Jaber,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
HAMZA IBNOU ABDELMOTTALEB,م حمزة بن عبد المطلب,SIDI JABER CENTRE,جماعة سيدي جابر,Sidi Jaber,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED SI MIMOUNE,م. أولاد سي ميمون,OULED SI MIMOUNE COMMUNE SIDI JABER,جماعة سيدي جابر,Sidi Jaber,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ECOLE 6 NOVEMBRE,م 6 نونبر,DAR OULD ZIDOUH CENTRE,جماعة دار ولد زيدوح,Dar Ould Zidouh,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED ABDENBI,م اولاد عبد النبي,DAR OULD ZIDOUH CENTRE,دوار أولاد عبد النبي جماعة دار ولد زيدوح,Dar Ould Zidouh,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
HAD BUMOUSSA,م  حد بوموسى,HAD BOUMOUSSA CENTRE,جماعة حد بوموسى,Had Boumoussa,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED ATTOU,م أولاد عطو,OULED ATTOU COMMUNE SIDI HAMMADI,اولاد عطو جماعة سيدي حمادي ,Sidi Hammadi,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED BOUAZZA CENTRE,مركزية اولاد بوعزة,OULED BOUAZZA COMMUNE OULED BOURAHMOUNE,جماعة اولاد بورحمون,Ouled Bourahmoune,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
NGAR,م الـنـكــــار,NGAR COMMUNE SIDI AISSA BEN ALI,جماعة سيدي عيسى,Sidi Aissa Ben Ali,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ECOLE OULED ZMAM,مدرسة اولاد ازمام,OULED ZMAM SOUK SEBT OULED NEMMA,جماعة اولاد ازمام - سوق السبت اولاد النمة,Ouled Zmam,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
HAL MARBAA,م اهل المربع,CENTRE HAL MARBAA COMMUNE HAL MARBAA,جماعة  اهل المربع,Hel Merbaa,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ECOLE FQUIH BEN SALAH ELGHARBIA,مدرسة الفقيه بن صالح الغربية,FQUIH ben salah elgharbia commune krifate,الفقيه بن صالح الغربية جماعة الكريفات ,Krifate,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ECOLE BRADIA CENTRE, م.الـــبـــراديـــــــة المركزية,CENTRE BRADIA COMMUNE BRADIA,         جـمــاعـــة  الـبـــراديـــــة,Bradia,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED DRISS,م. اولاد ادريس,OULED DRISS COMMUNE BRADIA,جماعة  البرادية,Bradia,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED YOUSSEF,م اولاد يوسف,CENTRE OULED YOUSSEF COMMUNE OULED YOUSSEF,جماعة  اولاد يوسف,Ouled Youssef,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
MGHILA CENTRE,مركزية امغيلة,MGHILA BENI MELLAL,بلدية بني ملال,Béni Mellal (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ECOLE AIT TISLIT,م آيت تيسليت,AIT TISLIT BENI MELLAL,بلدية بني ملال,Béni Mellal (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OURBIE,م اوربيع,quartier zaarati OURBIE BENI MELLAL,حي الزعراطي أوربيع بني ملال,Béni Mellal (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ZAOUIAT CHEKH CENTRE,مركزية زاوية الشيخ, quartier TADAOUT ,                  حي تداوت   ,Zaouiat Cheikh (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
S/S OULED AYAD CENTRE,مركزية  م/م أولاد عياد  ,QUARTIER NACER OULED AYAD,حي النصر اولاد عياد,Ouled Ayad (Mun.),Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
LFATH CENTRE,مركزية الفتح,ALFATH LAYAYTA COMMUNE OULED GNAOU,مركزية الفتح جماعة اولاد كناو,Ouled Gnaou,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
DAHRA 2 CENTRE,مركزية الظهرة,DAHRA 2 COMMUNE OULED M BAREK,جماعة اولاد امبارك,Ouled M'Barek,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
AIT BOUJOU CENTRE,مركزية ايت بوجو,AIT BOUJOU COMMUNE FOUM OUDI,جماعة فوم اودي,Foum Oudi,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
FOUM OUDI CENTRE,مركزية فم أودي,FOUM OUDI,جماعة فوم اودي,Foum Oudi,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
AIT AMIR CENTRE,مركزية ايت عمير,AIT AMIR COMMUNE FOUM OUDI,جماعة فوم اودي,Foum Oudi,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ZOUAIR CENTRE,مركزية الزواير,ZOUAIR COMMUNE OULED YAICH,جماعة اولاد إعيش,Ouled Yaich,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED SIMOUR,اولاد السيمور,OULED SIMOUR COMMUNE OULED YAICH,جماعة اولاد إعيش,Ouled Yaich,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
KARYA NAMOUDAJYA CENTRE,مركزية القرية النموذجية,KARYA NAMOUDAJYA COMMUNE SIDI JABER,جماعة سيدي جابر,Sidi Jaber,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
BOUHJAR CENTRE,مركزية بوحجر,BOUHJAR COMMUNE SIDI JABER,جماعة سيدي جابر,Sidi Jaber,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
LAKRAKEB CENTRE,مركزية القراقب,LAKRAKEB  COMMUNE SIDI JABER,جماعة سيدي جابر,Sidi Jaber,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
LAMGHARIR CENTRE,مركزية المغارير,LAMGHARIR COMMUNE DAR OLD ZIDOUH,جماعة دار ولد زيدوح,Dar Ould Zidouh,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED SLIMANE CENTRE,مركزية أولاد اسليمان,OULED SLIMANE COMMUNE DAR OLD ZIDOUH,جماعة دار ولد زيدوح,Dar Ould Zidouh,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED NIFAOUI,أولاد النيفاوي,OULED NIFAOUI COMMUNE DAR OLD ZIDOUH,جماعة دار ولد زيدوح,Dar Ould Zidouh,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
TARMAST CENTRE,مركزية تارماست,TARMAST COMMUNE HAD BOUMOUSSA,جماعة حد بوموسى,Had Boumoussa,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED AL AFIA CENTRE,مركزية أولاد العافية,OULED EL AFiA COMMUNE HAD BOUMOUSSA,جماعة حد بوموسى,Had Boumoussa,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
LAADADCHA CENTRE,مركزية العدادشة,LAADADCHA COMMUNE HAD BOUMOUSSA,جماعة حد بوموسى,Had Boumoussa,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED RMICH CENTRE,مركزية اولاد ارميش,OULeD RMICH COMMUNE HAD BOUMOUSSA,جماعة حد بوموسى,Had Boumoussa,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
CENTRE OULED AISSA ELOUAD,مركزية أولاد عيسى الواد,OULED AISSA COMMUNE HAD BOUMOUSSA,جماعة حد بوموسى,Had Boumoussa,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED SOLTANE CENTRE,مركزية أولاد سلطان,OULED SOLTANE COMMUNE HAD BOUMOUSSA,جماعة حد بوموسى,Had Boumoussa,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
SAKIA AL HAMRA CENTRE,مركزية الساقية الحمراء, OULED MBAREK  COMMUNE HAD BOUMOUSSA,جماعة حد بو موسى ، دائرة سوق السبت,Had Boumoussa,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
KRAZZA CENTRE,مركزية الكرازة,KRAZZA COMMUNE SIDI HAMMADI,جماعة سيدي حمادي,Sidi Hammadi,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED SAID CENTRE,مركزية أولاد سعيد,OULED SAID COMMUNE SIDI HAMMADI,أولاد سعيد الكرازة جماعة سيدي حمادي,Sidi Hammadi,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
LAHBABIS CENTRE,مركزية لحبابيس,LAHBABIS COMMUNE SIDI HAMMADI,جماعة سيدي حمادي,Sidi Hammadi,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
EL MAGHREB EL ARABI,مركزية  المغرب العربي,SIDI KHRISS COMMUNE SIDI HAMMADI,سيدي اخريص سيدي حمادي,Sidi Hammadi,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ROUAJEH CENTRE,مركزية الرواجح,ROUAJEH COMMUNE OULED BOURAHMOUNE,دوار الرواجح جماعة اولاد بورحمون الفقيه بن صالح,Ouled Bourahmoune,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED BOURAHMOUNE CENTRE,مركزية أولاد بورحمون,COMMUNE OULED BOURAHMOUNE,جماعة اولاد بورحمون,Ouled Bourahmoune,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED ILLOUL CENTRE,مركزية اولاد يلول,OULED ILLOUL COMMUNE OULED NACER,جماعة اولاد ناصر,Ouled Nacer,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED JABRI CENTRE,مركزية اولاد الجابري,OULED JABRI COMMUNE OULED NACER,جماعة اولاد ناصر,Ouled Nacer,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED FREJ CENTRE,مركزية أولاد افرج,OULED FREJ COMMUNE OULED NACER,جماعة اولاد ناصر,Ouled Nacer,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
LAKHLALTA CENTRE,مركزية الخلالطة,LAKHLALTA COMMUNE OULED NACER,جماعة اولاد ناصر,Ouled Nacer,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
AIN ZERKA CENTRE,مركزية العين الزرقاء,CENTRE SIDI AISSA,جماعة سيدي عيسى,Sidi Aissa Ben Ali,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED MRAH CENTRE,مركزية أولاد امراح,OULED MRAH COMMUNE SIDI ISSA BEN ALI,جماعة سيدي عيسى,Sidi Aissa Ben Ali,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
AL INBIATE CENTRE,مركزية الإنبعاث,CENTRE SIDI AISSA BEN ALI,جماعة سيدي عيسى,Sidi Aissa Ben Ali,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
DAROUA,مركزيةالدروة,DAROUA COMMUNE SIDI AISSA BEN ALI,جماعة سيدي عيسى,Sidi Aissa Ben Ali,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ALMARKAZ ALFILAHI CENTRE,مركزية المركز الفلاحي,ALMARKAZ ALFILAHI OZZIF COMMUNE OULED ZMAM,جماعة اولاد زمام,Ouled Zmam,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
DAR EL FALLAH CENTRE,مركزية دار الفلاح,DAR EL FALLAH COMMUNE OULED ZMAM,جماعة اولاد زمام,Ouled Zmam,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
MASGHOUNA CENTRE,مركزية مسغونة,MASGHOUNA COMMUNE OULED ZMAM,مسغونة جماعة أولاد ازمام ,Ouled Zmam,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
LAMRABTA CENTRE,مركزية المرابطة,LAMRABTA COMMUNE OULED ZMAM,جماعة اولاد زمام,Ouled Zmam,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
TAZIZAOUTE CENTRE,مركزية تازيزاوت,CENTRE AGHBALA,جماعة  اغبالة,Aghbala,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
MALWIYA CENTRE,مركزية ملوية,quartier administratif commune aghbala,الحي الإداري جماعة أغبالة,Aghbala,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
TIZI CENTRE,مركزية تيزي نسلي,TIZI NISLY CENTRE,تيزي نسلي المركز,Tizi N'Isly,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
TIHOUNA AIT IDIR,مركزية تحونة ايت ايدير,TIHOUNA AIT IDIR COMMUNE TIZI N ISLY,تيزي نسلي,Tizi N'Isly,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
CENTRE AMOUGUER,مركزية أموكر,AMOUGUER COMMUNE TIZI N ISLY,تيزي نسلي,Tizi N'Isly,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
BOUTFERDA CENTRE,مركزية بوتفردة,BOUTFERDA COMMUNE BOUTFERDA,جماعة  بوتفردة,Boutferda,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
CENTRE CHRAKT,مركزية الشركت,CHARKET COMMUNE BOUTFERDA,جماعة  بوتفردة,Boutferda,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
TINGUERF ,مركزية تنكارف, COMMUNE BOUTFERDA,جماعة  بوتفردة,Boutferda,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
BEN CHARROU CENTRE,مركزية بن شرو,BEN CHEROU COMMUNE NAOUR,جماعة  ناوور,Naour,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
NAOUR CENTRE,مركزية ناوور,CENTRE NAOUR COMMUNE NAOUR,جماعة  ناوور,Naour,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
AIT IKKOU CENTRE,مركزية ايت ايكو,AIT IKKOU COMMUNE DIR EL KSIBA,جماعة  دير القصيبة,Dir El Ksiba,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OUSSAFROU CENTRE,مركزية اوصفرو,OUSFARROU COMMUNE DIR EL KSIBA,جماعة  دير القصيبة,Dir El Ksiba,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
IMHIOUACH CENTRE,مركزية امهواش,IMHIOUACH COMMUNE DIR EL KSIBA,امهواش جماعة  دير القصيبة,Dir El Ksiba,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
