NOM_ETABLISSEMENT,NOM_ETABLISSEMENT_AR,ADRESSE,ADRESSE_AR,COMMUNE,PROVINCE,PROVINCE_AR,REGION,REGION_AR,TEL,FAX,TYPE,SOURCE
TIFTUITE CENTRE,مركزية تفطيويت,TIFTUITE COMMUNE DIR EL KSIBA,جماعة  دير القصيبة,Dir El Ksiba,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
IGHRAM LAALAM  CENTRE,مركزية اغرم لعلام,IGHRAM LAALAM COMMUNE DIR EL KSIBA,جماعة  دير القصيبة,Dir El Ksiba,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
FOUM EL ANCEUR CENTRE,مركزية فم العنصر,CENTRE FOUM EL ANCEUR,جماعة  فم العنصر,Foum El Anceur,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ADOUZ CENTRE,مركزية ادوز,ADOUZ COMMUNE FOUM EL ANCEUR, أدوز جماعة فم العنصر,Foum El Anceur,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
AIN EL GHAZI,م عين الغازي,AIN EL GHAZI COMMUNE BENI MELLAL,جماعة  بني ملال,Béni Mellal (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
TANOUGHA CENTRE,مركزية تانوغة,CENTRE TANOUGHA COMMUNE TANOUGHA,تانوغة,Tanougha,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
TAGHZIRT CENTRE,مركزية تاكزيرت,CENTRE TAGHZIRT COMMUNE TAGHZIRT,ايت وودي تاكزيرت,Taghzirt,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
FARIATA CENTRE,مركزية فرياطة,FARIATA COMMUNE TAGHZIRT,تاكزيرت,Taghzirt,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
FOUM ZAOUIA CENTRE,مركزية فم الزاوية,FOUM ZAOUIA COMMUNE TAGHZIRT,تاكزيرت,Taghzirt,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
AIT HBIBI CENTRE,مركزية ايت حبيبي,AIT HBIBI COMMUNE TAGHZIRT,ايت حبيبي تاكزيرت,Taghzirt,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
TIBIHIT CENTRE,مركزية تبهيت,DOUAR TIBIHIT COMMUNE AIT OUM ELBAKHT,جماعة  ايت ام البخت,Ait Oum El Bekht,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
TARDA CENTRE,مركزية تاردا,TARDA COMMUNE AIT OUM EL BEKHT,جماعة  ايت ام البخت,Ait Oum El Bekht,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED YAALA CENTRE,مركزية اولاد يعلى,OULED YAALA COMMUNE HAL MARBAA,جماعة  اهل المربع,Hel Merbaa,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED RGUIA CENTRE,مجموعة مدارس اولاد اركيعة,OULED RGUIAA COMMUNE HAL MARBAA,جماعة  اهل المربع,Hel Merbaa,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED ABDOUNE,مركزية اولاد عبدون,OULED ABDOUNE COMMUNE KRIFATE,جماعة  الكريفات,Krifate,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
LAKRIFATE CENTRE,مركزية الكريفات,CENTRE LAKRIFATE COMMUNE LAKRIFATE,جماعة  الكريفات,Krifate,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED BOKHADDOU CENTRE,مركزية اولاد بوخدو,OULED BOKHADDOU COMMUNE KRIFATE,أولاد بوخدو - جماعة الكريفات,Krifate,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ECOLE LAGRINE,مدرسة الكرين,LAGRINE COMMUNE FQUIH BEN SALAH,الكرين جماعة الفقيه بن صالح,Fquih Ben Salah (Mun.),Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED ABDELLAH CENTRE,مركزية اولاد عبد الله,OULED ABDELLAH COMMUNE AL KHALFIA,جماعة  الخلفية,Khalfia,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED HASSOUNE CENTRE,مركزية اولاد حسون,OULED HASSOUNE COMMUNE AL KHALFIA,جماعة  الخلفية,Khalfia,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED GHANEM CENTRE,مركزية اولاد غانم,OULED GHANEM COMMUNE BRADIA,جماعة  البرادية,Bradia,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED ALI CENTRE,مركزية اولاد علي,OULED ALI COMMUNE BRADIA,جماعة  البرادية أولاد علي,Bradia,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
LAAJANNA CENTRE,مركزية العجانة,LAAJANNA COMMUNE BRADIA,جماعة  البرادية,Bradia,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
HAL SOUSS 1 CENTRE,مركزية اهل سوس,HAL SOUSS 1 COMMUNE BRADIA,جماعة  البرادية,Bradia,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED ISSA CENTRE,مركزية  اولاد عيسى,OULED ISSA COMMUNE BNI CHEGDALE,جماعة  بني شكدال,Bni Chegdale,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
KHMIS CENTRE,مركزية الخميس,KHMIS COMMUNE BNI CHEGDALE,جماعة  بني شكدال,Bni Chegdale,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED AHMED CENTRE,مركزية اولاد احمد,OULED AHMED COMMUNE BNI CHEGDALE,جماعة  بني شكدال,Bni Chegdale,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
BNI OUKIL CENTRE,مركزية  بني وكيل,CENTRE BNI OUKIL COMMUNE BNI OUKIL,بني وكيل,Bni Oukil,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED ZYANE 1 CENTRE,مركزية اولاد زيان,OULED ZYANE 1 COMMUNE BNI OUKIL,بني وكيل,Bni Oukil,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
LACHHOUB 1 CENTRE,مركزيةالشهب,LACHHOUB 1 COMMUNE BNI OUKIL,لشهب جماعة بني وكيل,Bni Oukil,Province: Fquih Ben Salah,إقليم الفقيه بن صالح,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
GUETTAYA CENTRE,مركزية كطاية,CENTRE GUETTAYA COMMUNE GUETTAYA,جماعة  كطاية,Guettaya,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
MEJJATE CENTRE,مركزية مجاط,douar MEJJATE COMMUNE GUETTAYA , دوار مجاط جماعة كطاية ,Guettaya,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
AIT ALI CENTRE,مركزية ايت علي,AIT ALI COMMUNE GUETTAYA,جماعة  كطاية,Guettaya,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
AIT ROUADI CENTRE,مركزية  ايت الرواضي,AIT ROUADI COMMUNE SEMGUET,جماعة  سمكت,Semguet,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ECOLE BERRAKA ,م براكة,  QUARTIER BERRAKA DU NORD COMMUNE KASBAT TADLA,حي براكة الشمالية جماعة  قصبة تادلة,Kasba Tadla (Mun.),Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
CENTRE AIT DAOUD OMOUSSA,مركزية ايت داود اوموسى,AIT DAOUD OMOUSSA COMMUNE SEMGUET,جماعة  سمكت,Semguet,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED HMAMA CENTRE,مركزية اولاد احمامة,OULED HMAMA COMMUNE OULED YOUSSEF,جماعة  اولاد يوسف,Ouled Youssef,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED SMAIL CENTRE,مركزية اولاد اسماعيل,OULED SMAIL COMMUNE OULED SAID L OUED,جماعة  اولاد اسعيد,Ouled Said L'Oued,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
OULED SAID CENTRE,مركزية اولاد سعيد, COMMUNE OULED SAID L OUED,جماعة  اولاد اسعيد الواد,Ouled Said L'Oued,Province: Béni Mellal,إقليم بني ملال,Béni Mellal-Khénifra,بني ملال-خنيفرة,,,PUBLIC,MENPS 2023
ECOLE IBN ZAIDOUNE,مدرسة ابن زيدون,RUE SIDI EL GHAZOUANI,زنقة سيدي الغزواني,Benslimane (Mun.),Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
SS ERRAZI CENTRE,م/م الرازي المركزية,RUE HOUMANE FATOIKI COMMUNE BEN SLIMANE,زنقة حمان الفطواكي,Benslimane (Mun.),Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
ECOLE EL JOULANE,مدرسة الجولان,HAY MOHAMMADI,الحي المحمدي,Benslimane (Mun.),Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
ECOLE  EL FADILA,مدرسة الفضيلة,AVENUE HASSAN 2 COMMUNE BEN SLIMANE,شارع الحسن الثاني,Benslimane (Mun.),Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
ECOLE LALLA HASSNA,مدرسة الأميرة للا حسناء,AVENUE LALLA AICHA LES JARDINS,شارع للاعائشة حي الحدائق,Benslimane (Mun.),Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
ECOLE EL FARABI,مدرسة الفارابي,RUE DGHAGHIA COMMUNE BEN SLIMANE,زنقة الدغاغية,Benslimane (Mun.),Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
ECOLE EL MOUSTAKBAL,مدرسة المستقبل,HAY LALLA MARIEM,حي للا مريم,Benslimane (Mun.),Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
ECOLE ESSALAM,مدرسة السلام,RUE CASABLANCA HAY ESSALAM COMMUNE BEN SLIMANE,زنقة الدار البيضاء حي السلام,Benslimane (Mun.),Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
ECOLE EL MOHAMMADIA,مدرسة المحمدية,AV ALLAL BEN ABDELLAH,شارع علال بن عبد الله,Bouznika (Mun.),Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
ECOLE ABDELLAH GUENNOUN,مدرسة عبد الله كنون,BOULEVARD BIR ANZARANE,شارع بئر انزران,Bouznika (Mun.),Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
S/S SEHB LAASSEL CENTRE,م/م سهب العسل المركزية,COMMUNE ZIAIDA BEN SLIMANE,جماعة الزيايدة,Ziaida,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
MOULAY RACHID,مولاي رشيد,CENTRE BNI YAKHLEF COMMUNE BNI YAKHLEF,مركز بني يخلف جماعة بني يخلف,Bni Yakhlef,Préfecture: Mohammadia,عمالة المحمدية,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
EL WAHDA,الوحدة,CENTRE BNI YAKHLEF COMMUNE BNI YAKHLEF,مركز بني يخلف جماعة بني يخلف,Bni Yakhlef,Préfecture: Mohammadia,عمالة المحمدية,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
SS EL MAHATA CENTRE,م/م المحطة المركزية,DOUAR AAMARA KASBA COMMUNE BOUZNIKA,دوار اعمارة القصبة جماعة بوزنيقة,Bouznika (Mun.),Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
ECOLE FEDALATE ,مدرسة فضالات,JEMAA FEDALATE ROUTE 106 COMMUNE FDALATE,جمعة فضالات الطريق 106 جماعة فضالات,Fdalate,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
SS OULED YOUSSEF CENTRE,م/م اولاد يوسف المركزية,DOUAR OULED YOUSSEF COMMUNE FDALATE,دوار اولاد يوسف جماعة فضالات,Fdalate,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
SS CAID HAMMOUDA OULED BOUROUIS CENTRE,م/ م  القائد حمودة مركزية اولاد بورويس  ,DOUAR OULED BOUROUIS COMMUNE FDALATE,دوار اولاد بورويس جماعة فضالات,Fdalate,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
SS OULED YAHYA CENTRE ,م/م أولاد يحيى المركزية ,DOUAR LAAOUANESSE COMMUNE OULED YAHYA LOUTA,دوار لعوانس جماعة اولاد يحيى لوطا,Oulad Yahya Louta,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
S/S ELWAHDA CENTRE,م/م الوحدة المركزية,DOUAR RHAHLA COMMUNE OULED YAHYA LOUTA,دوار الرحاحلة جماعة اولاد يحيى لوطا,Oulad Yahya Louta,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
SS IMAME MALIK  CENTRE,م/م الإمام مالك المركزية,DOUAR BNI KARZAZ COMMUNE OULAD YAHYA LOUTA,دوار بني كرزاز جماعة اولاد يحيى لوطا,Oulad Yahya Louta,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
SS HAD OULAD ZIANE CENTRE,م/م أحد أولاد زيان  المركزية,HAD OULED ZIANE COMMUNE MOUALINE EL OUED,احد اولاد زيان جماعة موالين الواد,Moualine El Oued,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
SS OULED MOUMEN CENTRE,م/م اولاد مومن المركزية,DOUAR OULED MOUMEN COMMUNE MOUALINE EL OUED,دوار اولاد مومن جماعة موالين الواد,Moualine El Oued,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
SS SIDI AHMED EL MAJDOUB CENTRE,م/م سيدي احمد المجدوب المركزية,SAHMED MAJDOUB COMMUNE MOUALINE EL OUED,سيدي احمد المجدوب جماعة موالين الواد,Moualine El Oued,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
S/S CAID EL MAKKI CENTRE,م/م القائد المكي المركزية,DOUAR OULED EL MEKI COMMUNE AHLAF,دوار القائد المكي جماعة احلاف,Ahlaf,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
S/S DAR CHEIKH HAJJAJ CENTRE,م/م دار الشيخ حجاج المركزية,DAR CHAIKH HAJJAJ COMMUNE AHLAF,دار الشيخ حجاج جماعة احلاف,Ahlaf,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
SS TAFRANTE,مجموعة مدارس تفرانت,DOUAR TAFRANTE COMMUNE AHLAF,دوار تفرانت جماعة احلاف,Ahlaf,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
SS BIR KATARA CENTRE,م/م بئر قطارة المركزية,DOUAR braighite COMMUNE AHLAF,دوارابريغيث جماعة احلاف,Ahlaf,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
SS AIN BOUCHENI CENTRE,م/م عين بوشني المركزية,DOUAR AIN BOUCHENI COMMUNE AHLAF,دوار عين بوشني جماعة احلاف,Ahlaf,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
SS MELLILA CENTRE,م/م مليلة المركزية,CENTRE JEMAA MELLILA COMMUNE MELLILA,مركز جمعة مليلة جماعة مليلة,Mellila,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
SS OULED AISSA CENTRE,م/م اولاد عيسى المركزية,DOUAR OULED OUDA COMMUNE MELLILA,دوار اولاد عودة جماعة مليلة,Mellila,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
s/s ouled chaoui centre,م م أولاد الشاوي المركزية,DOUAR oulad chaoui MELLILA,دوار أولاد الشاوي جماعة مليلة,Mellila,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
S/S LAKHBIZIYINE CENTRE,م/م الخبيزيين المركزية,DOUAR LAKHBIZYINE COMMUNE MELLILA,دوار الخبيزيين جماعة مليلة,Mellila,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
S/S TOUALAA CENTRE,م/م الطوالع المركزية,CENTRE TOUALAA COMMUNE OULED ALI TOUALAA,مركز الطوالع جماعة اولاد علي الطوالع,Oulad Ali Toualaa,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
SS AL INBIAAT CENTRE,م/م الانبعات المركزية,DOUAR MAKRATE COMMUNE OULED ALI TOUALAA,دوار المكرط جماعة اولاد علي الطوالع,Oulad Ali Toualaa,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
SS OULAD ALI  CENTRE,م/م أولاد علي المركزية,DOUAR MGOUNE COMMUNE RDADNA OULED MALEK,دوار مكون جماعة الردادنة اولاد مالك,Rdadna Oulad Malek,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
S/S OULED BEN SMAIL CENTRE,م/م اولاد بن اسماعيل المركزية,OULED BEN SMAIL COMMUNE RDADNA OULED MALEK,اولاد بن اسماعيل جماعة الردادنة اولاد مالك,Rdadna Oulad Malek,Province: Benslimane,إقليم بنسليمان,Grand Casablanca-Settat,الدار البيضاء-سطات,,,PUBLIC,MENPS 2023
