Total Enrolment in Mainstream National Schools by Standard (Incl. Special Classes),,,,,,,,,,,,,,,,
Academic Year (Enrolment),Roll Number,Official Name,County Description,Local Authority Description,DEIS (Y/N),Gaeltacht Indicator (Y/N),Ethos Description,Junior Infants,Senior Infants,First Class,Second Class,Third Class,Fourth Class,Fifth Class,Sixth Class,Special Class,Enrolment per Return
2024,20091R,ST PETERS NS,Dublin,Dublin City Council,Y,N,Catholic,53,50,54,44,50,56,50,53,,410
2024,20092T,ST ULTANS NS,Dublin,Dublin City Council,Y,N,Catholic,49,43,43,40,45,45,42,49,8,364
2024,20094A,SCOIL CHRIOST AN SLANAITHEOIR,Limerick,Limerick County Council,N,N,Catholic,30,22,19,22,26,28,30,30,,207
2024,20095C,GAELSCOIL BHRIAN BÓROIMHE,Dublin,Fingal County Council,N,N,Inter Denominational,55,54,52,54,55,57,58,59,,444
2024,20096E,Gaelscoil na gCeithre Maistri,Donegal,Donegal County Council,N,N,Inter Denominational,3,5,9,9,9,6,7,6,,54
2024,20097G,GAELSCOIL BHUN CRANNCHA,Donegal,Donegal County Council,N,N,Inter Denominational,6,10,6,10,7,16,4,10,,69
2024,20098I,Castleknock Educate Together NS,Dublin,Fingal County Council,N,N,Multi Denominational,43,53,42,52,54,51,49,53,12,409
2024,20101R,The Sacred Heart Primary NS,Longford,Longford County Council,Y,N,Catholic,22,19,34,40,21,35,33,27,9,240
2024,20102T,ST FERGUS PRIMARY SCHOOL,Limerick,Limerick County Council,N,N,Catholic,20,17,16,15,24,14,21,21,12,160
2024,20103V,JOHN SCOTTUS NS,Dublin,Dublin City Council,N,N,Multi Denominational,18,21,17,21,21,20,28,20,,166
2024,20104A,ST AUDOENS NS,Dublin,Dublin City Council,Y,N,Catholic,20,19,24,24,21,23,24,21,5,181
2024,20105C,STAR OF THE SEA PRIMARY SCHOOL,Cork,Cork County Council,N,N,Catholic,37,46,56,34,58,42,43,55,,371
2024,20106E,SCOIL NIOCLAIS,Cork,Cork City Council,N,N,Catholic,74,77,102,86,85,104,92,108,18,746
2024,20107G,Gaelscoil Mhainistir na Corann,Cork,Cork County Council,N,N,Catholic,69,81,53,63,67,82,56,79,11,561
2024,20108I,"St. John the Apostle, Knocknacarra NS",Galway,Galway City Council,N,N,Catholic,49,49,45,52,52,48,50,52,,397
2024,20110S,S N MHUIRE SENIOR SCHOOL,Wicklow,Wicklow County Council,N,N,Catholic,,,,,71,68,82,84,,305
2024,20111U,Holy Family National School,Kerry,Kerry County Council,N,N,Catholic,31,23,34,35,23,34,31,29,,240
2024,20112W,CAHERCIVEEN N S,Kerry,Kerry County Council,Y,N,Catholic,13,19,26,14,14,26,22,24,,158
2024,20113B,SCOIL CROI NAOFA,Sligo,Sligo County Council,Y,N,Catholic,11,9,9,11,12,7,5,10,,74
2024,20114D,SCOIL BRÍD,Kildare,Kildare County Council,N,N,Catholic,78,75,76,77,76,77,77,77,15,628
2024,20115F,SCOIL EINNE,Galway,Galway County Council,N,Y,Catholic,23,18,30,23,21,19,18,22,,174
2024,20116H,Glor na Mara NS,Waterford,Waterford County Council,N,N,Catholic,35,35,45,51,53,52,51,58,,380
2024,20118L,SCOIL BHRIDE,Laois,Laois County Council,Y,N,Catholic,17,14,13,16,17,26,15,16,,134
2024,20120V,St Tiarnach's Primary School,Monaghan,Monaghan County Council,Y,N,Catholic,22,25,25,22,23,37,29,37,15,235
2024,20122C,SCOIL MHUIRE AGUS IOSAF,Sligo,Sligo County Council,Y,N,Catholic,26,27,25,25,29,29,46,29,6,242
2024,20123E,GAELSCOIL RIABHACH,Galway,Galway County Council,N,N,Multi Denominational,20,27,17,19,17,31,22,18,,171
2024,20124G,ST MARYS N.S.,Longford,Longford County Council,Y,N,Catholic,32,32,48,39,42,42,46,37,35,353
2024,20125I,CROSSMOLINA N.S.,Mayo,Mayo County Council,N,N,Catholic,26,25,29,25,29,28,43,32,5,242
2024,20126K,Gaelscoil de hIde,Roscommon,Roscommon County Council,N,N,Catholic,20,18,19,16,21,23,14,15,,146
2024,20127M,Scoil na Maighdine Mhuire,Clare,Clare County Council,N,N,Catholic,34,24,24,28,32,39,30,31,6,248
2024,20128O,ST MATTHEWS MIXED N.S,Longford,Longford County Council,Y,N,Catholic,35,40,45,31,54,44,54,45,24,372
2024,20129Q,SCOIL TEAMPALL TOINNE,Tipperary,Tipperary (Sr) County Council,Y,N,Catholic,17,26,19,18,19,6,16,17,,138
2024,20130B,ST PATRICKS NS,Dublin,Fingal County Council,N,N,Catholic,108,111,114,109,112,112,115,110,,891
2024,20131D,Dublin 7 Educate Together NS,Dublin,Dublin City Council,N,N,Multi Denominational,68,72,70,59,58,58,56,60,12,513
2024,20133H,SCOIL DEAN CUSSEN,Limerick,Limerick County Council,N,N,Catholic,15,28,29,21,26,37,28,26,5,215
2024,20134J,ST MICHAELS N. S.,Cavan,Cavan County Council,N,N,Catholic,4,4,4,8,8,6,9,7,,50
2024,20137P,Mary Mother of Hope Senior NS,Dublin,Fingal County Council,N,N,Catholic,,,,,109,107,104,104,5,429
2024,20139T,INCHICORE NS,Dublin,Dublin City Council,Y,N,Catholic,23,25,23,23,26,34,25,29,,208
2024,20140E,SCOIL MHUIRE FATIMA BOYS SENIOR,Cork,Cork City Council,Y,N,Catholic,39,32,31,24,7,10,19,26,7,195
2024,20141G,THE HAROLD SCHOOL,Dublin,Dun Laoghaire Rathdown,N,N,Catholic,86,81,86,85,75,83,83,70,,649
2024,20142I,SCOIL IOSA,Mayo,Mayo County Council,Y,N,Catholic,43,44,52,46,60,47,58,32,,382
2024,20143K,WATERPARK N S,Waterford,Waterford City Council,N,N,Catholic,27,30,31,29,30,30,30,30,,237
2024,20144M,GAELSCOIL CHOIS FEABHAILL,Donegal,Donegal County Council,N,N,Catholic,9,13,7,12,4,10,9,7,,71
2024,20145O,Swords Educate Together NS,Dublin,Fingal County Council,N,N,Multi Denominational,47,49,50,52,50,51,53,53,,405
2024,20146Q,Le Cheile Educate Together NS,Louth,Louth County Council,N,N,Multi Denominational,37,47,48,49,51,54,52,52,,390
2024,20147S,SCOIL MHUIRE AGUS N.TREASA,Kerry,Kerry County Council,N,N,Catholic,11,12,20,13,18,17,16,25,,132
2024,20148U,GAELSCOIL CHALADH AN TREOIGH,Limerick,Limerick County Council,N,N,Catholic,41,56,54,53,54,51,58,50,,417
2024,20149W,ST FACHNAN & ST ATTRACTAS N S,Clare,Clare County Council,N,N,Catholic,10,6,5,14,9,7,6,7,,64
2024,20150H,HOLY FAMILY NATIONAL SCHOOL,Donegal,Donegal County Council,Y,N,Catholic,19,25,22,25,23,21,23,13,12,183
2024,20151J,GAELSCOIL MHUSCRAÍ,Cork,Cork City Council,N,N,Catholic,31,25,20,30,18,14,23,19,6,186
2024,20152L,NORTH DUBLIN MUSLIM NS,Dublin,Dublin City Council,N,N,Muslim,47,50,50,54,53,50,46,50,6,406
2024,20155R,ST JOHN THE BAPTIST BOYS SCHOOL,Tipperary,Tipperary (Sr) County Council,Y,N,Catholic,28,29,34,27,40,47,30,26,,261
2024,20157V,BUNSCOIL GLEANN SIDHEAIN,Waterford,Waterford County Council,Y,N,Catholic,15,25,23,25,24,24,25,19,12,192
2024,20158A,Tralee Educate Together NS,Kerry,Kerry County Council,Y,N,Multi Denominational,11,4,11,9,15,13,15,13,,91
2024,20159C,Gaelscoil Nas na Riogh,Kildare,Kildare County Council,N,N,Inter Denominational,51,45,51,48,44,56,52,55,,402
2024,20160K,Waterford Educate Together NS,Waterford,Waterford City Council,N,N,Multi Denominational,29,40,52,47,46,49,45,39,12,359
2024,20161M,Donabate/Portrane Educate Together NS,Dublin,Fingal County Council,N,N,Multi Denominational,52,52,51,53,50,52,54,51,4,419
2024,20163Q,S.N EOIN BAISTE,Louth,Louth County Council,Y,N,Catholic,19,7,17,23,29,14,23,27,,159
2024,20164S,Navan Educate Together NS,Meath,Meath County Council,Y,N,Multi Denominational,20,30,21,24,26,24,24,25,30,224
2024,20165U,GAELSCOIL MHOSHIOLOG,Wexford,Wexford County Council,N,N,Multi Denominational,13,13,20,18,21,19,28,21,,153
2024,20166W,Griffeen Valley Educate Together NS,Dublin,South Dublin County Council,N,N,Multi Denominational,50,63,52,52,51,52,80,74,6,480
2024,20167B,GAELSCOIL EIRNE,Donegal,Donegal County Council,Y,N,Inter Denominational,,1,5,4,4,,10,4,,28
2024,20168D,Glasnevin Educate Together NS,Dublin,Dublin City Council,N,N,Multi Denominational,44,48,49,51,52,53,49,54,12,412
2024,20169F,CASTLETOWN N.S,Laois,Laois County Council,N,N,Catholic,12,10,15,13,15,13,10,13,12,113
2024,20170N,SCOIL CHOILL MHIC THOMAISIN,Waterford,Waterford County Council,Y,N,Catholic,14,16,21,18,19,24,16,17,,145
2024,20171P,Ardee Educate Together NS,Louth,Louth County Council,Y,N,Multi Denominational,10,12,16,21,21,18,24,21,30,173
2024,20172R,ST JOSEPHS N S,Cavan,Cavan County Council,N,N,Catholic,27,42,49,42,51,58,43,49,9,370
2024,20173T,ST ANNES PRIMARY SCHOOL,Dublin,South Dublin County Council,Y,N,Catholic,30,36,38,35,38,40,41,42,11,311
2024,20174V,Scoil Éanna,Monaghan,Monaghan County Council,Y,N,Catholic,33,32,27,27,26,22,24,25,,216
2024,20175A,Limerick City East Educate Together NS,Limerick,Limerick County Council,N,N,Multi Denominational,37,39,45,43,48,42,52,59,17,382
2024,20176C,Rush and Lusk Educate Together NS,Dublin,Fingal County Council,N,N,Multi Denominational,40,34,54,49,51,58,54,59,11,410
2024,20177E,Newbridge Educate Together NS,Kildare,Kildare County Council,N,N,Multi Denominational,49,50,53,48,55,52,52,53,,412
2024,20178G,Wicklow Educate Together NS,Wicklow,Wicklow County Council,N,N,Multi Denominational,45,46,47,43,46,46,42,50,17,382
2024,20179I,ST STEPHENS NS,Meath,Meath County Council,N,N,Catholic,77,101,89,102,94,111,121,106,,801
2024,20180Q,SCOIL NAOMH EOIN,Meath,Meath County Council,Y,N,Catholic,31,32,52,39,53,53,46,43,12,361
2024,20181S,GAELSCOIL AN RAITHIN,Limerick,Limerick City Council,N,N,Catholic,58,46,54,48,53,50,40,45,,394
2024,20182U,ST ENDAS NS,Cork,Cork County Council,N,N,Catholic,,4,2,7,1,4,8,,,26
2024,20186F,Castaheany Educate Together NS,Dublin,Fingal County Council,Y,N,Multi Denominational,37,53,47,50,52,54,54,54,,401
2024,20187H,DIVINE MERCY SENIOR NATIONAL SCHOOL,Dublin,South Dublin County Council,Y,N,Catholic,,,,,66,84,75,81,,306
2024,20188J,Mullingar Educate Together NS,Westmeath,Westmeath County Council,Y,N,Multi Denominational,34,24,43,43,44,56,48,58,29,379
2024,20189L,Tullamore Educate Together NS,Offaly,Offaly County Council,N,N,Multi Denominational,25,32,24,39,26,29,28,29,12,244
2024,20190T,HOLY TRINITY NATIONAL SCHOOL,Dublin,Dun Laoghaire Rathdown,N,N,Catholic,73,70,77,74,77,75,76,74,,596
2024,20191V,ST PETERS NATIONAL SCHOOL,Meath,Meath County Council,N,N,Church Of Ireland,8,12,8,12,10,7,8,15,12,92
2024,20192A,GAELSCOIL ÁTHA Í,Kildare,Kildare County Council,Y,N,Inter Denominational,18,8,25,24,17,18,23,22,,155
2024,20193C,SCOIL MOCHEALLÓG,Limerick,Limerick County Council,Y,N,Catholic,32,38,36,28,35,38,28,35,10,280
2024,20194E,St. John the Evangelist National School,Dublin,South Dublin County Council,N,N,Catholic,48,46,50,53,54,52,54,59,2,418
2024,20196I,Scoil Íosagáin,Kerry,Kerry County Council,Y,N,Catholic,19,23,26,26,26,23,26,25,10,204
2024,20197K,St Johns NS,Kerry,Kerry County Council,N,N,Catholic,44,47,48,51,50,49,46,63,6,404
2024,20199O,Scoil Chuimín & Caitríona,Galway,Galway County Council,Y,N,Catholic,30,28,38,31,24,30,43,27,12,263
2024,20200T,RATOATH SENIOR NS,Meath,Meath County Council,N,N,Catholic,,,,,71,74,106,109,,360
2024,20201V,TYRRELSTOWN EDUCATE TOGETHER NATIONAL SCHOOL,Dublin,Fingal County Council,N,N,Multi Denominational,63,56,55,49,53,53,68,74,11,482
2024,20202A,Balbriggan Educate Together NS,Dublin,Fingal County Council,Y,N,Multi Denominational,43,42,41,61,41,45,42,42,,357
2024,20203C,MOHILL N S,Leitrim,Leitrim County Council,Y,N,Catholic,24,32,29,29,24,29,30,30,6,233
2024,20204E,Scoil Mháirtin,Cork,Cork County Council,N,N,Catholic,33,38,39,31,41,33,34,37,6,292
2024,20205G,ST MARYS PARISH PRIMARY SCHOOL,Louth,Louth County Council,N,N,Catholic,113,115,119,117,122,126,128,132,,972
2024,20208M,St Coen's National School,Wicklow,Wicklow County Council,Y,N,Catholic,34,38,37,42,33,37,51,36,11,319
2024,20210W,S N EOIN POL II,Galway,Galway County Council,Y,Y,Catholic,1,3,3,,1,2,2,2,,14
2024,20211B,Claregalway Educate Together NS,Galway,Galway County Council,Y,Y,Multi Denominational,23,22,26,37,29,25,28,26,4,220
2024,20212D,GAELSCOIL LIATROMA,Leitrim,Leitrim County Council,N,N,Catholic,21,26,31,28,16,24,32,14,4,196
2024,20214H,Gorey Educate Together NS,Wexford,Wexford County Council,N,N,Multi Denominational,32,36,47,42,50,47,48,53,18,373
2024,20215J,ST PAULS NS,Meath,Meath County Council,N,N,Catholic,74,71,58,69,75,74,77,78,,576
2024,20216L,SCOIL OILIBHEIR NAOFA,Meath,Meath County Council,N,N,Catholic,101,82,84,73,,,,,18,358
2024,20217N,MOUNT PALMER NATIONAL SCHOOL,Mayo,Mayo County Council,Y,N,Catholic,2,7,1,10,2,6,4,5,,37
2024,20218P,St Columbanus National School,Dublin,Dun Laoghaire Rathdown,Y,N,Catholic,8,17,12,12,7,11,19,17,12,115
2024,20219R,ST PAULS B N S,Waterford,Waterford City Council,Y,N,Catholic,30,31,41,24,22,20,34,30,4,236
2024,20220C,GAELSCOIL UI EARCAIN,Dublin,Dublin City Council,Y,N,Catholic,24,41,37,26,27,36,28,38,12,269
2024,20222G,SCOIL CHUIL AODHA BARR D INSE,Cork,Cork County Council,N,Y,Catholic,7,3,7,8,7,9,16,7,,64
2024,20223I,GAELSCOIL EISCIR RIADA,Dublin,South Dublin County Council,N,N,Catholic,47,46,36,48,54,53,49,48,,381
2024,20224K,GAELSCOIL AN TSLI DALA,Laois,Laois County Council,N,N,Inter Denominational,3,4,3,5,8,4,5,2,12,46
2024,20229U,NAGLE RICE PRIMARY SCHOOL,Kerry,Kerry County Council,N,N,Catholic,30,42,43,50,42,48,36,67,,358
2024,20230F,SCOIL PHADRAIG,Mayo,Mayo County Council,N,N,Catholic,31,40,30,45,38,50,54,43,,331
2024,20231H,ST BENEDICTS NATIONAL SCHOOL,Dublin,Fingal County Council,N,N,Catholic,78,75,80,80,80,71,74,84,,622
2024,20233L,SCOIL CHAITRÍONA,Limerick,Limerick County Council,Y,N,Catholic,8,6,11,10,13,4,7,6,10,75
2024,20235P,Letterkenny Educate Together NS,Donegal,Donegal County Council,Y,N,Multi Denominational,57,67,56,48,53,49,48,27,16,421
2024,20237T,GAELSCOIL RIADA,Galway,Galway County Council,N,N,Catholic,19,16,19,24,27,23,21,19,,168
2024,20238V,Gaelscoil An Choillín,Westmeath,Westmeath County Council,N,N,Inter Denominational,21,31,27,11,14,8,8,13,12,145
2024,20239A,GAELSCOIL UI DRISCEOIL,Cork,Cork County Council,N,N,Multi Denominational,56,65,35,46,40,46,46,55,,389
2024,20241K,Scoil Choilm Community NS,Dublin,Fingal County Council,Y,N,Multi Denominational,60,86,82,97,89,107,101,113,12,747
2024,20242M,Blessington Educate Together NS,Wicklow,Wicklow County Council,N,N,Multi Denominational,10,13,16,20,11,9,8,9,,96
2024,20243O,Gaelscoil na Lochanna,Wicklow,Wicklow County Council,N,N,Inter Denominational,13,17,21,15,15,26,23,14,,144
2024,20245S,Ennistymon National School,Clare,Clare County Council,Y,N,Catholic,5,8,7,7,9,14,8,6,,64
2024,20246U,THE BILLIS NATIONAL SCHOOL,Monaghan,Monaghan County Council,N,N,Church Of Ireland,2,3,1,,1,2,7,3,,19
2024,20247W,Scoil Ghrainne Community National School,Dublin,Fingal County Council,N,N,Multi Denominational,59,59,70,76,73,72,76,79,12,576
2024,20252P,GAELSCOIL BHAILE BRIGIN,Dublin,Fingal County Council,N,N,Inter Denominational,24,30,38,39,42,54,51,51,8,337
2024,20255V,Bunscoil McAuley Rice,Kilkenny,Kilkenny County Council,N,N,Catholic,45,46,55,41,52,56,55,56,6,412
2024,20256A,Scoil Náisiúnta Thuar Mhic Éadaigh,Mayo,Mayo County Council,N,Y,Catholic,8,8,13,15,10,12,15,11,,92
2024,20257C,Scoil Naomh Padraig,Kildare,Kildare County Council,N,N,Catholic,38,47,50,50,49,51,49,50,,384
2024,20258E,Gaelscoil an Bhradáin Feasa,Meath,Meath County Council,N,N,Multi Denominational,46,42,54,56,47,56,36,51,,388
2024,20259G,St. Francis National School,Louth,Louth County Council,N,N,Catholic,51,51,52,51,57,58,57,44,12,433
2024,20260O,Gaelscoil Chluainín,Leitrim,Leitrim County Council,N,N,Catholic,16,5,8,,11,8,10,,,58
2024,20261Q,Newtown Junior School,Waterford,Waterford County Council,N,N,Quaker,12,13,14,15,15,16,14,14,,113
2024,20264W,Gaelscoil na bhFili,Galway,Galway County Council,N,N,Multi Denominational,4,4,9,,3,7,5,4,,36
2024,20265B,Gaelscoil Chionn tSáile,Cork,Cork County Council,N,N,Catholic,15,24,15,21,17,13,24,15,1,145
2024,20267F,Scoil Bhríde Primary School,Offaly,Offaly County Council,Y,N,Catholic,53,51,59,43,50,75,64,78,33,506
2024,20268H,Adamstown Castle Educate Together National School,Dublin,South Dublin County Council,N,N,Multi Denominational,50,52,54,57,54,54,57,53,1,432
2024,20269J,Scoil Chormaic,Dublin,Fingal County Council,N,N,Multi Denominational,42,32,39,38,48,51,51,52,23,376
2024,20270R,Holy Family Junior School,Laois,Laois County Council,N,N,Catholic,140,158,147,150,,,,,6,601
2024,20271T,Scoil na Naomh Uilig,Kildare,Kildare County Council,N,N,Catholic,66,61,74,69,72,75,76,69,24,586
2024,20272V,St Mary's National School,Kilkenny,Kilkenny County Council,N,N,Catholic,43,51,46,43,64,51,56,54,6,414
2024,20273A,S N Chartaigh Naofa,Offaly,Offaly County Council,N,N,Catholic,16,14,14,14,13,17,17,30,30,165
2024,20274C,Esker Educate Together NS,Dublin,South Dublin County Council,Y,N,Multi Denominational,44,42,48,50,50,51,52,52,2,391
2024,20275E,Scoil Íosa,Mayo,Mayo County Council,Y,N,Catholic,25,34,31,36,30,31,31,26,1,245
2024,20277I,St Michaels National School,Cavan,Cavan County Council,Y,N,Catholic,29,19,29,31,23,45,32,43,,251
2024,20278K,Newtownmountkennedy Primary School,Wicklow,Wicklow County Council,Y,N,Catholic,44,41,50,41,34,30,51,51,23,365
2024,20280U,Newtown NS,Galway,Galway County Council,Y,N,Catholic,24,12,17,21,23,22,30,22,,171
2024,20281W,St Benedicts and St Marys National School,Dublin,Dublin City Council,Y,N,Catholic,19,21,21,17,19,22,19,21,6,165
2024,20282B,Bracken Educate Together NS,Dublin,Fingal County Council,Y,N,Multi Denominational,43,59,44,42,39,45,48,45,18,383
2024,20289P,St. Cynoc's National School,Offaly,Offaly County Council,Y,N,Catholic,18,21,16,26,18,24,33,22,11,189
2024,20292E,Maynooth Educate Together National School,Kildare,Kildare County Council,N,N,Multi Denominational,48,55,50,50,54,51,54,40,10,412
2024,20294I,Aston Village Educate Together National School,Louth,Louth County Council,N,N,Multi Denominational,37,45,44,41,45,43,48,44,26,373
2024,20295K,Carlow Educate Together NS,Carlow,Carlow County Council,Y,N,Multi Denominational,49,44,48,55,51,50,51,54,4,406
2024,20300A,Greystones Educate Together National School,Wicklow,Wicklow County Council,N,N,Multi Denominational,49,51,50,63,52,70,49,55,2,441
2024,20301C,Gaelscoil na gCloch Liath,Wicklow,Wicklow County Council,N,N,Inter Denominational,24,27,29,25,28,36,36,49,2,256
2024,20302E,Thornleigh Educate Together National School,Dublin,Fingal County Council,Y,N,Multi Denominational,34,28,33,36,37,41,43,41,6,299
2024,20303G,Lucan East ETNS,Dublin,South Dublin County Council,Y,N,Multi Denominational,46,51,52,52,53,57,53,51,12,427
2024,20304I,St. Francis of Assisi National School,Dublin,Dublin City Council,N,N,Catholic,50,54,54,54,58,59,52,54,,435
2024,20307O,Skerries Educate Together National School,Dublin,Fingal County Council,Y,N,Multi Denominational,38,39,44,44,39,38,43,44,23,352
2024,20308Q,Belmayne Educate Together National School,Dublin,Dublin City Council,Y,N,Multi Denominational,51,53,51,53,51,49,50,51,,409
2024,20309S,Mary Mother of Hope Junior National School,Dublin,Fingal County Council,N,N,Catholic,91,83,94,110,,,,,,378
2024,20310D,Carrigaline Educate Together NS,Cork,Cork County Council,N,N,Multi Denominational,44,55,50,54,53,57,52,59,18,442
2024,20312H,Raheen Wood Community National School,Clare,Clare County Council,N,N,Multi Denominational,8,12,12,12,14,12,9,12,6,97
2024,20313J,Mol an Óige Community National School,Clare,Clare County Council,Y,N,Multi Denominational,20,33,17,25,19,11,13,11,,149
2024,20326S,Kilcolgan Educate Together NS,Galway,Galway County Council,N,N,Multi Denominational,23,27,26,25,28,23,29,25,,206
2024,20327U,Gaelscoil Lorgan,Monaghan,Monaghan County Council,N,N,Inter Denominational,19,30,21,15,17,17,19,16,,154
2024,20332N,Gaelscoil Éadan Doire,Offaly,Offaly County Council,Y,N,Catholic,3,9,7,7,7,9,9,14,8,73
2024,20333P,Wexford Educate Together National School,Wexford,Wexford County Council,N,N,Multi Denominational,19,25,29,29,20,28,28,27,,205
2024,20334R,Gaelscoil Ros Eo,Dublin,Fingal County Council,N,N,Multi Denominational,13,27,13,21,19,16,27,23,,159
2024,20335T,Scoil Phadraig Naofa,Cork,Cork City Council,N,N,Catholic,60,58,59,60,59,55,58,56,,465
2024,20336V,Midleton Educate Together School,Cork,Cork County Council,N,N,Multi Denominational,56,61,76,61,81,71,80,58,26,570
2024,20337A,Edenmore N.S.,Monaghan,Monaghan County Council,N,N,Catholic,21,21,17,15,21,20,14,23,1,153
2024,20338C,Holy Child National School,Dublin,Dublin City Council,N,N,Catholic,90,100,51,53,53,50,48,38,12,495
2024,20339E,RÉALT NA MARA SCHOOL,Louth,Louth County Council,N,N,Catholic,44,67,47,48,54,57,53,55,30,455
2024,20345W,S N Leitir Meallain,Galway,Galway County Council,Y,Y,Catholic,,7,1,1,4,6,3,5,,27
2024,20346B,Kilcoole Primary School,Wicklow,Wicklow County Council,N,N,Catholic,74,64,73,71,74,79,73,67,,575
2024,20347D,Portlaoise Educate Together NS,Laois,Laois County Council,N,N,Multi Denominational,64,79,53,54,53,55,52,52,2,464
2024,20348F,Holywell Educate Together National School,Dublin,Fingal County Council,N,N,Multi Denominational,78,79,80,75,83,70,88,91,,644
2024,20349H,SCOIL OILIBHÉIR NAOFA,Louth,Louth County Council,Y,N,Catholic,44,40,43,38,35,45,54,57,10,366
2024,20350P,Merlin Woods Primary School,Galway,Galway City Council,N,N,Catholic,49,41,48,48,48,45,53,46,5,383
2024,20351R,Naas Community National School,Kildare,Kildare County Council,N,N,Multi Denominational,50,54,51,53,54,27,27,27,,343
2024,20352T,Ard Rí Community National School,Meath,Meath County Council,N,N,Multi Denominational,44,45,47,57,44,49,28,47,,361
2024,20353V,St Coleman's National School,Laois,Laois County Council,N,N,Catholic,32,38,46,45,32,39,52,31,10,325
2024,20355C,Holy Trinity National School,Tipperary,Tipperary (Sr) County Council,Y,N,Catholic,20,29,24,23,31,28,26,26,1,208
2024,20382F,Gaelscoil na Mí,Meath,Meath County Council,N,N,Multi Denominational,23,27,34,39,29,40,51,40,,283
2024,20383H,Hansfield Educate Together National School,Dublin,Fingal County Council,N,N,Multi Denominational,49,71,70,78,79,80,77,78,,582
2024,20384J,Powerstown Educate Together National School,Dublin,Fingal County Council,N,N,Multi Denominational,33,38,48,49,30,38,37,45,13,331
2024,20385L,Our Lady's National School,Sligo,Sligo County Council,N,N,Catholic,2,2,4,3,6,1,5,11,14,48
2024,20387P,Scoil Mhuire Agus Chormaic,Offaly,Offaly County Council,Y,N,Catholic,15,8,13,7,12,12,19,9,12,107
2024,20388R,Bunscoil Chriost Ri,Cork,Cork City Council,N,N,Catholic,53,55,62,57,52,55,59,68,18,479
2024,20389T,Scoil Maria Assumpta,Cork,Cork City Council,Y,N,Catholic,20,25,19,20,18,17,25,11,9,164
2024,20392I,Pelletstown ETNS,Dublin,Dublin City Council,N,N,Multi Denominational,50,54,51,49,48,41,36,47,12,388
2024,20394M,Gaelscoil an Chuilinn,Dublin,Fingal County Council,N,N,Inter Denominational,33,45,30,25,37,37,43,31,,281
2024,20396Q,Ashbourne Educate Together National School,Meath,Meath County Council,N,N,Multi Denominational,45,47,48,53,48,53,58,58,,410
2024,20397S,St Louise de Marillac Primary School,Dublin,Dublin City Council,Y,N,Catholic,30,30,19,36,26,30,46,29,3,249
2024,20398U,Citywest & Saggart Community National School,Dublin,South Dublin County Council,N,N,Multi Denominational,48,50,50,52,50,52,53,54,10,419
2024,20399W,Scoil Chroí Íosa,Cork,Cork City Council,N,N,Catholic,19,38,43,38,34,38,35,35,7,287
2024,20400E,Ballinteer Educate Together National School,Dublin,Dun Laoghaire Rathdown,N,N,Multi Denominational,48,42,34,46,51,47,40,52,10,370
2024,20401G,Stepaside Educate Together National School,Dublin,Dun Laoghaire Rathdown,N,N,Multi Denominational,63,66,69,65,69,71,71,28,12,514
2024,20402I,City West Educate Together National School,Dublin,South Dublin County Council,N,N,Multi Denominational,44,46,46,45,46,45,48,46,12,378
2024,20403K,Kildare Town Educate Together NS,Kildare,Kildare County Council,N,N,Multi Denominational,46,52,51,56,51,52,53,54,5,420
2024,20404M,Coore National School,Clare,Clare County Council,Y,N,Catholic,2,1,5,4,2,5,10,3,,32
