CODE_ETABLISSEMENT,CODE_AUTO,NOM_ETABLISSEMENT,NOM_ETABLISSEMENT_AR,TYPE,TYPE_AR,DELEGATION,DELEGATION_AR,GOUVERNORAT,GOUVERNORAT_AR,ZONE,ZONE_AR,LATITUDE,LONGITUDE,SOURCE
10140206,140206,E.P.ER'ROUAIGUIA,م.إ. الروايقية ,École Primaire Publique,مدرسة ابتدائية,ZAGHOUAN,زغوان,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.4164839999999,10.128786,data.gov.tn 2024
10140207,140207,E.P.BIR HALIMA,م.إ.  بئر حليمة,École Primaire Publique,مدرسة ابتدائية,ZAGHOUAN,زغوان,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.396439,10.0465509999999,data.gov.tn 2024
10140210,140210,E.P.OUED EZZIT,م.إ. وادي الزيت,École Primaire Publique,مدرسة ابتدائية,ZAGHOUAN,زغوان,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.41745,10.301111,data.gov.tn 2024
10140212,140212,E.P.BOUSLIM,م.إ.  بوسليم,École Primaire Publique,مدرسة ابتدائية,ZAGHOUAN,زغوان,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.3976049999999,10.290846,data.gov.tn 2024
10140213,140213,E.P.OUED SBAIHIA,م.إ. وادي الصبايحية,École Primaire Publique,مدرسة ابتدائية,ZAGHOUAN,زغوان,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.496724,10.209735,data.gov.tn 2024
10140222,140222,E.P.MARKEZ ALI B.SGHAIER,م.إ.  مركز علي  الصغير,École Primaire Publique,مدرسة ابتدائية,ZAGHOUAN,زغوان,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.42994,10.228315,data.gov.tn 2024
10140226,140226,E.P.JAMEL,م.إ.  الجمال,École Primaire Publique,مدرسة ابتدائية,ZAGHOUAN,زغوان,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.4027889999999,10.257766,data.gov.tn 2024
10140228,140228,E.P.ROUTE ESSOUANI,م.إ.  طريق السواني,École Primaire Publique,مدرسة ابتدائية,ZAGHOUAN,زغوان,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.399661,10.1503789999999,data.gov.tn 2024
10140234,140234,E.P.CITE NOZHA,م.إ.  حي النزهة ,École Primaire Publique,مدرسة ابتدائية,ZAGHOUAN,زغوان,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.403632,10.160264,data.gov.tn 2024
10140237,140237,E.P.AIN ASSABOUNE,م.إ.  عين الصابون ,École Primaire Publique,مدرسة ابتدائية,ZAGHOUAN,زغوان,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.3838909999999,10.3204119999999,data.gov.tn 2024
10140238,140238,E.P.SIDI MRAYEH,م.إ. سيدي مريح,École Primaire Publique,مدرسة ابتدائية,ZAGHOUAN,زغوان,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.4382939999999,10.163277,data.gov.tn 2024
10140240,140240,E.P.OUED ERREBH,م.إ.  وادي الربح,École Primaire Publique,مدرسة ابتدائية,ZAGHOUAN,زغوان,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.408102,10.193595,data.gov.tn 2024
10140242,140242,E.P.CHEHDA,م.إ.  شهدة,École Primaire Publique,مدرسة ابتدائية,ZAGHOUAN,زغوان,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.45886,10.233962,data.gov.tn 2024
10140243,140243,E.P EL MHALLA,م.إ. المحلة,École Primaire Publique,مدرسة ابتدائية,ZAGHOUAN,زغوان,Zaghouan,زغوان,Zone Communale,منطقة بلدية," 36°23'57.77""N"," 10° 8'36.57""E",data.gov.tn 2024
10140501,140501,E.P. 2 MARS 34,م.إ.  2 مارس 34 الزريبة,École Primaire Publique,مدرسة ابتدائية,ZRIBA,الزريبة,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.350783,10.207647,data.gov.tn 2024
10140502,140502,E.P.ZRIBA VILLAGE,م.إ.  القرية الزريبة,École Primaire Publique,مدرسة ابتدائية,ZRIBA,الزريبة,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.3398329999999,10.250318,data.gov.tn 2024
10140503,140503,E.P.JRADOU,م.إ.  جرادو,École Primaire Publique,مدرسة ابتدائية,ZRIBA,الزريبة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.276176,10.32371,data.gov.tn 2024
10140504,140504,E.P.AIN MEZIGH,م.إ.  عين مزيغ,École Primaire Publique,مدرسة ابتدائية,ZRIBA,الزريبة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.376851,10.181595,data.gov.tn 2024
10140505,140505,E.P.AIN LANSARINE,م.إ.  عين الأنصارين,École Primaire Publique,مدرسة ابتدائية,ZRIBA,الزريبة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.336156,10.151567,data.gov.tn 2024
10140506,140506,E.P.AIN BATRIA,م.إ.  عين البطرية,École Primaire Publique,مدرسة ابتدائية,ZRIBA,الزريبة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.269364,10.253142,data.gov.tn 2024
10140507,140507,E.P.BOUACHIR,م.إ.  بوعشير,École Primaire Publique,مدرسة ابتدائية,ZRIBA,الزريبة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.202668,10.202728,data.gov.tn 2024
10140508,140508,E.P.CHARCHARA,م.إ.  الشرشارة,École Primaire Publique,مدرسة ابتدائية,ZRIBA,الزريبة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.2881259999999,10.090759,data.gov.tn 2024
10140509,140509,E.P.OUED EL KENZ,م.إ.  واد الكنز,École Primaire Publique,مدرسة ابتدائية,ZRIBA,الزريبة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.300415,10.2687019999999,data.gov.tn 2024
10140510,140510,E.P.EL HOUDA,م.إ.  الهدى,École Primaire Publique,مدرسة ابتدائية,ZRIBA,الزريبة,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.351998,10.21259,data.gov.tn 2024
10140511,140511,E.P.BENI MAR,م.إ.  بني مار,École Primaire Publique,مدرسة ابتدائية,ZRIBA,الزريبة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.314418,10.165912,data.gov.tn 2024
10140512,140512,E.P.BOUCHAOUATA,م.إ.  بوشواطة,École Primaire Publique,مدرسة ابتدائية,ZRIBA,الزريبة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.305349,10.121708,data.gov.tn 2024
10140702,140702,E.P.2 MARS 34 BIR MCHARGA,م.إ.  2 مارس 34 بئر مشارقة,École Primaire Publique,مدرسة ابتدائية,BIR MCHARGA,بئر مشارقة,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.5181329999999,9.9554078,data.gov.tn 2024
10140703,140703,E.P.SMINJA,م.إ. سمنجة,École Primaire Publique,مدرسة ابتدائية,BIR MCHARGA,بئر مشارقة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.457165,10.025701,data.gov.tn 2024
10140704,140704,E.P.JEBEL OUEST EL IMTIEZ,م.إ.  جبل الوسط الامتياز,École Primaire Publique,مدرسة ابتدائية,BIR MCHARGA,بئر مشارقة,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.556189,10.061653,data.gov.tn 2024
10140705,140705,E.P.AIN ASKER,م.إ.  عين عسكر,École Primaire Publique,مدرسة ابتدائية,BIR MCHARGA,بئر مشارقة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.573999,9.993451,data.gov.tn 2024
10140706,140706,E.P.AIN SAF SAF,م.إ.  عين الصفصاف,École Primaire Publique,مدرسة ابتدائية,BIR MCHARGA,بئر مشارقة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.536693,10.155815,data.gov.tn 2024
10140707,140707,E.P.BOUCHA,م.إ.  بوشة,École Primaire Publique,مدرسة ابتدائية,BIR MCHARGA,بئر مشارقة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.511346,9.838811,data.gov.tn 2024
10140709,140709,E.P.MENAGAA INTERNAT,م.إ.  مبيت المناقع,École Primaire Publique,مدرسة ابتدائية,BIR MCHARGA,بئر مشارقة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.5557039999999,9.945318,data.gov.tn 2024
10140710,140710,E.P.KHENIGUET MAGRA,م.إ.  خنيقة مقرة,École Primaire Publique,مدرسة ابتدائية,BIR MCHARGA,بئر مشارقة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.402388,9.96199099999999,data.gov.tn 2024
10140711,140711,E.P.DLAYEL EL AROUS,م.إ.  دلائل العروس,École Primaire Publique,مدرسة ابتدائية,BIR MCHARGA,بئر مشارقة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.5100449999999,9.90304,data.gov.tn 2024
10140713,140713,E.P.HENCHIR ETTALLA,م.إ. هنشير التلة,École Primaire Publique,مدرسة ابتدائية,BIR MCHARGA,بئر مشارقة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.4955659999999,10.111442,data.gov.tn 2024
10140714,140714,E.P.EL AMEL,م.إ.  الأمل ,École Primaire Publique,مدرسة ابتدائية,BIR MCHARGA,بئر مشارقة,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.51953,9.957147,data.gov.tn 2024
10140715,140715,E.P. BIR MCHERGUA GARE ENNAJAH,م.إ.  بئر مشارقة النجاح,École Primaire Publique,مدرسة ابتدائية,BIR MCHARGA,بئر مشارقة,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.519967,10.0182369999999,data.gov.tn 2024
10140716,140716,E.P.FRAKSSINE,م.إ.  الفراكسين,École Primaire Publique,مدرسة ابتدائية,BIR MCHARGA,بئر مشارقة,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.5503119999999,9.883112,data.gov.tn 2024
10140717,140717,E.P.CITE EL HIDHAB,م.إ.  حي الهضاب,École Primaire Publique,مدرسة ابتدائية,BIR MCHARGA,بئر مشارقة,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.310883,9.573201,data.gov.tn 2024
10143501,143501,E.P.RUE CHEDLI CHARABI,م.إ.  نهج الشاذلي الشرعبي,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.374357,9.904263,data.gov.tn 2024
10143502,143502,E.P.BAG BAG El AMEIM,م.إ. بغ بغ العمايم,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.3317959999999,9.8451346,data.gov.tn 2024
10143503,143503,E.P.SIDI AOUIDET,م.إ.  سيدي عويدات,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.221499,9.744335,data.gov.tn 2024
10143504,143504,E.P.GHERIFET FAHS,م.إ.  الغريفات ,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.4089069999999,9.868705,data.gov.tn 2024
10143505,143505,E.P.KOUDIET CHAIR,م.إ.  كدية الشعير,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.30172,9.868911,data.gov.tn 2024
10143506,143506,E.P.DHARAA BEN JOUDER,م.إ. ذراع بن جودر,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.2777669999999,10.021459,data.gov.tn 2024
10143507,143507,E.P.BENT SAIDANE,م.إ.  بنت سعيدان,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.26303652,9.96291704599999,data.gov.tn 2024
10143508,143508,E.P.BIR MAGRA,م.إ.  بئر مقرة,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.329189,9.75879149999999,data.gov.tn 2024
10143509,143509,E.P.TLIL SALHI,م.إ.  تليل الصالحي,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.254229,9.67746129999999,data.gov.tn 2024
10143510,143510,E.P.CITE ESSADA,م.إ.  حي السعادة ,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.3838089999999,9.9172451,data.gov.tn 2024
10143511,143511,E.P.JOUGGAR,م.إ.  جوقار,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.2698049999999,9.943738,data.gov.tn 2024
10143512,143512,E.P.BOUKORNINE,م.إ.  بوقرنين,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.459007,9.830168,data.gov.tn 2024
10143513,143513,E.P.SOD OUED EL KEBIR,م.إ.  سد وادي الكبير,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.246243,9.795749,data.gov.tn 2024
10143514,143514,E.P.OUM LABOUAB ANCIENNE ,م.إ. أم الأبواب القديمة,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.1690029999999,9.817595,data.gov.tn 2024
10143515,143515,E.P.BOUCHOUCHA,م.إ. بوشوشة,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.374563,9.903661,data.gov.tn 2024
10143516,143516,E.P.RUE DE TUNIS,م.إ.  نهج تونس ,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.378267,9.907189,data.gov.tn 2024
10143517,143517,E.P.OUED EL KHADRA,م.إ.  وادي الخضراء,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.326466,10.00116,data.gov.tn 2024
10143518,143518,E.P.JABBES,م.إ.  جباس,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.4461569999999,9.92637,data.gov.tn 2024
10143519,143519,E.P.DHAMDA,م.إ.  ضمدة,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.2802519999999,9.90834199999999,data.gov.tn 2024
10143520,143520,E.P.CHENANFA ,م.إ.  الشنانفة,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.2035959999999,9.87014699999999,data.gov.tn 2024
10143521,143521,E.P.2 MARS EL FAHS,م.إ.  2 مارس الفحص,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.3640949999999,9.904354,data.gov.tn 2024
10143522,143522,E.P.SIDI NAOUI,م.إ.  سيدي الناوي,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.247205,9.75607699999999,data.gov.tn 2024
10143523,143523,E.P.OM LABOUAB JEDIDA,م.إ.  أم الأبواب الجديدة,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.168436,9.77018799999999,data.gov.tn 2024
10143524,143524,E.P.KHEMAISSIA,م.إ.  الخمايسية ,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.277462,9.680968,data.gov.tn 2024
10143525,143525,E.P.EL AYACHIA,م.إ. العياشية ,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.2370639999999,9.72551799999999,data.gov.tn 2024
10143526,143526,E.P.GUELEYEB EJJAMEL,م.إ. قليب الجمل,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.362662,9.851804,data.gov.tn 2024
10143527,143527,E.P.KHAMSA THNAYA,م.إ.  خمسة ثناية,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.255979,9.63685,data.gov.tn 2024
10143528,143528,E.P.BROUTA,م.إ.  بروتة,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.248873,10.018547,data.gov.tn 2024
10143529,143529,E.P.OULED ZWABI,م.إ.  أولاد زوابي,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.08519418,9.864202488,data.gov.tn 2024
10143530,143530,E.P.KEF LAZREG,م.إ. الكاف الأزرق,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.2799679999999,9.851889,data.gov.tn 2024
10143531,143531,E.P ESSAADA 2,م.إ. السعادة 2,École Primaire Publique,مدرسة ابتدائية,EL FAHS,الفحص,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.3843774,9.921506,data.gov.tn 2024
10143803,143803,E.P.2 MARS 34 EL NADHOUR,م.إ.  2 مارس 34 الناظور,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.1184659999999,10.095878,data.gov.tn 2024
10143804,143804,E.P.AIN BATTOUM,م.إ.  عين البطوم,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.0504279999999,9.9894213,data.gov.tn 2024
10143805,143805,E.P.BIR CHAOUCH,م.إ.  بئر الشاوش,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.1061539999999,10.048581,data.gov.tn 2024
10143806,143806,E.P.SIDI NEJI,م.إ.  سيدي ناجي,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.052975,10.051873,data.gov.tn 2024
10143807,143807,E.P.SOUAR,م.إ. صوار,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.194822,10.00825,data.gov.tn 2024
10143809,143809,E.P.ZBIDINE,م.إ. الزبيدين,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.1528759999999,9.973532,data.gov.tn 2024
10143811,143811,E.P.SOUGHAS SUD,م.إ.  صوغاس الجنوبية,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.0645239999999,9.948134,data.gov.tn 2024
10143812,143812,E.P.ROGBA,م.إ.  الرقبة,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.1192229999999,9.9393137,data.gov.tn 2024
10143813,143813,E.P.AIN JERAS,م.إ. عين جرس,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.16344,9.8973828,data.gov.tn 2024
10143814,143814,E.P.ZOUAGHA,م.إ.  زواغة,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.134379,10.11672,data.gov.tn 2024
10143818,143818,E.P.DHARBANIA,م.إ.  الضربانية,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.019654,10.037303,data.gov.tn 2024
10143819,143819,E.P.HANAYNIA,م.إ.  الحناينية ,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.078884,10.0255189999999,data.gov.tn 2024
10143822,143822,E.P.MAAYDHER,م.إ.  المعيذر,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.132029,10.018891,data.gov.tn 2024
10143825,143825,E.P.CITE NOUVELLE,م.إ.  حي الجديد ,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.1251839999999,10.0931549999999,data.gov.tn 2024
10143826,143826,E.P.BOUARARA,م.إ. بوعرعارة,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.090597,9.99649299999999,data.gov.tn 2024
10143827,143827,E.P.SIDI BANNOUR,م.إ. سيدي بنور,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.177385,9.982141,data.gov.tn 2024
10143828,143828,E.P.SOUGHAS NORD,م.إ.  صوغاس الشمالية,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.073238,9.920893,data.gov.tn 2024
10143829,143829,E.P.HENCHIR JEDID,م.إ. الهنشير الجديد,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.1163969999999,10.063173,data.gov.tn 2024
10143830,143830,E.P.ECH'BAANA,م.إ.  الشباعنة,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.104328,10.015318,data.gov.tn 2024
10143831,143831,E.P.ECHAALIL,م.إ. الشعاليل,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.1015379999999,10.09293,data.gov.tn 2024
10143832,143832,E.P. ELGLIB EL AALI,م.إ. القليب العالي,École Primaire Publique,مدرسة ابتدائية,ENNADHOUR,الناظور,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.0685399999999,9.99027899999999,data.gov.tn 2024
10144001,144001,E.P.DGHAFLA,م.إ.  دغافلة,École Primaire Publique,مدرسة ابتدائية,SAOUAF,صواف,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.1662299999999,10.120903,data.gov.tn 2024
10144002,144002,E.P.SAOUAF,م.إ.  صواف,École Primaire Publique,مدرسة ابتدائية,SAOUAF,صواف,Zaghouan,زغوان,Zone Communale,منطقة بلدية,36.2256989999999,10.171836,data.gov.tn 2024
10144003,144003,E.P.HAMIRA PAR NFIDHA,م.إ. الحميرة عن النفيضة,École Primaire Publique,مدرسة ابتدائية,SAOUAF,صواف,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.1823589999999,10.210074,data.gov.tn 2024
10144004,144004,E.P.ZAGHTOUN,م.إ. زقطون,École Primaire Publique,مدرسة ابتدائية,SAOUAF,صواف,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.257434,10.1359309999999,data.gov.tn 2024
10144005,144005,E.P.ELKHADHRA,م.إ.  الخضراء,École Primaire Publique,مدرسة ابتدائية,SAOUAF,صواف,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.173104,10.055027,data.gov.tn 2024
10144006,144006,E.P.ZEGHIDENE,م.إ.  زغيدان,École Primaire Publique,مدرسة ابتدائية,SAOUAF,صواف,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.148335,10.1490329999999,data.gov.tn 2024
10144007,144007,E.P.SIDI DGHIME,م.إ.  سيدي دغيم,École Primaire Publique,مدرسة ابتدائية,SAOUAF,صواف,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.1984819999999,10.103647,data.gov.tn 2024
10144008,144008,E.P.DOUAR HADJ AMOR,م.إ.  دوار الحاج عمر,École Primaire Publique,مدرسة ابتدائية,SAOUAF,صواف,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.2170539999999,10.12926,data.gov.tn 2024
10144009,144009,E.P.OUED TOUIL,م.إ.  وادي الطويل,École Primaire Publique,مدرسة ابتدائية,SAOUAF,صواف,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.224521,10.207393,data.gov.tn 2024
10144010,144010,E.P.SIDI FARJALLAH,م.إ.  سيدي فرج الله,École Primaire Publique,مدرسة ابتدائية,SAOUAF,صواف,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.25047,10.173738,data.gov.tn 2024
10144011,144011,E.P.SIDI MANSOUR,م.إ.  سيدي منصور,École Primaire Publique,مدرسة ابتدائية,SAOUAF,صواف,Zaghouan,زغوان,Zone Non Communale,منطقة غير بلدية,36.24418,10.189768,data.gov.tn 2024
10210301,210301,E.P.EL HOUICHAT,م.إ.  الحويشات,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.2780989999999,9.55486299999999,data.gov.tn 2024
10210302,210302,E.P.LA PECHERIE,م.إ.  المصيدة,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.2584547599999,9.838519705,data.gov.tn 2024
10210303,210303,E.P.CITE HACHED,م.إ.  حي حشاد,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Communale,منطقة بلدية,37.26459107,9.844324821,data.gov.tn 2024
10210305,210305,E.P.BOUZARIA,م.إ.  بوزارية,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.2770739999999,9.74762499999999,data.gov.tn 2024
10210306,210306,E.P.BECHATEUR,م.إ.  بشاطر,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.315624,9.698737,data.gov.tn 2024
10210307,210307,E.P.BENI MOSLEM,م.إ.  بني مسلم,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.2792103199999,9.795570415,data.gov.tn 2024
10210308,210308,E.P.HENCHIR GHAR OUEN KEL,م.إ.  هنشير غار ونكل,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.2626223999999,9.643929727,data.gov.tn 2024
10210309,210309,E.P.HENCHIR METLINE,م.إ.  هنشير الماتلين,École Primaire Publique,مدرسة ابتدائية,BIZERTE SUD,بنزرت الجنوبية,Bizerte,بنزرت,Zone Non Communale,منطقة غير بلدية,37.29178263,9.798768922,data.gov.tn 2024
