NatEmis,OldNATEMIS,NewNATEMIS,DataYear,Quarter,Province,Institution_Name,DoE_Status,Sector,Type_DoE,Phase_PED,Specialisation,OwnerLand,OwnerBuild,ExDept,ExamNo,ExamCentre,PaypointNo,ComponentNo,GIS_Long,GIS_Lat,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,SP_Code,SP_Name,EIDistrict,EICircuit,Township_Village,Suburb,Town_City,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,Demarcation_From,Demarcation_To,Learners_2023,Educators_2023
100000327,0,100000327,2023,3. Q3,1. Western Cape,Nomzamo Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,322555,61098,18.867,-34.112,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100086,99,,Metro East,9,Nomzamo Sp,Nomzamo,City Of Cape Town,2. No,6. ABDE,3. Middle 20% (No fee paying),,,,1. Yes,1. Urban,1601,2. Western Cape,1. Not Moved,1283,36
100000328,0,100000328,2023,3. Q3,1. Western Cape,Nomzamo High School,1. Open,1. Public,1. Ordinary School,4. Secondary School,,,,1. Cape Education Department(CED),1007742,Nomzamo High School,324183,61097,18.868,-34.113,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100086,99,,Metro East,9,Nomzamo Sp,Nomzamo,City Of Cape Town,2. No,6. ABDE,3. Middle 20% (No fee paying),,,,1. Yes,1. Urban,1601,2. Western Cape,1. Not Moved,1285,38
100000329,0,100000329,2023,3. Q3,1. Western Cape,Heatherlands High School,1. Open,1. Public,1. Ordinary School,4. Secondary School,,,,1. Cape Education Department(CED),1003901,Heatherlands High School,353094,61096,22.448,-33.955,40. DC4,40. Garden Route District Municipality,19. WC044,19. George Local Municipality,10404003,99,,Eden And Central Kar,8,King George Park,George,George,2. No,6. ABDE,5. Richest 20% (Fee paying),,,,2. No,1. Urban,1390,2. Western Cape,1. Not Moved,767,25
100000337,0,100000337,2023,3. Q3,1. Western Cape,The Sinai Academy,1. Open,2. Independent,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,99,,18.486,-33.815,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100107,99,,Metro North,9,Blouberg Rise,Blouberg Rise,City Of Cape Town,1. Yes,,5. Richest 20% (Fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,30,3
100000355,0,100000355,2023,3. Q3,1. Western Cape,Protea Heights Academy,1. Open,1. Public,1. Ordinary School,4. Secondary School,,,,1. Cape Education Department(CED),1004492,Protea Heights Academy,328847,61099,18.7,-33.889,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100008,99,,Metro East,2,Protea Hoogte,Protea Heights,City Of Cape Town,1. Yes,4. ABCDE,5. Richest 20% (Fee paying),,,,2. No,1. Urban,277,2. Western Cape,1. Not Moved,1201,53
100000361,0,100000361,2023,3. Q3,1. Western Cape,Crosspoint Academy - Strand,1. Open,2. Independent,1. Ordinary School,5. Combined School,,,,1. Cape Education Department(CED),99,,99,,18.827,-34.116,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100083,99,,Metro East,8,Strand Sp,Strand,City Of Cape Town,1. Yes,,3. Middle 20% (No fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,242,11
100000364,0,100000364,2023,3. Q3,1. Western Cape,Grace Primary School,1. Open,2. Independent,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,99,,18.515,-33.94,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100053,99,,Metro Central,3,Pinelands,Pinelands,City Of Cape Town,1. Yes,,2. Lower middle 20% (No fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,108,10
100000400,0,100000400,2023,3. Q3,1. Western Cape,Principia Independent School,1. Open,2. Independent,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,99,,22.209,-33.576,40. DC4,40. Garden Route District Municipality,20. WC045,20. Oudtshoorn Local Municipality,10405002,99,,Eden And Central Kar,6,Oudtshoorn Sp,Oudtshoorn,Oudtshoorn,1. Yes,,,,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,74,7
100000401,0,100000401,2023,3. Q3,1. Western Cape,El Marine Primary School,1. Open,2. Independent,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,99,,18.819,-34.102,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100083,99,,Metro East,6,Lochnerhof,Strand,City Of Cape Town,1. Yes,,2. Lower middle 20% (No fee paying),,,,2. No,2. Rural,0,2. Western Cape,1. Not Moved,111,9
100000405,0,100000405,2023,3. Q3,1. Western Cape,Kingsley Private School,1. Open,2. Independent,1. Ordinary School,5. Combined School,,,,1. Cape Education Department(CED),99,,99,,22.46,-33.968,40. DC4,40. Garden Route District Municipality,19. WC044,19. George Local Municipality,10404019,99,,Eden And Central Kar,3,George South,George South,George,1. Yes,,2. Lower middle 20% (No fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,15,2
100000406,0,100000406,2023,3. Q3,1. Western Cape,Bosasa Clanwilliam Youth Development Ce,1. Open,2. Independent,1. Ordinary School,5. Combined School,,,,1. Cape Education Department(CED),99,,99,,18.903,-32.189,9. DC1,9. West Coast District Municipality,3. WC012,3. Cederberg Local Municipality,10102003,99,,West Coast,4,Clanwilliam Sp,Clanwilliam,Clanwilliam,1. Yes,,2. Lower middle 20% (No fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,25,4
100000407,0,100000407,2023,3. Q3,1. Western Cape,Cape Town Torah High School,1. Open,2. Independent,1. Ordinary School,5. Combined School,,,,1. Cape Education Department(CED),99,,99,,18.42,-33.933,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100077,99,,Metro Central,1,Gardens,Gardens,City Of Cape Town,1. Yes,,2. Lower middle 20% (No fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,63,11
100000411,0,100000411,2023,3. Q3,1. Western Cape,Big Bay Academy,1. Open,2. Independent,1. Ordinary School,5. Combined School,,,,1. Cape Education Department(CED),99,,99,,18.494,-33.804,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100107,99,,Metro North,9,Parklands,Parklands,City Of Cape Town,1. Yes,,2. Lower middle 20% (No fee paying),,,,2. No,2. Rural,0,2. Western Cape,1. Not Moved,99,11
100000420,0,100000420,2023,3. Q3,1. Western Cape,Van Wyksvlei Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,470856,61100,18.997,-33.668,18. DC2,18. Cape Winelands District Municipality,8. WC023,8. Drakenstein Local Municipality,10203011,99,,Cape Winelands,7,Van Wyks Vlei,Van Wyks Vlei,Wellington,1. Yes,4. ABCDE,3. Middle 20% (No fee paying),,,,1. Yes,2. Rural,1601,2. Western Cape,1. Not Moved,1101,35
100000427,0,100000427,2023,3. Q3,1. Western Cape,Jeq Preparatory School,1. Open,2. Independent,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,99,,18.529,-34.05,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100043,99,,Metro South,9,Philippi Sp2,Philippi,City Of Cape Town,1. Yes,,2. Lower middle 20% (No fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,163,7
100000428,0,100000428,2023,3. Q3,1. Western Cape,Vision Afrika,1. Open,2. Independent,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,99,,18.848,-33.916,18. DC2,18. Cape Winelands District Municipality,9. WC024,9. Stellenbosch Local Municipality,10204013,99,,Cape Winelands,9,,Kaya Mandi,Stellenbosch,1. Yes,,5. Richest 20% (Fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,207,13
100000429,0,100000429,2023,3. Q3,1. Western Cape,Rising Star Academy,1. Open,2. Independent,1. Ordinary School,5. Combined School,,,,1. Cape Education Department(CED),99,,99,,18.515,-33.829,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100113,99,,Metro North,9,Sunridge,Sunridge,City Of Cape Town,1. Yes,,5. Richest 20% (Fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,166,12
100000431,0,100000431,2023,3. Q3,1. Western Cape,Highbury Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,322571,61101,18.68,-33.947,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100019,99,,Metro East,7,Highbury,Bellville Teachers College,City Of Cape Town,2. No,6. ABDE,4. Upper middle 20% (Fee paying),,,,2. No,1. Urban,821,2. Western Cape,1. Not Moved,1060,31
100000432,0,100000432,2023,3. Q3,1. Western Cape,Forest Village Leadership Academy,1. Open,1. Public,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,322598,61105,18.707,-34.01,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100016,99,,Metro East,6,Forest Village,Forest Village,City Of Cape Town,2. No,6. ABDE,4. Upper middle 20% (Fee paying),,,,1. Yes,1. Urban,1601,2. Western Cape,1. Not Moved,1579,45
100000433,0,100000433,2023,3. Q3,1. Western Cape,Happy Valley Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,322563,61106,18.68,-33.973,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100108,99,,Metro East,9,Silversands,Silversands,City Of Cape Town,1. Yes,4. ABCDE,4. Upper middle 20% (Fee paying),,,,1. Yes,1. Urban,1601,2. Western Cape,1. Not Moved,1271,39
100000434,0,100000434,2023,3. Q3,1. Western Cape,Star College - Bridgetown,1. Open,2. Independent,1. Ordinary School,5. Combined School,,,,1. Cape Education Department(CED),1001130,Star College - Bridgetown,99,,18.528,-33.952,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100049,99,,Metro Central,7,,Bridgetown,City Of Cape Town,1. Yes,,5. Richest 20% (Fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,380,27
100000435,0,100000435,2023,3. Q3,1. Western Cape,Al-Hidaayah College,1. Open,2. Independent,1. Ordinary School,3. Intermediate School,,,,1. Cape Education Department(CED),99,,99,,18.73,-33.869,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100006,99,,Metro East,3,,Scottsdene,City Of Cape Town,1. Yes,,3. Middle 20% (No fee paying),,,,1. Yes,2. Rural,0,2. Western Cape,1. Not Moved,209,12
100000437,0,100000437,2023,3. Q3,1. Western Cape,Vrt Pitt Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,331104,61107,20.443,-34.048,29. DC3,29. Overberg District Municipality,15. WC034,15. Swellendam Local Municipality,10304005,99,,Overberg,1,,Railton,Swellendam,2. No,6. ABDE,3. Middle 20% (No fee paying),,,,1. Yes,1. Urban,1601,2. Western Cape,1. Not Moved,1149,34
100000439,0,100000439,2023,3. Q3,1. Western Cape,Curro Brackenfell,1. Open,2. Independent,1. Ordinary School,5. Combined School,,,,1. Cape Education Department(CED),99,,99,,18.687,-33.899,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100008,99,,Metro East,3,,Burgundy,City Of Cape Town,1. Yes,,5. Richest 20% (Fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,591,43
100000445,0,100000445,2023,3. Q3,1. Western Cape,Parliament Street Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,322636,61104,18.677,-33.991,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100108,99,,Metro North,6,Fairdale,Fairdale,City Of Cape Town,2. No,6. ABDE,3. Middle 20% (No fee paying),,,,1. Yes,1. Urban,1601,2. Western Cape,1. Not Moved,1250,34
100000446,0,100000446,2023,3. Q3,1. Western Cape,The Rock Academy,1. Open,2. Independent,1. Ordinary School,5. Combined School,,,,1. Cape Education Department(CED),99,,99,,18.391,-34.123,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100069,99,,Metro South,9,,Sunnydale,City Of Cape Town,1. Yes,,2. Lower middle 20% (No fee paying),,,,2. No,2. Rural,0,2. Western Cape,1. Not Moved,53,7
100000454,0,100000454,2023,3. Q3,1. Western Cape,Kwanokuthula Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,350710,61108,23.317,-34.049,40. DC4,40. Garden Route District Municipality,21. WC047,21. Bitou Local Municipality,10407005,99,,Eden And Central Kar,4,,Kwanokuthula,Kwanokuthula,2. No,6. ABDE,2. Lower middle 20% (No fee paying),,,,1. Yes,1. Urban,1601,2. Western Cape,1. Not Moved,1275,37
100000457,0,100000457,2023,3. Q3,1. Western Cape,Montessori Connect-The Children'S Works,1. Open,2. Independent,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,99,,18.476,-33.984,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100058,99,,Metro Central,4,,Claremont,City Of Cape Town,1. Yes,,2. Lower middle 20% (No fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,30,3
100000459,0,100000459,2023,3. Q3,1. Western Cape,Fynbos Academy,1. Open,2. Independent,1. Ordinary School,3. Intermediate School,,,,1. Cape Education Department(CED),99,,99,,19.609,-34.514,29. DC3,29. Overberg District Municipality,13. WC032,13. Overstrand Local Municipality,10302011,99,,Overberg,2,,Hermanus,Outside A Town,1. Yes,,2. Lower middle 20% (No fee paying),,,,1. Yes,1. Urban,0,2. Western Cape,1. Not Moved,52,6
100000460,0,100000460,2023,3. Q3,1. Western Cape,Hoopland Academy,1. Open,2. Independent,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,99,,19.454,-34.449,29. DC3,29. Overberg District Municipality,13. WC032,13. Overstrand Local Municipality,10302011,99,,Overberg,2,,Stanford,Stanford,1. Yes,,2. Lower middle 20% (No fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,61,4
100000461,0,100000461,2023,3. Q3,1. Western Cape,Kingsway College,1. Open,2. Independent,1. Ordinary School,4. Secondary School,,,,1. Cape Education Department(CED),1009989,Kingsway College,99,,18.425,-33.918,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100115,99,,Metro Central,2,,Cape Town City Centre,City Of Cape Town,1. Yes,,2. Lower middle 20% (No fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,0,0
100000467,0,100000467,2023,3. Q3,1. Western Cape,Ithemba Labantu Primary School,1. Open,2. Independent,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,99,,18.594,-34.008,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100088,99,,Metro South,9,,Philippi,City Of Cape Town,1. Yes,,2. Lower middle 20% (No fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,173,8
100000471,0,100000471,2023,3. Q3,1. Western Cape,Hexrivier Opvoedkundige Sentrum,1. Open,2. Independent,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,99,,19.666,-33.477,18. DC2,18. Cape Winelands District Municipality,10. WC025,10. Breede Valley Local Municipality,10205003,99,,Cape Winelands,3,,De Doorns,De Doorns,1. Yes,,2. Lower middle 20% (No fee paying),,,,2. No,2. Rural,0,2. Western Cape,1. Not Moved,66,7
100000472,0,100000472,2023,3. Q3,1. Western Cape,Blouvlei Academy,1. Open,2. Independent,1. Ordinary School,3. Intermediate School,,,,1. Cape Education Department(CED),99,,99,,19.027,-33.657,18. DC2,18. Cape Winelands District Municipality,8. WC023,8. Drakenstein Local Municipality,10203029,99,,Cape Winelands,6,Wellington Sp3,Wellington,Wellington,1. Yes,,2. Lower middle 20% (No fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,92,6
100000478,0,100000478,2023,3. Q3,1. Western Cape,Junior Campus Private School,1. Open,2. Independent,1. Ordinary School,3. Intermediate School,,,,1. Cape Education Department(CED),99,,99,,18.681,-33.924,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100011,99,,Metro East,7,,Bosonia,City Of Cape Town,1. Yes,,2. Lower middle 20% (No fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,147,8
100000544,0,100000544,2023,3. Q3,1. Western Cape,Generation Schools Somerset West,1. Open,2. Independent,1. Ordinary School,5. Combined School,,,,1. Cape Education Department(CED),99,,99,,18.863,-34.108,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100084,99,,Metro East,7,,Onverwacht Village,City Of Cape Town,1. Yes,,5. Richest 20% (Fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,296,44
100000545,0,100000545,2023,3. Q3,1. Western Cape,Silverleaf Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,325805,61109,18.537,-33.819,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100104,99,,Metro North,9,,Dunoon,City Of Cape Town,2. No,6. ABDE,3. Middle 20% (No fee paying),,,,1. Yes,1. Urban,1601,2. Western Cape,1. Not Moved,1580,42
100000546,0,100000546,2023,3. Q3,1. Western Cape,Heritage House Independent School,1. Open,2. Independent,1. Ordinary School,5. Combined School,,,,1. Cape Education Department(CED),99,,99,,18.963,-33.76,18. DC2,18. Cape Winelands District Municipality,8. WC023,8. Drakenstein Local Municipality,10203015,99,,Cape Winelands,8,,Paarl,Paarl,1. Yes,,5. Richest 20% (Fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,80,9
100000547,0,100000547,2023,3. Q3,1. Western Cape,Generation School,1. Open,2. Independent,1. Ordinary School,5. Combined School,,,,1. Cape Education Department(CED),99,,99,,18.49,-33.798,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100107,99,,Metro North,9,Sunningdal,Sunningdale,City Of Cape Town,1. Yes,,5. Richest 20% (Fee paying),,,,2. No,1. Urban,0,2. Western Cape,1. Not Moved,653,55
100000548,0,100000548,2023,3. Q3,1. Western Cape,Altena Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,,,,1. Cape Education Department(CED),99,,325848,61114,18.844,-34.088,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100084,99,,Metro East,9,Somerset W,Somerset West,City Of Cape Town,1. Yes,4. ABCDE,2. Lower middle 20% (No fee paying),,,,1. Yes,1. Urban,1601,2. Western Cape,1. Not Moved,1182,38
100000559,0,100000559,2023,3. Q3,1. Western Cape,Valenture Institute,1. Open,2. Independent,1. Ordinary School,5. Combined School,,,,1. Cape Education Department(CED),99,,99,,18.364,-34.022,1. CPT,1. City of Cape Town Metropolitan Municipality,1. CPT,1. City of Cape Town Metropolitan,19100074,99,,Metro Central,5,Hout Bay S,Hout Bay,City Of Cape Town,1. Yes,,,,,,2. No,2. Rural,0,2. Western Cape,1. Not Moved,0,0
