NatEmis,OldNATEMIS,NewNATEMIS,DataYear,Quarter,Province,Institution_Name,DoE_Status,Sector,Type_DoE,Phase_PED,Specialisation,OwnerLand,OwnerBuild,ExDept,ExamNo,ExamCentre,PaypointNo,ComponentNo,GIS_Long,GIS_Lat,DMunCode,DMunName,LMunCode,LMunName,Ward_ID,SP_Code,SP_Name,EIDistrict,EICircuit,Township_Village,Suburb,Town_City,Section21,Section21_Function,Quintile,NAS,NodalArea,Registration_Date,NoFeeSchool,Urban_Rural,Allocation,Demarcation_From,Demarcation_To,Learners_2023,Educators_2023
200500410,0,200500410,2023,3. Q3,2. Eastern Cape,Lindokuhle Junior Secondary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,105032,Madikizela Senior Secondary Sc,14175,14175,-30.92,29.9862,44. DC44,44. Alfred Nzo District Municipality,57. EC443,57. Winnie Madikizela-Mandela Local Municipality,,23009025,Mamqakweni,Alfred Nzo East,,,,Bizana,,,1. Poorest 20% (No fee paying),,,01jan1986,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,445,13
200500411,0,200500411,2023,3. Q3,2. Eastern Cape,Langalethu Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,14319,14319,-30.94,30.0719,44. DC44,44. Alfred Nzo District Municipality,57. EC443,57. Winnie Madikizela-Mandela Local Municipality,,23009003,Dotye,Alfred Nzo East,,,Bizana,Port Edward,,,1. Poorest 20% (No fee paying),,,01jan1977,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,318,10
200500412,0,200500412,2023,3. Q3,2. Eastern Cape,Lingelethu Junior Secondary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,144211,144211,-31.34,29.5294,14. DC15,14. OR Tambo District Municipality,50. EC153,50. Ingquza Hill Local Municipality,,23208008,Ngobozana,Or Tambo Coastal,,Ngobozana A/A,,Lusikisiki,,,1. Poorest 20% (No fee paying),,,01jan1985,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,294,11
200500413,0,200500413,2023,3. Q3,2. Eastern Cape,Lingelethu Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,,,,14176,14176,-31.05,30.1264,44. DC44,44. Alfred Nzo District Municipality,57. EC443,57. Winnie Madikizela-Mandela Local Municipality,,23009036,Mngungundlovu,Alfred Nzo East,,,,Bizana,,,3. Middle 20% (No fee paying),,,01jan1993,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,326,10
200500415,0,200500415,2023,3. Q3,2. Eastern Cape,Linotsing Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,154313,154313,-30.57,28.6236,44. DC44,44. Alfred Nzo District Municipality,47. EC141,47. Elundini Local Municipality,,23802013,Lihoseng,Alfred Nzo West,,,Mt Fletcher,Mount Fletcher,,,2. Lower middle 20% (No fee paying),,,01jan1980,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,93,7
200500416,0,200500416,2023,3. Q3,2. Eastern Cape,Liphakoeng Junior Secondary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,164146,164146,-30.63,28.4307,13. DC14,13. Joe Gqabi District Municipality,47. EC141,47. Elundini Local Municipality,,22606064,Tokwana,Joe Gqabi,,Liphakoeng S.P.S,Mt Fletcher,Mount Fletcher,,,1. Poorest 20% (No fee paying),,,01jan1991,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,47,5
200500419,0,200500419,2023,3. Q3,2. Eastern Cape,Lokwe Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,174168,174168,-30.77,29.46,44. DC44,44. Alfred Nzo District Municipality,58. EC444,58. Ntabankulu Local Municipality,,23109012,Mampondomiseni,Alfred Nzo West,,,,Mount Ayliff,,,1. Poorest 20% (No fee paying),,,01jan1986,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,601,16
200500423,0,200500423,2023,3. Q3,2. Eastern Cape,Lower Brooksnek Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,174169,174169,-30.65,29.4914,44. DC44,44. Alfred Nzo District Municipality,56. EC442,56. Umzimvubu Local Municipality,,23822022,Mabomvu,Alfred Nzo West,,,,Mount Ayliff,,,2. Lower middle 20% (No fee paying),,,01jan1987,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,352,12
200500424,0,200500424,2023,3. Q3,2. Eastern Cape,Lower Emtumasi Junior Secondary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,154312,154312,-30.55,28.6365,44. DC44,44. Alfred Nzo District Municipality,47. EC141,47. Elundini Local Municipality,,23802034,Mtumasi,Alfred Nzo West,,Emtumase A/A,Mt Fletcher,Matatiele,,,2. Lower middle 20% (No fee paying),,,01jan1998,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,109,4
200500426,0,200500426,2023,3. Q3,2. Eastern Cape,Lower Mkemane Junior Secondary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,174170,174170,-30.66,29.002,44. DC44,44. Alfred Nzo District Municipality,56. EC442,56. Umzimvubu Local Municipality,,23809115,Mkemane,Alfred Nzo West,,,,Mount Frere,,,1. Poorest 20% (No fee paying),,,01jan1984,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,78,2
200500427,0,200500427,2023,3. Q3,2. Eastern Cape,Lower Mnceba Junior Secondary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,3. Department of Education & Training(DET),,,174464,174464,-30.92,29.1872,44. DC44,44. Alfred Nzo District Municipality,58. EC444,58. Ntabankulu Local Municipality,,23105029,Kunoxhungutshe,Alfred Nzo West,,,,Tabankulu,,,2. Lower middle 20% (No fee paying),,,01jan1952,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,157,6
200500428,0,200500428,2023,3. Q3,2. Eastern Cape,Lower Mnyamana Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,174174,174174,-30.63,28.7823,44. DC44,44. Alfred Nzo District Municipality,56. EC442,56. Umzimvubu Local Municipality,,23809080,Lower Mnyamana,Alfred Nzo West,,,Mount Frere,Matatiele,,,2. Lower middle 20% (No fee paying),,,01jan1991,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,123,5
200500429,0,200500429,2023,3. Q3,2. Eastern Cape,Lower Mt Horeb Senior Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,174171,174171,-30.72,28.8771,44. DC44,44. Alfred Nzo District Municipality,56. EC442,56. Umzimvubu Local Municipality,,23809087,Lwandlana,Alfred Nzo West,,,,Mount Frere,,,1. Poorest 20% (No fee paying),,,01jan1997,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,139,4
200500430,0,200500430,2023,3. Q3,2. Eastern Cape,Lower Mvenyane Junior Secondary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,174172,174172,-30.69,29.1127,44. DC44,44. Alfred Nzo District Municipality,56. EC442,56. Umzimvubu Local Municipality,,23818007,Lower Mnenyana,Alfred Nzo West,,,,Mount Frere,,,1. Poorest 20% (No fee paying),,,01jan1994,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,145,6
200500431,0,200500431,2023,3. Q3,2. Eastern Cape,Lower Mzenge Junior Secondary School,1. Open,1. Public,1. Ordinary School,5. Combined School,Ordinary School,1. Public/State,,15. Transkei,,,144213,144213,-31.07,29.6567,14. DC15,14. OR Tambo District Municipality,50. EC153,50. Ingquza Hill Local Municipality,,23214003,Mzantsi,Or Tambo Coastal,,Lower Mzenge,,Flagstaff,,,1. Poorest 20% (No fee paying),,,01jan1994,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,311,12
200500432,0,200500432,2023,3. Q3,2. Eastern Cape,Lower Nxotshana Junior Secondary School,1. Open,1. Public,1. Ordinary School,5. Combined School,Ordinary School,1. Public/State,,15. Transkei,102013,Loyiso S.S.School,164152,164152,-30.55,28.3493,13. DC14,13. Joe Gqabi District Municipality,47. EC141,47. Elundini Local Municipality,,22601025,Nxotshana,Joe Gqabi,,,Mt Fletcher,Mount Fletcher,,,1. Poorest 20% (No fee paying),,,01jan1997,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,126,8
200500433,0,200500433,2023,3. Q3,2. Eastern Cape,Nqalweni Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,164148,164148,-30.58,28.2712,13. DC14,13. Joe Gqabi District Municipality,47. EC141,47. Elundini Local Municipality,,22601022,Nqalani,Joe Gqabi,,,Mt Fletcher,Mount Fletcher,,,1. Poorest 20% (No fee paying),,,01jan1982,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,73,5
200500434,0,200500434,2023,3. Q3,2. Eastern Cape,Lower Qoqo Senior Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,1. Public/State,15. Transkei,,,144482,144482,-31.09,29.6688,14. DC15,14. OR Tambo District Municipality,50. EC153,50. Ingquza Hill Local Municipality,,23213005,Luqoqweni,Or Tambo Coastal,,,,Flagstaff,,,1. Poorest 20% (No fee paying),,,01jan1990,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,169,5
200500435,0,200500435,2023,3. Q3,2. Eastern Cape,Lower Rolweni Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,154293,154293,-30.58,28.7614,44. DC44,44. Alfred Nzo District Municipality,47. EC141,47. Elundini Local Municipality,,23813008,Matati,Alfred Nzo West,,Matandela A/A,,Matatiele,,,1. Poorest 20% (No fee paying),,,01jan1993,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,62,5
200500436,0,200500436,2023,3. Q3,2. Eastern Cape,Lower Thokoana Junior Secondary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,164151,164151,-30.66,28.4445,13. DC14,13. Joe Gqabi District Municipality,47. EC141,47. Elundini Local Municipality,,22606024,Lower Tokwana,Joe Gqabi,,,Mt Fletcher,Mount Fletcher,,,1. Poorest 20% (No fee paying),,,01jan1989,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,170,7
200500437,0,200500437,2023,3. Q3,2. Eastern Cape,Lower Tsitsana Junior Secondary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,164287,164287,-30.87,28.3461,13. DC14,13. Joe Gqabi District Municipality,47. EC141,47. Elundini Local Municipality,,22620014,Qhobong,Joe Gqabi,,,Mt Fletcher,Mount Fletcher,,,3. Middle 20% (No fee paying),,,01jan1973,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,90,6
200500438,0,200500438,2023,3. Q3,2. Eastern Cape,Loyiso Senior Secondary School,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,1. Public/State,1. Public/State,15. Transkei,4251021,Loyiso Sinor Secondary School - 4251021,174176,174176,-30.84,28.789,44. DC44,44. Alfred Nzo District Municipality,56. EC442,56. Umzimvubu Local Municipality,,23809040,Esikolweni,Alfred Nzo West,,,,Mount Frere,,,1. Poorest 20% (No fee paying),,,01jan1997,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,579,21
200500439,0,200500439,2023,3. Q3,2. Eastern Cape,Lubala Senior Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,144214,144214,-31.18,29.4985,14. DC15,14. OR Tambo District Municipality,50. EC153,50. Ingquza Hill Local Municipality,,23215041,Lubala,Or Tambo Coastal,,Mhlumba A/A,,Lusikisiki,,,1. Poorest 20% (No fee paying),,,,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,131,6
200500441,0,200500441,2023,3. Q3,2. Eastern Cape,Lubaleko Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,1. Public/State,15. Transkei,102196,Lubalekot J.S.S,174178,174178,-30.69,29.3701,44. DC44,44. Alfred Nzo District Municipality,56. EC442,56. Umzimvubu Local Municipality,,23822020,Lubaleko,Alfred Nzo West,,,,Mount Ayliff,,,2. Lower middle 20% (No fee paying),,,01jan1977,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,308,8
200500443,0,200500443,2023,3. Q3,2. Eastern Cape,Lubisini Junior Secondary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,164154,164154,-30.55,28.4761,13. DC14,13. Joe Gqabi District Municipality,47. EC141,47. Elundini Local Municipality,,22601017,Mvumane,Joe Gqabi,,,Mtfletcher,Matatiele,,,1. Poorest 20% (No fee paying),,,01jan1981,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,112,6
200500444,0,200500444,2023,3. Q3,2. Eastern Cape,Lucingweni Senior Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,174179,174179,-31.06,28.9025,44. DC44,44. Alfred Nzo District Municipality,56. EC442,56. Umzimvubu Local Municipality,,23809083,Lucingweni,Alfred Nzo West,,,,Mount Frere,,,2. Lower middle 20% (No fee paying),,,01jan1976,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,56,2
200500445,0,200500445,2023,3. Q3,2. Eastern Cape,Lucwaba Junior Secondary School,1. Open,1. Public,1. Ordinary School,5. Combined School,Ordinary School,1. Public/State,,15. Transkei,,,14180,14180,-30.98,29.6749,44. DC44,44. Alfred Nzo District Municipality,57. EC443,57. Winnie Madikizela-Mandela Local Municipality,,23010035,Ntsimbini,Alfred Nzo East,,,,Flagstaff,,,1. Poorest 20% (No fee paying),,,01jan1986,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,403,12
200500446,0,200500446,2023,3. Q3,2. Eastern Cape,Ludeke Junior Secondary School,1. Open,1. Public,1. Ordinary School,5. Combined School,Ordinary School,1. Public/State,1. Public/State,15. Transkei,,,14181,14181,-30.82,29.7187,44. DC44,44. Alfred Nzo District Municipality,57. EC443,57. Winnie Madikizela-Mandela Local Municipality,,23012011,Ludeke,Alfred Nzo East,,,Isikeloaabizana,Bizana,,,2. Lower middle 20% (No fee paying),,,01jan1985,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,561,15
200500447,0,200500447,2023,3. Q3,2. Eastern Cape,Ludeke Junior Secondary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,174465,174465,-31.05,29.3935,44. DC44,44. Alfred Nzo District Municipality,58. EC444,58. Ntabankulu Local Municipality,,23105003,Bukazi,Alfred Nzo West,,,,Tabankulu,,,1. Poorest 20% (No fee paying),,,01jan1991,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,255,9
200500448,0,200500448,2023,3. Q3,2. Eastern Cape,St Georges Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,1. Public/State,,,,,,-30.9,29.0011,44. DC44,44. Alfred Nzo District Municipality,56. EC442,56. Umzimvubu Local Municipality,,23809081,Lubacweni,Alfred Nzo West,,,,Mount Frere,,,3. Middle 20% (No fee paying),,,30oct2013,2. No,1. Urban,,3. Eastern Cape,3. Eastern Cape,867,22
200500449,0,200500449,2023,3. Q3,2. Eastern Cape,Ludidi Senior Secondary School,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,1. Public/State,1. Public/State,15. Transkei,4251022,Ludidi Senior Secondary School - 4251022,154254,154254,-30.64,28.849,44. DC44,44. Alfred Nzo District Municipality,47. EC141,47. Elundini Local Municipality,,23806000,None,Alfred Nzo West,,Ludidi A/A,,Matatiele,,,1. Poorest 20% (No fee paying),,,01jan1978,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,321,14
200500450,0,200500450,2023,3. Q3,2. Eastern Cape,Ludiwane Junior Secondary School,1. Open,1. Public,1. Ordinary School,5. Combined School,Ordinary School,1. Public/State,,15. Transkei,,,144216,144216,-31.11,29.4258,14. DC15,14. OR Tambo District Municipality,50. EC153,50. Ingquza Hill Local Municipality,,23216013,Lujecweni,Or Tambo Coastal,,,,Flagstaff,,,1. Poorest 20% (No fee paying),,,,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,643,19
200500451,0,200500451,2023,3. Q3,2. Eastern Cape,Lufafa Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,3. Department of Education & Training(DET),,,174466,174466,-30.87,29.1176,44. DC44,44. Alfred Nzo District Municipality,58. EC444,58. Ntabankulu Local Municipality,,23105065,Nyeweni,Alfred Nzo West,,,,Tabankulu,,,2. Lower middle 20% (No fee paying),,,01jan1988,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,202,8
200500452,0,200500452,2023,3. Q3,2. Eastern Cape,Lufefeni Junior Secondary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,154133,154133,-30.12,29.1052,44. DC44,44. Alfred Nzo District Municipality,55. EC441,55. Matatiele Local Municipality,,23819009,Lufefeni,Alfred Nzo West,,Mzongwana A/A,,Matatiele,,,1. Poorest 20% (No fee paying),,,01jan1988,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,181,6
200500453,0,200500453,2023,3. Q3,2. Eastern Cape,Lugada Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,154134,154134,-30.39,28.666,44. DC44,44. Alfred Nzo District Municipality,47. EC141,47. Elundini Local Municipality,,23812006,Lugada,Alfred Nzo West,,,,Matatiele,,,2. Lower middle 20% (No fee paying),,,01jan1940,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,144,6
200500454,0,200500454,2023,3. Q3,2. Eastern Cape,Lugalakaxa Senior Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,3. Department of Education & Training(DET),,,174467,174467,-30.91,29.1,44. DC44,44. Alfred Nzo District Municipality,58. EC444,58. Ntabankulu Local Municipality,,23105051,Mpemba,Alfred Nzo West,,,,Tabankulu,,,1. Poorest 20% (No fee paying),,,01jan1989,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,120,6
200500455,0,200500455,2023,3. Q3,2. Eastern Cape,Lugelweni Junior Secondary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,174181,174181,-30.8,29.3015,44. DC44,44. Alfred Nzo District Municipality,56. EC442,56. Umzimvubu Local Municipality,,23804016,Ndongiseni,Alfred Nzo West,,,,Mount Ayliff,,,2. Lower middle 20% (No fee paying),,,01jan1996,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,249,9
200500456,0,200500456,2023,3. Q3,2. Eastern Cape,Lugwijini Full Service School,1. Open,1. Public,1. Ordinary School,5. Combined School,Ordinary School,1. Public/State,1. Public/State,15. Transkei,,,14182,14182,-30.97,29.998,44. DC44,44. Alfred Nzo District Municipality,57. EC443,57. Winnie Madikizela-Mandela Local Municipality,,23009018,Lugwijini,Alfred Nzo East,,,,Bizana,,,1. Poorest 20% (No fee paying),,,01jan1948,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,808,26
200500457,0,200500457,2023,3. Q3,2. Eastern Cape,Luhlekweni Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,105033,Nomagqwathekana Comm Tech,154294,154294,-30.66,28.8699,44. DC44,44. Alfred Nzo District Municipality,47. EC141,47. Elundini Local Municipality,,23806018,Mjoja,Alfred Nzo West,,Ludidi A/A,,Matatiele,,,1. Poorest 20% (No fee paying),,,01jan1968,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,193,7
200500458,0,200500458,2023,3. Q3,2. Eastern Cape,Lujecweni Junior Secondary School,1. Open,1. Public,1. Ordinary School,5. Combined School,Ordinary School,1. Public/State,,15. Transkei,,,144218,144218,-31.05,29.553,14. DC15,14. OR Tambo District Municipality,50. EC153,50. Ingquza Hill Local Municipality,,23216013,Lujecweni,Or Tambo Coastal,,Lujecweni Location,,Flagstaff,,,2. Lower middle 20% (No fee paying),,,01jan1991,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,514,14
200500459,0,200500459,2023,3. Q3,2. Eastern Cape,Lukhanyisweni Junior Secondary School,1. Open,1. Public,1. Ordinary School,5. Combined School,Ordinary School,1. Public/State,,,,,144220,144220,-31.27,29.3659,14. DC15,14. OR Tambo District Municipality,50. EC153,50. Ingquza Hill Local Municipality,,23203006,Kwagcuda,Or Tambo Coastal,,Gcuda A/A,,Lusikisiki,,,1. Poorest 20% (No fee paying),,,01jan1985,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,773,23
200500460,0,200500460,2023,3. Q3,2. Eastern Cape,Lukhahlambeni Senior Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,144219,144219,-31.08,29.617,14. DC15,14. OR Tambo District Municipality,50. EC153,50. Ingquza Hill Local Municipality,,23205012,Lukahlambeni,Or Tambo Coastal,,,,Flagstaff,,,1. Poorest 20% (No fee paying),,,01jan1976,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,181,5
200500462,0,200500462,2023,3. Q3,2. Eastern Cape,Lukholo Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,14185,14185,-30.96,29.9704,44. DC44,44. Alfred Nzo District Municipality,57. EC443,57. Winnie Madikizela-Mandela Local Municipality,,23009019,Lukolo,Alfred Nzo East,,,,Bizana,,,1. Poorest 20% (No fee paying),,,01jan1976,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,667,20
200500464,0,200500464,2023,3. Q3,2. Eastern Cape,Luna Full Service School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,14186,14186,-30.87,29.9957,44. DC44,44. Alfred Nzo District Municipality,57. EC443,57. Winnie Madikizela-Mandela Local Municipality,,23009042,Mskeni,Alfred Nzo East,,,,Bizana,,,2. Lower middle 20% (No fee paying),,,01jan1964,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,713,20
200500466,0,200500466,2023,3. Q3,2. Eastern Cape,Lundzwana Junior Secondary School,1. Open,1. Public,1. Ordinary School,5. Combined School,Ordinary School,1. Public/State,,15. Transkei,,,144221,144221,-30.84,29.5162,44. DC44,44. Alfred Nzo District Municipality,58. EC444,58. Ntabankulu Local Municipality,,23106005,Lundzwane,Or Tambo Coastal,,Bipa A/A,Flagstaff,Lusikisiki,,,1. Poorest 20% (No fee paying),,,01jan1994,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,345,10
200500467,0,200500467,2023,3. Q3,2. Eastern Cape,Lungelo Junior Secondary School,1. Open,1. Public,1. Ordinary School,5. Combined School,Ordinary School,1. Public/State,,15. Transkei,,,134221,134221,-31.34,29.3579,14. DC15,14. OR Tambo District Municipality,51. EC154,51. Port St Johns Local Municipality,,23301004,Lutshaya,Or Tambo Coastal,,Lutshaya A/A,,Lusikisiki,,,1. Poorest 20% (No fee paying),,,01jan1990,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,589,16
200500468,0,200500468,2023,3. Q3,2. Eastern Cape,Luphandlasi Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,14323,14323,-30.98,29.5814,14. DC15,14. OR Tambo District Municipality,50. EC153,50. Ingquza Hill Local Municipality,,23205013,Luphandlazi,Alfred Nzo East,,Luphandlasi,,Flagstaff,,,1. Poorest 20% (No fee paying),,,01jan1986,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,228,6
200500470,0,200500470,2023,3. Q3,2. Eastern Cape,Lupindo Senior Secondary School,1. Open,1. Public,1. Ordinary School,4. Secondary School,Ordinary School,1. Public/State,1. Public/State,15. Transkei,4251023,Lupindo Senior Secondary School - 4251023,154136,154136,-30.47,28.6475,44. DC44,44. Alfred Nzo District Municipality,47. EC141,47. Elundini Local Municipality,,23807016,Tshisa,Alfred Nzo West,,,Tshisa Loc Luphindo Aa,Matatiele,,,2. Lower middle 20% (No fee paying),,,01jan1990,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,330,10
200500471,0,200500471,2023,3. Q3,2. Eastern Cape,Lupondo Junior Secondary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,144223,144223,-31.28,29.8272,14. DC15,14. OR Tambo District Municipality,50. EC153,50. Ingquza Hill Local Municipality,,23217021,Lupondo,Or Tambo Coastal,,Lower Hlabathi,Lusikisiki,Flagstaff,,,1. Poorest 20% (No fee paying),,,01jan1993,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,340,10
200500473,0,200500473,2023,3. Q3,2. Eastern Cape,Luqoqweni Junior Secondary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,134224,134224,-31.44,29.5332,14. DC15,14. OR Tambo District Municipality,51. EC154,51. Port St Johns Local Municipality,,23304001,Buto,Or Tambo Coastal,,,Lusikisiki,Port St Johns,,,1. Poorest 20% (No fee paying),,,01jan1975,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,624,21
200500475,0,200500475,2023,3. Q3,2. Eastern Cape,Lusikisiki Village Junior Secondary School,1. Open,1. Public,1. Ordinary School,5. Combined School,Ordinary School,1. Public/State,,15. Transkei,,,144225,144225,-31.36,29.575,14. DC15,14. OR Tambo District Municipality,50. EC153,50. Ingquza Hill Local Municipality,,23209000,None,Or Tambo Coastal,,,,Lusikisiki,,,3. Middle 20% (No fee paying),,,01jan1970,1. Yes,1. Urban,,3. Eastern Cape,3. Eastern Cape,931,26
200500476,0,200500476,2023,3. Q3,2. Eastern Cape,Lusindisweni Primary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,14187,14187,-31.09,29.7493,44. DC44,44. Alfred Nzo District Municipality,57. EC443,57. Winnie Madikizela-Mandela Local Municipality,,23003001,Chithwayo,Alfred Nzo East,,,,Bizana,,,1. Poorest 20% (No fee paying),,,01jan1900,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,351,11
200500477,0,200500477,2023,3. Q3,2. Eastern Cape,Lusizini Junior Secondary School,1. Open,1. Public,1. Ordinary School,2. Primary School,Ordinary School,1. Public/State,,15. Transkei,,,174184,174184,-30.86,28.8531,44. DC44,44. Alfred Nzo District Municipality,56. EC442,56. Umzimvubu Local Municipality,,23809193,Xhokonxa,Alfred Nzo West,,,,Mount Frere,,,1. Poorest 20% (No fee paying),,,01jan1988,1. Yes,2. Rural,,3. Eastern Cape,3. Eastern Cape,170,9
