学校コード (Code école),学校名 (Nom école),都道府県番号 (N° préfecture),都道府県名 (Préfecture),学校所在地 (Adresse),郵便番号 (Code postal),設置区分 (Type gestion),設置区分名 (Gestion),本分校 (Statut),本分校区分 (Statut nom),学校種 (Type école),属性情報設定年月日 (Date enregistrement),属性情報廃止年月日 (Date fermeture),旧学校調査番号 (Ancien numéro),移行後の学校コード (Code école successeur)
B108220100304,水戸市立鯉淵小学校,08(茨城),茨城,茨城県水戸市鯉淵町３０００,3190323,2(公),公,1(本),本,B1(小学校),2020/12/22,,080551,
B108220100313,水戸市立妻里小学校,08(茨城),茨城,茨城県水戸市中原町６８２,3190305,2(公),公,1(本),本,B1(小学校),2020/12/22,,080552,
B108220100322,水戸市立内原小学校,08(茨城),茨城,茨城県水戸市内原町１４５１,3190315,2(公),公,1(本),本,B1(小学校),2020/12/22,,080553,
B108220200018,日立市立助川小学校,08(茨城),茨城,茨城県日立市助川町２－１５－１,3170065,2(公),公,1(本),本,B1(小学校),2020/12/22,,080051,
B108220200027,日立市立会瀬小学校,08(茨城),茨城,茨城県日立市会瀬町２－１７－１０,3170076,2(公),公,1(本),本,B1(小学校),2020/12/22,,080052,
B108220200036,日立市立宮田小学校,08(茨城),茨城,茨城県日立市本宮町２－９－１,3170054,2(公),公,1(本),本,B1(小学校),2020/12/22,,080053,
B108220200045,日立市立仲町小学校,08(茨城),茨城,茨城県日立市宮田町５－５－１,3170055,2(公),公,1(本),本,B1(小学校),2020/12/22,,080056,
B108220200054,日立市立中小路小学校,08(茨城),茨城,茨城県日立市平和町２－４－１,3170062,2(公),公,1(本),本,B1(小学校),2020/12/22,,080057,
B108220200063,日立市立大久保小学校,08(茨城),茨城,茨城県日立市末広町１－１－１,3160006,2(公),公,1(本),本,B1(小学校),2020/12/22,,080058,
B108220200072,日立市立河原子小学校,08(茨城),茨城,茨城県日立市河原子町４－３－４,3160005,2(公),公,1(本),本,B1(小学校),2020/12/22,,080059,
B108220200081,日立市立油縄子小学校,08(茨城),茨城,茨城県日立市鮎川町３丁目１１番１号,3160036,2(公),公,1(本),本,B1(小学校),2020/12/22,,080060,
B108220200090,日立市立成沢小学校,08(茨城),茨城,茨城県日立市中成沢町３－１６－８,3160033,2(公),公,1(本),本,B1(小学校),2020/12/22,,080061,
B108220200107,日立市立水木小学校,08(茨城),茨城,茨城県日立市水木町１－６－１,3160024,2(公),公,1(本),本,B1(小学校),2020/12/22,,080062,
B108220200116,日立市立大沼小学校,08(茨城),茨城,茨城県日立市東大沼町２－１－８,3160023,2(公),公,1(本),本,B1(小学校),2020/12/22,,080063,
B108220200125,日立市立日高小学校,08(茨城),茨城,茨城県日立市日高町２－１２－１,3191414,2(公),公,1(本),本,B1(小学校),2020/12/22,,080064,
B108220200134,日立市立久慈小学校,08(茨城),茨城,茨城県日立市久慈町１－２３－１,3191222,2(公),公,1(本),本,B1(小学校),2020/12/22,,080065,
B108220200143,日立市立坂本小学校,08(茨城),茨城,茨城県日立市南高野町３－２１－１,3191224,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2024/5/1,080066,B108220200269
B108220200152,日立市立東小沢小学校,08(茨城),茨城,茨城県日立市下土木内町６１７,3191232,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2024/5/1,080067,B108220200269
B108220200161,日立市立中里小学校,08(茨城),茨城,茨城県日立市東河内町１９０９番地,3110403,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2022/5/1,080068,C208220200015
B108220200170,日立市立豊浦小学校,08(茨城),茨城,茨城県日立市折笠町７４１,3191412,2(公),公,1(本),本,B1(小学校),2020/12/22,,080070,
B108220200189,日立市立諏訪小学校,08(茨城),茨城,茨城県日立市諏訪町３－１０－１,3160001,2(公),公,1(本),本,B1(小学校),2020/12/22,,080071,
B108220200198,日立市立金沢小学校,08(茨城),茨城,茨城県日立市金沢町５－２－１,3160015,2(公),公,1(本),本,B1(小学校),2020/12/22,,080072,
B108220200205,日立市立滑川小学校,08(茨城),茨城,茨城県日立市滑川本町１ー２０ー７,3170051,2(公),公,1(本),本,B1(小学校),2020/12/22,,080073,
B108220200214,日立市立大みか小学校,08(茨城),茨城,茨城県日立市大みか町３丁目１９番１５号,3191221,2(公),公,1(本),本,B1(小学校),2020/12/22,,080074,
B108220200223,日立市立田尻小学校,08(茨城),茨城,茨城県日立市田尻町４－３９－１,3191416,2(公),公,1(本),本,B1(小学校),2020/12/22,,080075,
B108220200232,日立市立塙山小学校,08(茨城),茨城,茨城県日立市金沢町２－１４－１,3160015,2(公),公,1(本),本,B1(小学校),2020/12/22,,080076,
B108220200241,日立市立櫛形小学校,08(茨城),茨城,茨城県日立市十王町伊師本郷５０８,3191302,2(公),公,1(本),本,B1(小学校),2020/12/22,,080861,
B108220200250,日立市立山部小学校,08(茨城),茨城,茨城県日立市十王町山部８４１,3191307,2(公),公,1(本),本,B1(小学校),2020/12/22,,080862,
B108220200269,日立市立坂本東小学校,08(茨城),茨城,茨城県日立市南高野町３丁目２１番地１号,3191224,2(公),公,1(本),本,B1(小学校),2024/5/1,,,
B108220300017,土浦市立土浦小学校,08(茨城),茨城,茨城県土浦市大手町１３－３２,3000044,2(公),公,1(本),本,B1(小学校),2020/12/22,,080091,
B108220300026,土浦市立土浦第二小学校,08(茨城),茨城,茨城県土浦市富士崎２―１－４１,3000813,2(公),公,1(本),本,B1(小学校),2020/12/22,,080092,
B108220300035,土浦市立下高津小学校,08(茨城),茨城,茨城県土浦市下高津４－２－９,3000812,2(公),公,1(本),本,B1(小学校),2020/12/22,,080093,
B108220300044,土浦市立東小学校,08(茨城),茨城,茨城県土浦市中４５５,3000841,2(公),公,1(本),本,B1(小学校),2020/12/22,,080094,
B108220300053,土浦市立大岩田小学校,08(茨城),茨城,茨城県土浦市大岩田２０６６－１,3000835,2(公),公,1(本),本,B1(小学校),2020/12/22,,080096,
B108220300062,土浦市立真鍋小学校,08(茨城),茨城,茨城県土浦市真鍋４－３－１,3000051,2(公),公,1(本),本,B1(小学校),2020/12/22,,080097,
B108220300071,土浦市立都和小学校,08(茨城),茨城,茨城県土浦市並木五丁目４８２６番地２,3000061,2(公),公,1(本),本,B1(小学校),2020/12/22,,080098,
B108220300080,土浦市立荒川沖小学校,08(茨城),茨城,茨城県土浦市荒川沖東３－２４－３,3000871,2(公),公,1(本),本,B1(小学校),2020/12/22,,080099,
B108220300099,土浦市立中村小学校,08(茨城),茨城,茨城県土浦市中村南５―２９―５,3000843,2(公),公,1(本),本,B1(小学校),2020/12/22,,080100,
B108220300106,土浦市立上大津東小学校,08(茨城),茨城,茨城県土浦市沖宿町２４８９,3000023,2(公),公,1(本),本,B1(小学校),2020/12/22,,080101,
B108220300115,土浦市立神立小学校,08(茨城),茨城,茨城県土浦市中神立町４番地,3000016,2(公),公,1(本),本,B1(小学校),2020/12/22,,080104,
B108220300124,土浦市立右籾小学校,08(茨城),茨城,茨城県土浦市右籾１７２８―３,3000837,2(公),公,1(本),本,B1(小学校),2020/12/22,,080105,
B108220300133,土浦市立都和南小学校,08(茨城),茨城,茨城県土浦市常名３０９０,3000065,2(公),公,1(本),本,B1(小学校),2020/12/22,,080106,
B108220300142,土浦市立乙戸小学校,08(茨城),茨城,茨城県土浦市乙戸南２―１―１,3000845,2(公),公,1(本),本,B1(小学校),2020/12/22,,080107,
B108220300151,土浦市立菅谷小学校,08(茨城),茨城,茨城県土浦市菅谷町１４６４―８,3000021,2(公),公,1(本),本,B1(小学校),2020/12/22,,080108,
B108220400016,古河市立古河第一小学校,08(茨城),茨城,茨城県古河市中央町３－１０－１,3060033,2(公),公,1(本),本,B1(小学校),2020/12/22,,080121,
B108220400025,古河市立古河第二小学校,08(茨城),茨城,茨城県古河市本町２－１０－４５,3060023,2(公),公,1(本),本,B1(小学校),2020/12/22,,080122,
B108220400034,古河市立古河第三小学校,08(茨城),茨城,茨城県古河市旭町１－１８－４,3060012,2(公),公,1(本),本,B1(小学校),2020/12/22,,080123,
B108220400043,古河市立古河第四小学校,08(茨城),茨城,茨城県古河市中田１２２１,3060053,2(公),公,1(本),本,B1(小学校),2020/12/22,,080124,
B108220400052,古河市立古河第五小学校,08(茨城),茨城,茨城県古河市横山町３－１３－２７,3060022,2(公),公,1(本),本,B1(小学校),2020/12/22,,080126,
B108220400061,古河市立古河第六小学校,08(茨城),茨城,茨城県古河市北町１６－４７,3060005,2(公),公,1(本),本,B1(小学校),2020/12/22,,080127,
B108220400070,古河市立古河第七小学校,08(茨城),茨城,茨城県古河市三和１７６番地１,3060042,2(公),公,1(本),本,B1(小学校),2020/12/22,,080128,
B108220400089,古河市立上辺見小学校,08(茨城),茨城,茨城県古河市上辺見１１６４番地,3060234,2(公),公,1(本),本,B1(小学校),2020/12/22,,081601,
B108220400098,古河市立上大野小学校,08(茨城),茨城,茨城県古河市上大野１４２５,3060201,2(公),公,1(本),本,B1(小学校),2020/12/22,,081602,
B108220400105,古河市立小堤小学校,08(茨城),茨城,茨城県古河市小堤１８１５の１,3060231,2(公),公,1(本),本,B1(小学校),2020/12/22,,081603,
B108220400114,古河市立下大野小学校,08(茨城),茨城,茨城県古河市下大野７３４－２,3060204,2(公),公,1(本),本,B1(小学校),2020/12/22,,081604,
B108220400123,古河市立釈迦小学校,08(茨城),茨城,茨城県古河市釈迦２７１,3060222,2(公),公,1(本),本,B1(小学校),2020/12/22,,081607,
B108220400132,古河市立駒羽根小学校,08(茨城),茨城,茨城県古河市駒羽根１３６４,3060221,2(公),公,1(本),本,B1(小学校),2020/12/22,,081610,
B108220400141,古河市立西牛谷小学校,08(茨城),茨城,茨城県古河市西牛谷６５０,3060233,2(公),公,1(本),本,B1(小学校),2020/12/22,,081611,
B108220400150,古河市立水海小学校,08(茨城),茨城,茨城県古河市水海５４２－１,3060215,2(公),公,1(本),本,B1(小学校),2020/12/22,,081612,
B108220400169,古河市立下辺見小学校,08(茨城),茨城,茨城県古河市下辺見２４００,3060235,2(公),公,1(本),本,B1(小学校),2020/12/22,,081613,
B108220400178,古河市立中央小学校,08(茨城),茨城,茨城県古河市下大野１５７３番地２０,3060204,2(公),公,1(本),本,B1(小学校),2020/12/22,,081614,
B108220400187,古河市立八俣小学校,08(茨城),茨城,茨城県古河市東山田１８１４,3060112,2(公),公,1(本),本,B1(小学校),2020/12/22,,081631,
B108220400196,古河市立諸川小学校,08(茨城),茨城,茨城県古河市諸川１０９７番地,3060126,2(公),公,1(本),本,B1(小学校),2020/12/22,,081632,
B108220400203,古河市立大和田小学校,08(茨城),茨城,茨城県古河市大和田８２２,3060111,2(公),公,1(本),本,B1(小学校),2020/12/22,,081633,
B108220400212,古河市立駒込小学校,08(茨城),茨城,茨城県古河市駒込８９９－３,3060121,2(公),公,1(本),本,B1(小学校),2020/12/22,,081634,
B108220400221,古河市立名崎小学校,08(茨城),茨城,茨城県古河市尾崎４２００,3060101,2(公),公,1(本),本,B1(小学校),2020/12/22,,081635,
B108220400230,古河市立仁連小学校,08(茨城),茨城,茨城県古河市仁連６０７,3060125,2(公),公,1(本),本,B1(小学校),2020/12/22,,081636,
B108220500015,石岡市立石岡小学校,08(茨城),茨城,茨城県石岡市総社１－２－１０,3150016,2(公),公,1(本),本,B1(小学校),2020/12/22,,080141,
B108220500024,石岡市立府中小学校,08(茨城),茨城,茨城県石岡市若松１－１１－１８,3150018,2(公),公,1(本),本,B1(小学校),2020/12/22,,080142,
B108220500033,石岡市立高浜小学校,08(茨城),茨城,茨城県石岡市高浜６２,3150045,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2024/5/1,080144,B108220500088
B108220500042,石岡市立東小学校,08(茨城),茨城,茨城県石岡市旭台１－１１－３,3150038,2(公),公,1(本),本,B1(小学校),2020/12/22,,080145,
B108220500051,石岡市立関川小学校,08(茨城),茨城,茨城県石岡市石川１１５３,3150046,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2024/5/1,080146,B108220500088
B108220500060,石岡市立三村小学校,08(茨城),茨城,茨城県石岡市三村１８５３番地,3150048,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2024/5/1,080147,B108220500088
B108220500079,石岡市立北小学校,08(茨城),茨城,茨城県石岡市根当１０９４９,3150029,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2024/5/1,080148,B108220500024
B108220500088,石岡市立南小学校,08(茨城),茨城,茨城県石岡市南台四丁目１番１号,3150035,2(公),公,1(本),本,B1(小学校),2020/12/22,,080149,
B108220500097,石岡市立杉並小学校,08(茨城),茨城,茨城県石岡市杉並２－３－１,3150027,2(公),公,1(本),本,B1(小学校),2020/12/22,,080150,
B108220500104,石岡市立柿岡小学校,08(茨城),茨城,茨城県石岡市柿岡２１５９－２,3150116,2(公),公,1(本),本,B1(小学校),2020/12/22,,081231,
B108220500113,石岡市立園部小学校,08(茨城),茨城,茨城県石岡市宮ケ崎６,3150123,2(公),公,1(本),本,B1(小学校),2020/12/22,,081233,
B108220500122,石岡市立東成井小学校,08(茨城),茨城,茨城県石岡市東成井９９６,3150122,2(公),公,1(本),本,B1(小学校),2020/12/22,,081234,
B108220500131,石岡市立瓦会小学校,08(茨城),茨城,茨城県石岡市瓦谷１１３５番地２,3150111,2(公),公,1(本),本,B1(小学校),2020/12/22,,081235,
B108220500140,石岡市立林小学校,08(茨城),茨城,茨城県石岡市下林８５７－１,3150131,2(公),公,1(本),本,B1(小学校),2020/12/22,,081236,
B108220500159,石岡市立恋瀬小学校,08(茨城),茨城,茨城県石岡市小見８３２番地１,3150104,2(公),公,1(本),本,B1(小学校),2020/12/22,,081237,
B108220500168,石岡市立葦穂小学校,08(茨城),茨城,茨城県石岡市小屋１０５４番地,3150164,2(公),公,1(本),本,B1(小学校),2020/12/22,,081239,
B108220500177,石岡市立吉生小学校,08(茨城),茨城,茨城県石岡市吉生５１３－２,3150156,2(公),公,1(本),本,B1(小学校),2020/12/22,,081240,
B108220500186,石岡市立小幡小学校,08(茨城),茨城,茨城県石岡市小幡４０８０,3150155,2(公),公,1(本),本,B1(小学校),2020/12/22,,081241,
B108220500195,石岡市立小桜小学校,08(茨城),茨城,茨城県石岡市川又７４６,3150134,2(公),公,1(本),本,B1(小学校),2020/12/22,,081242,
B108220700013,結城市立結城小学校,08(茨城),茨城,茨城県結城市結城１９２７,3070001,2(公),公,1(本),本,B1(小学校),2020/12/22,,080191,
B108220700022,結城市立城南小学校,08(茨城),茨城,茨城県結城市城南町一丁目１１番地,3070054,2(公),公,1(本),本,B1(小学校),2020/12/22,,080192,
B108220700031,結城市立絹川小学校,08(茨城),茨城,茨城県結城市小森２２２７,3070011,2(公),公,1(本),本,B1(小学校),2020/12/22,,080193,
B108220700040,結城市立江川北小学校,08(茨城),茨城,茨城県結城市田間１４２１,3070044,2(公),公,1(本),本,B1(小学校),2020/12/22,,080194,
B108220700059,結城市立江川南小学校,08(茨城),茨城,茨城県結城市北南茂呂８１,3070036,2(公),公,1(本),本,B1(小学校),2020/12/22,,080195,
B108220700068,結城市立山川小学校,08(茨城),茨城,茨城県結城市今宿１１６４－１,3070028,2(公),公,1(本),本,B1(小学校),2020/12/22,,080196,
B108220700077,結城市立上山川小学校,08(茨城),茨城,茨城県結城市上山川３３８８,3070021,2(公),公,1(本),本,B1(小学校),2020/12/22,,080197,
B108220700086,結城市立結城西小学校,08(茨城),茨城,茨城県結城市結城１０２９０－１,3070001,2(公),公,1(本),本,B1(小学校),2020/12/22,,080198,
B108220700095,結城市立城西小学校,08(茨城),茨城,茨城県結城市結城９６３３－１,3070001,2(公),公,1(本),本,B1(小学校),2020/12/22,,080199,
B108220800012,龍ケ崎市立龍ケ崎小学校,08(茨城),茨城,茨城県龍ケ崎市３３１６,3010000,2(公),公,1(本),本,B1(小学校),2020/12/22,,080211,
B108220800021,龍ケ崎市立馴柴小学校,08(茨城),茨城,茨城県龍ケ崎市若柴町３１３５,3010041,2(公),公,1(本),本,B1(小学校),2020/12/22,,080212,
B108220800030,龍ケ崎市立八原小学校,08(茨城),茨城,茨城県龍ケ崎市藤ケ丘１－２２－４,3010855,2(公),公,1(本),本,B1(小学校),2020/12/22,,080214,
B108220800049,龍ケ崎市立大宮小学校,08(茨城),茨城,茨城県龍ケ崎市大徳町４９４５,3010816,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2025/5/1,080216,B108220800012
B108220800058,龍ケ崎市立川原代小学校,08(茨城),茨城,茨城県龍ケ崎市川原代町３５１８,3010005,2(公),公,1(本),本,B1(小学校),2020/12/22,,080217,
B108220800067,龍ケ崎市立龍ケ崎西小学校,08(茨城),茨城,茨城県龍ケ崎市８８１０番地,3010018,2(公),公,1(本),本,B1(小学校),2020/12/22,,080219,
B108220800076,龍ケ崎市立松葉小学校,08(茨城),茨城,茨城県龍ケ崎市松葉２－９,3010043,2(公),公,1(本),本,B1(小学校),2020/12/22,,080220,
B108220800085,龍ケ崎市立長山小学校,08(茨城),茨城,茨城県龍ケ崎市長山５－７－１,3010042,2(公),公,1(本),本,B1(小学校),2020/12/22,,080221,
B108220800094,龍ケ崎市立馴馬台小学校,08(茨城),茨城,茨城県龍ケ崎市平台４－２３－１,3010003,2(公),公,1(本),本,B1(小学校),2020/12/22,,080222,
B108220800101,龍ケ崎市立久保台小学校,08(茨城),茨城,茨城県龍ケ崎市久保台２－３,3010001,2(公),公,1(本),本,B1(小学校),2020/12/22,,080223,
B108220800110,龍ケ崎市立城ノ内小学校,08(茨城),茨城,茨城県龍ケ崎市城ノ内５－２７,3010847,2(公),公,1(本),本,B1(小学校),2020/12/22,,080224,
B108221000018,下妻市立下妻小学校,08(茨城),茨城,茨城県下妻市下妻乙３８６,3040067,2(公),公,1(本),本,B1(小学校),2020/12/22,,080251,
B108221000027,下妻市立上妻小学校,08(茨城),茨城,茨城県下妻市半谷４２６番地,3040005,2(公),公,1(本),本,B1(小学校),2020/12/22,,080252,
B108221000036,下妻市立大宝小学校,08(茨城),茨城,茨城県下妻市大宝６２５,3040022,2(公),公,1(本),本,B1(小学校),2020/12/22,,080253,
B108221000045,下妻市立騰波ノ江小学校,08(茨城),茨城,茨城県下妻市若柳甲６４４,3040012,2(公),公,1(本),本,B1(小学校),2020/12/22,,080255,
B108221000054,下妻市立高道祖小学校,08(茨城),茨城,茨城県下妻市高道祖２６３８－１,3040031,2(公),公,1(本),本,B1(小学校),2020/12/22,,080256,
B108221000063,下妻市立総上小学校,08(茨城),茨城,茨城県下妻市小島１１１６,3040051,2(公),公,1(本),本,B1(小学校),2020/12/22,,080257,
B108221000072,下妻市立豊加美小学校,08(茨城),茨城,茨城県下妻市加養１２８,3040048,2(公),公,1(本),本,B1(小学校),2020/12/22,,080258,
B108221000081,下妻市立大形小学校,08(茨城),茨城,茨城県下妻市別府１９９,3040821,2(公),公,1(本),本,B1(小学校),2020/12/22,,081521,
B108221000090,下妻市立宗道小学校,08(茨城),茨城,茨城県下妻市本宗道１２０,3040813,2(公),公,1(本),本,B1(小学校),2020/12/22,,081523,
B108221100017,常総市立水海道小学校,08(茨城),茨城,茨城県常総市水海道天満町２５１６－１,3030034,2(公),公,1(本),本,B1(小学校),2020/12/22,,080271,
B108221100026,常総市立大花羽小学校,08(茨城),茨城,茨城県常総市大輪町３８６－１,3002512,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2023/5/1,080273,B108221100035
B108221100035,常総市立菅原小学校,08(茨城),茨城,茨城県常総市大生郷町１６１５,3002521,2(公),公,1(本),本,B1(小学校),2020/12/22,,080274,
B108221100044,常総市立豊岡小学校,08(茨城),茨城,茨城県常総市豊岡町丙３３６２番地,3030041,2(公),公,1(本),本,B1(小学校),2020/12/22,,080275,
B108221100053,常総市立五箇小学校,08(茨城),茨城,茨城県常総市上蛇町１５０８,3002502,2(公),公,1(本),本,B1(小学校),2020/12/22,,080276,
B108221100062,常総市立三妻小学校,08(茨城),茨城,茨城県常総市中妻町４１４６,3002505,2(公),公,1(本),本,B1(小学校),2020/12/22,,080277,
B108221100071,常総市立大生小学校,08(茨城),茨城,茨城県常総市平町４１５番地１,3030017,2(公),公,1(本),本,B1(小学校),2020/12/22,,080278,
B108221100080,常総市立絹西小学校,08(茨城),茨城,茨城県常総市坂手町７３０３－３,3030042,2(公),公,1(本),本,B1(小学校),2020/12/22,,080279,
B108221100099,常総市立菅生小学校,08(茨城),茨城,茨城県常総市菅生町４７１１,3030044,2(公),公,1(本),本,B1(小学校),2020/12/22,,080280,
B108221100106,常総市立石下小学校,08(茨城),茨城,茨城県常総市新石下１９０７－１,3002706,2(公),公,1(本),本,B1(小学校),2020/12/22,,081531,
B108221100115,常総市立岡田小学校,08(茨城),茨城,茨城県常総市向石下１０２０,3002742,2(公),公,1(本),本,B1(小学校),2020/12/22,,081532,
B108221100124,常総市立玉小学校,08(茨城),茨城,茨城県常総市若宮戸７９４,3002701,2(公),公,1(本),本,B1(小学校),2020/12/22,,081533,
B108221100133,常総市立豊田小学校,08(茨城),茨城,茨城県常総市豊田２２４６,3002705,2(公),公,1(本),本,B1(小学校),2020/12/22,,081534,
B108221100142,常総市立飯沼小学校,08(茨城),茨城,茨城県常総市鴻野山８５９番地１,3002746,2(公),公,1(本),本,B1(小学校),2020/12/22,,081535,
B108221200016,常陸太田市立世矢小学校,08(茨城),茨城,茨城県常陸太田市真弓町１８５５,3130022,2(公),公,1(本),本,B1(小学校),2020/12/22,,080303,
B108221200025,常陸太田市立西小沢小学校,08(茨城),茨城,茨城県常陸太田市内田町１０９６,3130037,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2022/5/1,080304,B108221200132
B108221200034,常陸太田市立幸久小学校,08(茨城),茨城,茨城県常陸太田市上河合２,3130046,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2022/5/1,080305,B108221200132
B108221200043,常陸太田市立佐竹小学校,08(茨城),茨城,茨城県常陸太田市谷河原町２９８,3130043,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2022/5/1,080306,B108221200132
B108221200052,常陸太田市立誉田小学校,08(茨城),茨城,茨城県常陸太田市増井町１３０３番地,3130008,2(公),公,1(本),本,B1(小学校),2020/12/22,,080307,
B108221200061,常陸太田市立太田小学校,08(茨城),茨城,茨城県常陸太田市中城町１５１,3130061,2(公),公,1(本),本,B1(小学校),2020/12/22,,080313,
B108221200070,常陸太田市立機初小学校,08(茨城),茨城,茨城県常陸太田市幡町９２９,3130025,2(公),公,1(本),本,B1(小学校),2020/12/22,,080314,
B108221200089,常陸太田市立郡戸小学校,08(茨城),茨城,茨城県常陸太田市中野町２,3130134,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2022/5/1,080801,B108221200105
B108221200098,常陸太田市立久米小学校,08(茨城),茨城,茨城県常陸太田市大里町４４０１,3130125,2(公),公,9(廃),廃,B1(小学校),2020/12/22,2022/5/1,080806,B108221200105
B108221200105,常陸太田市立金砂郷小学校,08(茨城),茨城,茨城県常陸太田市大里町４４０１,3130125,2(公),公,1(本),本,B1(小学校),2020/12/22,,080807,
B108221200114,常陸太田市立里美小学校,08(茨城),茨城,茨城県常陸太田市大中町６０－１,3110505,2(公),公,1(本),本,B1(小学校),2020/12/22,,080817,
B108221200123,常陸太田市立水府小学校,08(茨城),茨城,茨城県常陸太田市町田町６９６,3130213,2(公),公,1(本),本,B1(小学校),2020/12/22,,080818,
B108221200132,常陸太田市立峰山小学校,08(茨城),茨城,茨城県常陸太田市谷河原町２９８,3130043,2(公),公,1(本),本,B1(小学校),2022/5/1,,,
B108221400014,高萩市立高萩小学校,08(茨城),茨城,茨城県高萩市安良川１０４８,3180021,2(公),公,1(本),本,B1(小学校),2020/12/22,,080351,
B108221400023,高萩市立秋山小学校,08(茨城),茨城,茨城県高萩市島名２１６１－１,3180023,2(公),公,1(本),本,B1(小学校),2020/12/22,,080352,
B108221400032,高萩市立松岡小学校,08(茨城),茨城,茨城県高萩市下手綱４３,3180003,2(公),公,1(本),本,B1(小学校),2020/12/22,,080353,
B108221400041,高萩市立東小学校,08(茨城),茨城,茨城県高萩市有明町１－１４１,3180012,2(公),公,1(本),本,B1(小学校),2020/12/22,,080357,
B108221500013,北茨城市立中郷第一小学校,08(茨城),茨城,茨城県北茨城市中郷町上桜井２９０５－１,3191559,2(公),公,1(本),本,B1(小学校),2020/12/22,,080371,
B108221500022,北茨城市立中郷第二小学校,08(茨城),茨城,茨城県北茨城市中郷町小野矢指７２０番３,3191555,2(公),公,1(本),本,B1(小学校),2020/12/22,,080372,
B108221500031,北茨城市立石岡小学校,08(茨城),茨城,茨城県北茨城市中郷町石岡８２３,3191558,2(公),公,1(本),本,B1(小学校),2020/12/22,,080373,
B108221500040,北茨城市立精華小学校,08(茨城),茨城,茨城県北茨城市磯原町磯原４丁目３６番地,3191541,2(公),公,1(本),本,B1(小学校),2020/12/22,,080374,
B108221500059,北茨城市立明徳小学校,08(茨城),茨城,茨城県北茨城市磯原町木皿７２６,3191545,2(公),公,1(本),本,B1(小学校),2020/12/22,,080375,
B108221500068,北茨城市立中妻小学校,08(茨城),茨城,茨城県北茨城市華川町中妻４５６,3191536,2(公),公,1(本),本,B1(小学校),2020/12/22,,080376,
B108221500077,北茨城市立華川小学校,08(茨城),茨城,茨城県北茨城市華川町上小津田８４,3191532,2(公),公,1(本),本,B1(小学校),2020/12/22,,080377,
B108221500086,北茨城市立関南小学校,08(茨城),茨城,茨城県北茨城市関南町神岡下１７２,3191715,2(公),公,1(本),本,B1(小学校),2020/12/22,,080379,
B108221500095,北茨城市立大津小学校,08(茨城),茨城,茨城県北茨城市大津町２３０１－１４,3191702,2(公),公,1(本),本,B1(小学校),2020/12/22,,080380,
B108221500102,北茨城市立平潟小学校,08(茨城),茨城,茨城県北茨城市平潟町１０７７,3191701,2(公),公,1(本),本,B1(小学校),2020/12/22,,080381,
B108221500111,北茨城市立関本小学校,08(茨城),茨城,茨城県北茨城市関本町関本上１４７０,3191721,2(公),公,1(本),本,B1(小学校),2020/12/22,,080385,
B108221600012,笠間市立笠間小学校,08(茨城),茨城,茨城県笠間市笠間２６８９－１,3091611,2(公),公,1(本),本,B1(小学校),2020/12/22,,080401,
B108221600021,笠間市立稲田小学校,08(茨城),茨城,茨城県笠間市稲田２１５１－２,3091635,2(公),公,1(本),本,B1(小学校),2020/12/22,,080411,
B108221600030,笠間市立宍戸小学校,08(茨城),茨城,茨城県笠間市平町２２番地,3091722,2(公),公,1(本),本,B1(小学校),2020/12/22,,080601,
B108221600049,笠間市立友部小学校,08(茨城),茨城,茨城県笠間市美原３－３－１,3091704,2(公),公,1(本),本,B1(小学校),2020/12/22,,080602,
B108221600058,笠間市立北川根小学校,08(茨城),茨城,茨城県笠間市湯崎１０８５－１,3091715,2(公),公,1(本),本,B1(小学校),2020/12/22,,080603,
B108221600067,笠間市立大原小学校,08(茨城),茨城,茨城県笠間市小原３５２２－１,3091701,2(公),公,1(本),本,B1(小学校),2020/12/22,,080604,
B108221600076,笠間市立友部第二小学校,08(茨城),茨城,茨城県笠間市平町１７１８－９３,3091722,2(公),公,1(本),本,B1(小学校),2020/12/22,,080605,
B108221600085,笠間市立岩間第一小学校,08(茨城),茨城,茨城県笠間市下郷４１４０－１,3190202,2(公),公,1(本),本,B1(小学校),2020/12/22,,080621,
B108221600094,笠間市立岩間第二小学校,08(茨城),茨城,茨城県笠間市押辺５２９－１,3190205,2(公),公,1(本),本,B1(小学校),2020/12/22,,080624,
B108221600101,笠間市立岩間第三小学校,08(茨城),茨城,茨城県笠間市市野谷１５４２－１９,3190208,2(公),公,1(本),本,B1(小学校),2020/12/22,,080625,
B108221700011,取手市立取手小学校,08(茨城),茨城,茨城県取手市東５－３－１,3020005,2(公),公,1(本),本,B1(小学校),2020/12/22,,080421,
